fichier,phrase_id,position,mot,onset,offset,POS,surprisal_bits,surprise_structurale,oov,freq_zipf,n_phones
audio08.TextGrid,16,8,bad,106.790,107.100,JJ,8.7029,3.8714,0,5.53,3
audio08.TextGrid,16,9,things,107.100,107.400,NNS,8.6551,1.9754,0,5.74,4
audio08.TextGrid,16,10,of,107.400,107.530,IN,2.0839,2.1158,0,7.4,2
audio08.TextGrid,16,11,her,107.530,107.710,PRP,6.5749,5.4254,0,6.3,2
audio08.TextGrid,16,12,but,108.070,108.240,CC,2.8832,6.2775,0,6.63,3
audio08.TextGrid,16,13,they,108.240,108.320,PRP,2.7059,4.9020,0,6.5,2
audio08.TextGrid,16,14,are,108.320,108.360,VBP,1.8478,2.6254,0,6.74,1
audio08.TextGrid,16,15,always,108.360,108.820,RB,7.4625,2.7801,0,5.76,5
audio08.TextGrid,16,16,said,108.820,109.140,VBD,2.3092,5.1875,0,6.01,3
audio08.TextGrid,16,17,as,109.140,109.320,RB,5.7346,4.5001,0,6.77,2
audio08.TextGrid,16,18,though,109.320,109.450,IN,8.5665,3.3997,0,5.5,2
audio08.TextGrid,16,19,she,109.450,109.610,PRP,4.1301,4.2694,0,6.26,2
audio08.TextGrid,16,20,were,109.610,109.790,VBD,3.9492,2.2358,0,6.34,2
audio08.TextGrid,16,21,a,109.790,109.820,DT,2.0447,3.1613,0,7.36,1
audio08.TextGrid,16,22,woman,109.820,110.210,NN,10.5146,1.2536,0,5.35,5
audio08.TextGrid,17,1,some,111.350,111.540,DT,5.8253,3.6796,0,6.2,3
audio08.TextGrid,17,2,of,111.540,111.610,IN,2.0839,5.7951,0,7.4,2
audio08.TextGrid,17,3,the,111.610,111.720,DT,0.7806,1.7080,0,7.73,2
audio08.TextGrid,17,4,younger,111.720,112.050,JJR,7.5736,7.4004,0,4.69,5
audio08.TextGrid,17,5,fishermen,112.050,112.550,NNS,5.7165,3.1269,1,3.65,7
audio08.TextGrid,17,6,those,112.720,113.000,DT,7.0645,5.9032,0,5.9,3
audio08.TextGrid,17,7,who,113.000,113.060,WP,0.5292,7.5842,0,6.34,2
audio08.TextGrid,17,8,used,113.060,113.410,JJ,11.5103,5.7515,0,5.8,4
audio08.TextGrid,17,9,buoys,113.410,113.880,NNS,5.7165,3.4643,1,2.77,4
audio08.TextGrid,17,10,as,113.880,114.050,IN,4.7671,2.1158,0,6.77,2
audio08.TextGrid,17,11,floats,114.050,114.370,NNS,5.7165,3.7548,1,3.46,5
audio08.TextGrid,17,12,for,114.370,114.470,IN,3.5339,1.9665,0,7.01,2
audio08.TextGrid,17,13,their,114.470,114.630,PRP$,2.0576,4.8920,0,6.33,3
audio08.TextGrid,17,14,lines,114.630,115.210,NNS,10.2401,2.6653,0,4.95,4
audio08.TextGrid,17,15,and,115.210,115.360,CC,0.5482,4.0548,0,7.41,3
audio08.TextGrid,17,16,had,115.360,115.560,VBD,4.2494,4.6892,0,6.33,3
audio08.TextGrid,17,17,motorboats,115.560,116.260,NNS,5.7165,4.8996,1,2.03,8
audio08.TextGrid,18,1,bought,116.670,116.960,VBN,10.0593,5.6150,0,4.91,3
audio08.TextGrid,18,2,when,116.960,117.090,WRB,0.8610,6.4781,0,6.37,3
audio08.TextGrid,18,3,the,117.090,117.150,DT,0.7806,2.0905,0,7.73,2
audio08.TextGrid,18,4,shark,117.150,117.510,NN,4.8869,1.6166,1,4.1,4
audio08.TextGrid,18,5,livers,117.510,117.900,NNS,5.7165,4.4829,1,2.78,5
audio08.TextGrid,18,6,had,117.900,118.010,VBD,4.2494,3.7213,0,6.33,3
audio08.TextGrid,18,7,brought,118.010,118.280,VBD,9.9863,7.8916,0,5.16,4
audio08.TextGrid,18,8,much,118.280,118.510,JJ,7.5561,4.4683,0,6.0,3
audio08.TextGrid,18,9,money,118.510,118.840,NN,7.8772,1.9403,0,5.64,4
audio08.TextGrid,18,10,spoke,119.240,119.520,VBD,11.5713,4.7249,0,4.61,4
audio08.TextGrid,18,11,of,119.520,119.620,IN,2.0839,3.1950,0,7.4,2
audio08.TextGrid,18,12,her,119.620,119.750,PRP,6.5749,4.4761,0,6.3,2
audio08.TextGrid,18,13,as,119.750,119.940,IN,4.7671,4.8784,0,6.77,2
audio08.TextGrid,18,14,el,120.030,120.230,NN,4.8869,3.6509,1,4.56,2
audio08.TextGrid,18,15,mar,120.230,120.620,NN,4.8869,2.8911,1,4.19,3
audio08.TextGrid,18,16,which,120.940,121.110,WDT,0.9903,6.7480,0,6.3,3
audio08.TextGrid,18,17,is,121.110,121.210,VBZ,1.6609,7.0339,0,7.07,2
audio08.TextGrid,18,18,masculine,121.210,121.860,NN,4.8869,4.7887,1,3.71,9
audio08.TextGrid,19,1,they,122.460,122.600,PRP,2.7059,5.9294,0,6.5,2
audio08.TextGrid,19,2,spoke,122.600,122.910,VBD,11.5713,2.1088,0,4.61,4
audio08.TextGrid,19,3,of,122.910,123.010,IN,2.0839,3.6360,0,7.4,2
audio08.TextGrid,19,4,her,123.010,123.190,PRP,6.5749,4.4761,0,6.3,2
audio08.TextGrid,19,5,as,123.190,123.310,IN,4.7671,4.8784,0,6.77,2
audio08.TextGrid,19,6,a,123.310,123.350,DT,2.0447,2.3631,0,7.36,1
audio08.TextGrid,19,7,contestant,123.350,124.160,NN,4.8869,1.2945,1,3.48,10
audio08.TextGrid,19,8,or,124.160,124.320,CC,2.9456,5.1478,0,6.54,2
audio08.TextGrid,19,9,a,124.320,124.360,DT,2.0447,3.3841,0,7.36,1
audio08.TextGrid,19,10,place,124.360,124.910,NN,9.5971,1.4493,0,5.71,4
audio08.TextGrid,19,11,or,124.910,125.080,CC,2.9456,5.1478,0,6.54,2
audio08.TextGrid,19,12,even,125.080,125.310,RB,5.2926,4.4843,0,5.99,4
audio08.TextGrid,19,13,an,125.310,125.410,DT,4.6072,3.8747,0,6.53,2
audio08.TextGrid,19,14,enemy,125.410,125.840,NN,4.8869,1.4979,1,4.7,5
audio08.TextGrid,20,1,but,126.950,127.070,CC,2.8832,5.5291,0,6.63,3
audio08.TextGrid,20,2,the,127.070,127.180,DT,0.7806,2.6730,0,7.73,2
audio08.TextGrid,20,3,old,127.180,127.400,JJ,7.9253,2.5845,0,5.75,3
audio08.TextGrid,20,4,man,127.400,127.630,NN,10.0996,0.8757,0,5.82,3
audio08.TextGrid,20,5,always,127.630,128.000,RB,7.4625,6.1928,0,5.76,5
audio08.TextGrid,20,6,thought,128.000,128.210,VBD,9.2494,3.0894,0,5.59,3
audio08.TextGrid,20,7,of,128.210,128.310,IN,2.0839,2.8413,0,7.4,2
audio08.TextGrid,20,8,her,128.310,128.480,PRP,6.5749,4.4761,0,6.3,2
audio08.TextGrid,20,9,as,128.480,128.650,IN,4.7671,4.8784,0,6.77,2
audio08.TextGrid,20,10,feminine,128.650,129.160,NN,4.8869,3.6509,1,3.91,7
audio08.TextGrid,20,11,and,129.390,129.510,CC,0.5482,4.2692,0,7.41,3
audio08.TextGrid,20,12,as,129.510,129.600,IN,4.7671,4.7510,0,6.77,2
audio08.TextGrid,20,13,something,129.600,130.030,NN,9.8772,3.9050,0,5.81,6
audio08.TextGrid,20,14,that,130.030,130.200,DT,6.1623,6.2475,0,7.01,3
audio08.TextGrid,20,15,gave,130.230,130.650,VBD,8.2494,6.2026,0,5.25,3
audio08.TextGrid,20,16,or,130.650,130.800,CC,2.9456,6.3372,0,6.54,2
audio08.TextGrid,20,17,withheld,130.800,131.430,JJ,5.1180,4.3942,1,3.36,7
audio08.TextGrid,20,18,great,131.430,131.820,JJ,8.6034,3.9071,0,5.88,4
audio08.TextGrid,20,19,favours,131.820,132.320,NNS,5.7165,1.8278,1,3.32,5
audio08.TextGrid,21,1,and,133.090,133.200,CC,0.5482,5.5291,0,7.41,3
audio08.TextGrid,21,2,if,133.200,133.300,IN,6.3600,3.2902,0,6.47,2
audio08.TextGrid,21,3,she,133.300,133.470,PRP,4.1301,4.1137,0,6.26,2
audio08.TextGrid,21,4,did,133.470,133.640,VBD,5.6171,2.2358,0,5.96,3
audio08.TextGrid,21,5,wild,133.640,134.030,JJ,11.5103,4.4512,0,4.8,4
audio08.TextGrid,21,6,or,134.030,134.140,CC,2.9456,4.6493,0,6.54,2
audio08.TextGrid,21,7,wicked,134.140,134.500,JJ,5.1180,1.9039,1,3.99,5
audio08.TextGrid,21,8,things,134.500,134.920,NNS,8.6551,1.8670,0,5.74,4
audio08.TextGrid,21,9,it,134.920,135.000,PRP,1.5724,8.5654,0,6.95,2
audio08.TextGrid,21,10,was,135.000,135.140,VBD,3.0516,3.2008,0,6.82,3
audio08.TextGrid,21,11,because,135.140,135.490,IN,6.3362,3.6360,0,6.03,5
audio08.TextGrid,21,12,she,135.490,135.620,PRP,4.1301,4.4761,0,6.26,2
audio08.TextGrid,21,13,could,135.620,135.800,MD,2.9376,3.1970,0,6.06,3
audio08.TextGrid,21,14,not,135.800,136.020,RB,4.3332,2.7585,0,6.69,3
audio08.TextGrid,21,15,help,136.020,136.220,VB,6.1091,1.1566,0,5.75,4
audio08.TextGrid,21,16,them,136.270,136.570,PRP,4.6156,5.2040,0,6.19,3
audio08.TextGrid,22,1,the,137.140,137.240,DT,0.7806,3.6796,0,7.73,2
audio08.TextGrid,22,2,moon,137.240,137.640,NN,4.8869,1.3067,1,4.7,3
audio08.TextGrid,22,3,affects,137.640,138.060,VBZ,1.6609,4.2591,1,4.16,6
audio08.TextGrid,22,4,her,138.060,138.320,PRP,6.5749,6.3500,0,6.3,2
audio08.TextGrid,22,5,as,138.320,138.460,IN,4.7671,4.8334,0,6.77,2
audio08.TextGrid,22,6,it,138.460,138.520,PRP,1.5724,5.8743,0,6.95,2
audio08.TextGrid,22,7,does,138.520,138.740,VBZ,5.2984,2.8492,0,5.74,3
audio08.TextGrid,22,8,a,138.740,138.790,DT,2.0447,3.1170,0,7.36,1
audio08.TextGrid,22,9,woman,138.790,139.260,NN,10.5146,1.2787,0,5.35,5
audio08.TextGrid,22,10,he,139.440,139.560,PRP,2.5017,8.4699,0,6.69,2
audio08.TextGrid,22,11,thought,139.560,139.980,VBD,9.2494,2.7170,0,5.59,3
audio08.TextGrid,23,1,he,142.190,142.310,PRP,2.5017,5.9294,0,6.69,2
audio08.TextGrid,23,2,was,142.310,142.470,VBD,3.0516,2.1088,0,6.82,3
audio08.TextGrid,23,3,rowing,142.470,142.810,VBG,5.2638,5.0057,1,3.39,4
audio08.TextGrid,23,4,steadily,142.810,143.410,RB,11.4625,5.0179,0,3.84,7
audio08.TextGrid,23,5,and,143.410,143.500,CC,0.5482,5.9230,0,7.41,2
audio08.TextGrid,23,6,it,143.500,143.640,PRP,1.5724,4.6237,0,6.95,2
audio08.TextGrid,23,7,was,143.640,143.770,VBD,3.0516,2.8243,0,6.82,3
audio08.TextGrid,23,8,no,143.770,143.990,DT,6.5690,3.1613,0,6.35,2
audio08.TextGrid,23,9,effort,143.990,144.290,NN,10.2251,1.2536,0,4.92,4
audio08.TextGrid,23,10,for,144.290,144.530,IN,3.5339,1.9542,0,7.01,3
audio08.TextGrid,23,11,him,144.530,144.770,PRP,6.7448,5.4579,0,6.11,3
audio08.TextGrid,23,12,since,144.770,145.030,IN,7.4596,4.8784,0,5.75,4
audio08.TextGrid,23,13,he,145.030,145.140,PRP,2.5017,5.8743,0,6.69,2
audio08.TextGrid,23,14,kept,145.140,145.430,VBN,9.4744,7.3035,0,5.0,4
audio08.TextGrid,23,15,well,145.430,145.650,RB,5.9389,4.9810,0,6.03,3
audio08.TextGrid,23,16,within,145.650,145.990,IN,9.5665,2.9588,0,5.44,5
audio08.TextGrid,23,17,his,145.990,146.180,PRP$,2.6039,4.8624,0,6.51,3
audio08.TextGrid,23,18,speed,146.180,146.730,NN,12.6845,1.5077,0,5.0,4
audio08.TextGrid,23,19,and,146.880,146.980,CC,0.5482,4.6418,0,7.41,2
audio08.TextGrid,23,20,the,146.980,147.080,DT,0.7806,3.3841,0,7.73,2
audio08.TextGrid,23,21,surface,147.080,147.460,NN,4.8869,1.4493,1,4.83,5
audio08.TextGrid,23,22,of,147.460,147.530,IN,2.0839,1.9542,0,7.4,2
audio08.TextGrid,23,23,the,147.530,147.690,DT,0.7806,1.7802,0,7.73,2
audio08.TextGrid,23,24,ocean,147.690,147.980,NN,4.8869,1.2945,1,4.7,4
audio08.TextGrid,23,25,was,147.980,148.140,VBD,3.0516,4.1007,0,6.82,3
audio08.TextGrid,23,26,flat,148.140,148.560,JJ,9.5103,4.3840,0,4.72,4
audio08.TextGrid,23,27,except,148.560,148.880,IN,10.2669,3.3843,0,5.02,6
audio08.TextGrid,23,28,for,148.880,148.950,IN,3.5339,5.3965,0,7.01,2
audio08.TextGrid,23,29,the,148.950,149.140,DT,0.7806,1.9478,0,7.73,2
audio08.TextGrid,23,30,occasional,149.140,149.640,JJ,5.1180,2.3502,1,4.12,8
audio08.TextGrid,23,31,swirls,149.640,150.100,NN,4.8869,0.8757,1,2.71,5
audio08.TextGrid,23,32,of,150.100,150.170,IN,2.0839,2.1069,0,7.4,2
audio08.TextGrid,23,33,the,150.170,150.270,DT,0.7806,1.7802,0,7.73,2
audio08.TextGrid,23,34,current,150.270,150.760,NN,12.6845,1.2945,0,5.27,4
audio08.TextGrid,24,1,he,151.750,151.850,PRP,2.5017,5.9294,0,6.69,2
audio08.TextGrid,24,2,was,151.850,152.020,VBD,3.0516,2.1088,0,6.82,3
audio08.TextGrid,24,3,letting,152.020,152.260,VBG,9.5118,5.0057,0,4.53,5
audio08.TextGrid,24,4,the,152.260,152.350,DT,0.7806,3.2834,0,7.73,2
audio08.TextGrid,24,5,current,152.350,152.770,NN,12.6845,1.2790,0,5.27,6
audio08.TextGrid,24,6,do,152.770,152.860,VB,6.1893,7.9120,0,6.35,2
audio08.TextGrid,24,7,a,152.860,152.900,DT,2.0447,3.2778,0,7.36,1
audio08.TextGrid,24,8,third,152.900,153.170,JJ,8.5103,2.4686,0,5.32,3
audio08.TextGrid,24,9,of,153.170,153.250,IN,2.0839,4.9256,0,7.4,2
audio08.TextGrid,24,10,the,153.250,153.320,DT,0.7806,1.7676,0,7.73,2
audio08.TextGrid,24,11,work,153.320,153.630,NN,9.4366,1.2945,0,5.96,3
audio08.TextGrid,25,1,and,154.170,154.290,CC,0.5482,5.5291,0,7.41,3
audio08.TextGrid,25,2,as,154.290,154.400,IN,4.7671,3.2902,0,6.77,2
audio08.TextGrid,25,3,it,154.400,154.540,PRP,1.5724,4.1137,0,6.95,2
audio08.TextGrid,25,4,started,154.540,154.890,VBD,9.5713,2.2358,0,5.39,7
audio08.TextGrid,25,5,to,154.890,154.950,TO,-0.0000,5.8090,0,7.43,2
audio08.TextGrid,25,6,be,154.950,155.100,VB,2.8428,2.4551,0,6.79,2
audio08.TextGrid,25,7,light,155.100,155.420,JJ,8.9253,3.6882,0,5.33,3
audio08.TextGrid,25,8,he,155.420,155.520,PRP,2.5017,7.9300,0,6.69,2
audio08.TextGrid,25,9,saw,155.520,155.770,VBD,9.2494,3.4737,0,5.34,2
audio08.TextGrid,25,10,he,155.770,155.860,PRP,2.5017,5.8464,0,6.69,2
audio08.TextGrid,25,11,was,155.860,156.010,VBD,3.0516,3.5483,0,6.82,3
audio08.TextGrid,25,12,already,156.010,156.420,RB,6.2926,3.6893,0,5.55,6
audio08.TextGrid,25,13,further,156.420,156.770,RBR,6.0875,7.2439,0,5.31,4
audio08.TextGrid,25,14,out,156.770,156.980,RB,9.8775,4.0131,0,6.38,2
audio08.TextGrid,25,15,than,156.980,157.140,IN,5.7671,3.0330,0,6.13,3
audio08.TextGrid,25,16,he,157.140,157.210,PRP,2.5017,4.2694,0,6.69,2
audio08.TextGrid,25,17,had,157.210,157.340,VBD,4.2494,2.2358,0,6.33,3
audio08.TextGrid,25,18,hoped,157.340,157.540,VBD,11.5713,7.8849,0,4.28,4
audio08.TextGrid,25,19,to,157.540,157.620,TO,-0.0000,5.4032,0,7.43,2
audio08.TextGrid,25,20,be,157.620,157.830,VB,2.8428,2.4551,0,6.79,2
audio08.TextGrid,25,21,at,157.830,157.890,IN,4.5187,3.2681,0,6.7,2
audio08.TextGrid,25,22,this,157.890,158.160,DT,5.1879,1.7891,0,6.82,3
audio08.TextGrid,25,23,hour,158.160,158.480,NN,10.8772,1.2945,0,5.18,2
audio08.TextGrid,26,1,i,160.560,160.690,PRP,3.9247,5.9294,0,7.09,1
audio08.TextGrid,26,2,worked,160.690,160.970,VBN,10.0593,7.6129,0,5.16,4
audio08.TextGrid,26,3,the,160.970,161.070,DT,0.7806,4.8448,0,7.73,2
audio08.TextGrid,26,4,deep,161.070,161.400,JJ,5.1180,2.5529,1,5.05,3
audio08.TextGrid,26,5,wells,161.400,161.770,NNS,5.7165,2.8076,1,4.25,4
audio08.TextGrid,26,6,for,161.770,161.920,IN,3.5339,2.1158,0,7.01,3
audio08.TextGrid,26,7,a,161.920,161.950,DT,2.0447,1.7704,0,7.36,1
audio08.TextGrid,26,8,week,161.950,162.290,NN,7.9032,1.2945,0,5.56,3
audio08.TextGrid,26,9,and,162.290,162.370,CC,0.5482,5.1478,0,7.41,2
audio08.TextGrid,26,10,did,162.370,162.560,VBD,5.6171,4.3999,0,5.96,3
audio08.TextGrid,26,11,nothing,162.560,162.970,NN,10.5146,4.3901,0,5.55,5
audio08.TextGrid,26,12,he,163.210,163.330,PRP,2.5017,7.2883,0,6.69,2
audio08.TextGrid,26,13,thought,163.330,163.690,VBD,9.2494,2.7170,0,5.59,3
audio08.TextGrid,27,1,today,164.290,164.710,NN,8.8772,2.9904,0,5.55,4
audio08.TextGrid,27,2,i,164.850,164.910,PRP,3.9247,7.7172,0,7.09,1
audio08.TextGrid,27,3,ll,164.910,164.940,JJ,5.1180,5.9059,1,4.66,1
audio08.TextGrid,27,4,work,164.940,165.220,VB,8.5112,6.2835,0,5.96,3
audio08.TextGrid,27,5,out,165.220,165.440,RP,2.2003,5.6002,0,6.38,2
audio08.TextGrid,27,6,where,165.440,165.570,WRB,2.3058,7.1651,0,6.0,3
audio08.TextGrid,27,7,the,165.570,165.670,DT,0.7806,2.0905,0,7.73,2
audio08.TextGrid,27,8,schools,165.670,166.240,NNS,9.3921,3.4365,0,5.05,5
audio08.TextGrid,27,9,of,166.240,166.320,IN,2.0839,2.4172,0,7.4,2
audio08.TextGrid,27,10,bonito,166.320,166.780,NN,4.8869,3.0574,1,2.5,6
audio08.TextGrid,27,11,and,166.780,166.870,CC,0.5482,4.2692,0,7.41,2
audio08.TextGrid,27,12,albacore,166.870,167.500,NN,4.8869,2.0495,1,2.23,7
audio08.TextGrid,27,13,are,167.500,167.800,VBP,1.8478,6.9525,0,6.74,2
audio08.TextGrid,27,14,and,168.280,168.430,CC,0.5482,6.7208,0,7.41,3
audio08.TextGrid,27,15,maybe,168.430,168.740,RB,9.8775,5.1241,0,5.45,4
audio08.TextGrid,27,16,there,168.740,168.870,EX,-0.0000,7.9131,0,6.31,3
audio08.TextGrid,27,17,will,168.870,169.010,MD,1.7271,5.2586,0,6.45,3
audio08.TextGrid,27,18,be,169.010,169.190,VB,2.8428,1.7212,0,6.79,2
audio08.TextGrid,27,19,a,169.190,169.230,DT,2.0447,2.4182,0,7.36,1
audio08.TextGrid,27,20,big,169.230,169.500,JJ,7.2249,2.4686,0,5.67,3
audio08.TextGrid,27,21,one,169.500,169.740,NN,10.2251,0.8757,0,6.47,3
audio08.TextGrid,27,22,with,169.740,169.950,IN,4.6303,2.1069,0,6.85,3
audio08.TextGrid,27,23,them,170.010,170.150,PRP,4.6156,5.4579,0,6.19,3
audio09.TextGrid,1,1,before,1.070,1.460,IN,7.8075,3.4080,0,5.93,5
audio09.TextGrid,1,2,it,1.460,1.560,PRP,1.5724,5.1788,0,6.95,2
audio09.TextGrid,1,3,was,1.560,1.720,VBD,3.0516,2.2358,0,6.82,3
audio09.TextGrid,1,4,really,1.720,2.010,RB,7.8775,3.6893,0,5.97,4
audio09.TextGrid,1,5,light,2.010,2.330,JJ,8.9253,3.4063,0,5.33,3
audio09.TextGrid,1,6,he,2.330,2.440,PRP,2.5017,7.4756,0,6.69,2
audio09.TextGrid,1,7,had,2.440,2.640,VBD,4.2494,3.4737,0,6.33,3
audio09.TextGrid,1,8,his,2.640,2.780,PRP$,2.6039,5.5070,0,6.51,3
audio09.TextGrid,1,9,baits,2.780,3.140,NNS,5.7165,3.5078,1,2.65,4
audio09.TextGrid,1,10,out,3.140,3.480,RP,2.2003,7.3381,0,6.38,2
audio09.TextGrid,1,11,and,3.480,3.610,CC,0.5482,5.7400,0,7.41,3
audio09.TextGrid,1,12,was,3.610,3.800,VBD,3.0516,4.7136,0,6.82,3
audio09.TextGrid,1,13,drifting,3.800,4.180,VBG,5.2638,6.0213,1,3.55,7
audio09.TextGrid,1,14,with,4.180,4.300,IN,4.6303,3.5160,0,6.85,3
audio09.TextGrid,1,15,the,4.300,4.380,DT,0.7806,1.9177,0,7.73,2
audio09.TextGrid,1,16,current,4.380,4.890,NN,12.6845,1.2945,0,5.27,5
audio09.TextGrid,2,1,one,5.870,6.060,CD,4.6627,4.8827,0,6.47,3
audio09.TextGrid,2,2,bait,6.060,6.340,NN,4.8869,2.7950,1,3.85,3
audio09.TextGrid,2,3,was,6.340,6.510,VBD,3.0516,5.1640,0,6.82,3
audio09.TextGrid,2,4,down,6.510,6.800,RB,7.0031,3.7274,0,5.88,3
audio09.TextGrid,2,5,forty,6.800,7.140,RB,3.1182,3.7238,1,4.2,5
audio09.TextGrid,2,6,fathoms,7.140,7.780,VBZ,1.6609,4.8290,1,2.49,6
audio09.TextGrid,2,7,the,8.040,8.130,DT,0.7806,2.6681,0,7.73,2
audio09.TextGrid,2,8,second,8.130,8.460,JJ,8.5103,2.2368,0,5.63,6
audio09.TextGrid,2,9,was,8.460,8.640,VBD,3.0516,8.1309,0,6.82,3
audio09.TextGrid,2,10,at,8.640,8.750,IN,4.5187,4.2494,0,6.7,2
audio09.TextGrid,2,11,seventy,8.750,9.110,JJ,5.1180,3.8471,1,3.78,6
audio09.TextGrid,2,12,five,9.110,9.630,CD,6.8851,5.1685,0,5.45,3
audio09.TextGrid,2,13,and,9.630,9.740,CC,0.5482,5.3929,0,7.41,2
audio09.TextGrid,2,14,the,9.740,9.840,DT,0.7806,4.0616,0,7.73,2
audio09.TextGrid,2,15,third,9.840,10.110,JJ,8.5103,2.5845,0,5.32,3
audio09.TextGrid,2,16,and,10.110,10.250,CC,0.5482,6.4245,0,7.41,3
audio09.TextGrid,2,17,fourth,10.250,10.620,JJ,8.9253,1.9039,0,4.83,4
audio09.TextGrid,2,18,were,10.620,10.730,VBD,3.9492,7.0733,0,6.34,2
audio09.TextGrid,2,19,down,10.730,11.140,RP,3.9475,5.9490,0,5.88,3
audio09.TextGrid,2,20,in,11.140,11.220,IN,2.4946,2.6408,0,7.27,2
audio09.TextGrid,2,21,the,11.220,11.290,DT,0.7806,2.0344,0,7.73,2
audio09.TextGrid,2,22,blue,11.290,11.470,JJ,10.1883,2.3502,0,5.13,3
audio09.TextGrid,2,23,water,11.470,11.940,NN,11.0996,0.8757,0,5.52,4
audio09.TextGrid,2,24,at,11.940,12.080,IN,4.5187,2.1069,0,6.7,2
audio09.TextGrid,2,25,one,12.080,12.300,CD,4.6627,4.1914,0,6.47,3
audio09.TextGrid,2,26,hundred,12.300,12.680,CD,10.2070,3.0434,0,4.71,6
audio09.TextGrid,2,27,and,12.680,12.920,CC,0.5482,6.0804,0,7.41,3
audio09.TextGrid,2,28,one,12.920,13.100,CD,4.6627,3.0355,0,6.47,3
audio09.TextGrid,2,29,hundred,13.100,13.390,CD,10.2070,3.6555,0,4.71,7
audio09.TextGrid,2,30,and,13.390,13.530,CC,0.5482,6.0804,0,7.41,3
audio09.TextGrid,2,31,twenty,13.530,13.770,VB,2.8428,5.3487,1,4.65,5
audio09.TextGrid,2,32,five,13.770,14.070,CD,6.8851,6.0555,0,5.45,3
audio09.TextGrid,2,33,fathoms,14.070,14.620,NNS,5.7165,3.3083,1,2.49,6
audio09.TextGrid,3,1,each,15.750,15.970,DT,7.4717,3.6796,0,5.69,2
audio09.TextGrid,3,2,bait,15.970,16.260,NN,4.8869,1.3067,1,3.85,3
audio09.TextGrid,3,3,hung,16.260,16.490,VBD,11.5713,4.1007,0,4.21,3
audio09.TextGrid,3,4,head,16.490,16.730,VB,11.3185,7.6772,0,5.51,3
audio09.TextGrid,3,5,down,16.730,17.110,RP,3.9475,5.7862,0,5.88,3
audio09.TextGrid,3,6,with,17.110,17.300,IN,4.6303,2.7808,0,6.85,3
audio09.TextGrid,3,7,the,17.300,17.390,DT,0.7806,2.0344,0,7.73,2
audio09.TextGrid,3,8,shank,17.390,17.730,NN,4.8869,1.2945,1,3.07,4
audio09.TextGrid,3,9,of,17.730,17.820,IN,2.0839,1.9542,0,7.4,2
audio09.TextGrid,3,10,the,17.820,17.940,DT,0.7806,1.7802,0,7.73,2
audio09.TextGrid,3,11,hook,17.940,18.210,NN,12.6845,1.2945,0,4.37,3
audio09.TextGrid,3,12,inside,18.210,18.650,NN,13.6845,3.0508,0,5.19,5
audio09.TextGrid,3,13,the,18.650,18.720,DT,0.7806,6.4806,0,7.73,2
audio09.TextGrid,3,14,bait,18.720,18.980,NN,4.8869,1.3035,1,3.85,3
audio09.TextGrid,3,15,fish,18.980,19.290,NN,4.8869,3.0508,1,4.9,3
audio09.TextGrid,4,1,tied,19.740,20.180,VBN,9.4744,5.6150,0,4.47,3
audio09.TextGrid,4,2,and,20.180,20.360,NN,12.6845,3.5218,0,7.41,3
audio09.TextGrid,4,3,sewed,20.360,20.680,VBN,3.8305,5.8790,1,2.89,3
audio09.TextGrid,4,4,solid,20.680,21.210,JJ,10.5103,5.5001,0,4.73,5
audio09.TextGrid,4,5,and,21.210,21.370,CC,0.5482,5.1256,0,7.41,3
audio09.TextGrid,4,6,all,21.370,21.580,DT,6.3805,3.8261,0,6.52,2
audio09.TextGrid,4,7,the,21.580,21.660,DT,0.7806,6.6182,0,7.73,2
audio09.TextGrid,4,8,projecting,21.660,22.240,VBG,5.2638,6.0597,1,3.58,9
audio09.TextGrid,4,9,part,22.240,22.510,NN,8.3626,1.9778,0,5.78,4
audio09.TextGrid,4,10,of,22.510,22.580,IN,2.0839,2.0162,0,7.4,2
audio09.TextGrid,4,11,the,22.580,22.710,DT,0.7806,1.7802,0,7.73,2
audio09.TextGrid,4,12,hook,22.710,22.950,NN,12.6845,1.2945,0,4.37,3
audio09.TextGrid,4,13,the,23.190,23.300,DT,0.7806,6.3017,0,7.73,2
audio09.TextGrid,4,14,curve,23.300,23.650,NN,4.8869,1.3035,1,4.14,3
audio09.TextGrid,4,15,and,23.650,23.760,CC,0.5482,5.1478,0,7.41,2
audio09.TextGrid,4,16,the,23.760,23.820,DT,0.7806,3.3841,0,7.73,2
audio09.TextGrid,4,17,point,23.820,24.310,NN,8.9841,1.4493,0,5.54,4
audio09.TextGrid,4,18,was,24.310,24.460,VBD,3.0516,4.1007,0,6.82,3
audio09.TextGrid,4,19,covered,24.460,24.780,VBN,8.7374,3.2831,0,4.83,5
audio09.TextGrid,4,20,with,24.780,24.920,IN,4.6303,4.0984,0,6.85,3
audio09.TextGrid,4,21,fresh,24.950,25.180,JJ,10.9253,3.4283,0,4.83,4
audio09.TextGrid,4,22,sardines,25.180,25.950,NNS,5.7165,1.6595,1,2.93,7
audio09.TextGrid,5,1,each,26.670,26.870,DT,7.4717,3.6796,0,5.69,2
audio09.TextGrid,5,2,sardine,26.870,27.420,NN,4.8869,1.3067,1,2.66,6
audio09.TextGrid,5,3,was,27.420,27.610,VBD,3.0516,4.1007,0,6.82,3
audio09.TextGrid,5,4,hooked,27.610,27.820,VBN,3.8305,3.2831,1,3.92,4
