fichier,phrase_id,position,mot,onset,offset,POS,surprisal_bits,surprise_structurale,oov,freq_zipf,n_phones
audio04.TextGrid,38,9,stew,159.110,161.140,VBP,1.8478,8.1168,1,3.48,3
audio04.TextGrid,38,10,the,161.250,161.330,DT,0.7806,3.6216,0,7.73,2
audio04.TextGrid,38,11,boy,161.330,161.570,NN,13.6845,1.6854,0,5.17,2
audio04.TextGrid,38,12,had,161.570,161.710,VBD,4.2494,4.1007,0,6.33,3
audio04.TextGrid,38,13,brought,161.710,161.950,VBN,9.4744,3.2831,0,5.16,4
audio04.TextGrid,38,14,them,161.950,162.160,PRP,4.6156,7.8071,0,6.19,3
audio04.TextGrid,38,15,in,162.160,162.260,IN,2.4946,4.6046,0,7.27,2
audio04.TextGrid,38,16,a,162.260,162.320,DT,2.0447,2.3631,0,7.36,1
audio04.TextGrid,38,17,two,162.320,162.520,CD,5.0238,5.1060,0,6.1,2
audio04.TextGrid,38,18,decker,162.520,162.900,NN,4.8869,1.7566,1,3.42,4
audio04.TextGrid,38,19,metal,162.900,163.210,NN,12.0996,2.9052,0,4.82,5
audio04.TextGrid,38,20,container,163.210,163.760,NN,13.6845,3.4797,0,4.03,7
audio04.TextGrid,38,21,from,163.760,163.950,IN,4.6559,2.3053,0,6.63,4
audio04.TextGrid,38,22,the,163.950,164.020,DT,0.7806,1.7802,0,7.73,2
audio04.TextGrid,38,23,terrace,164.020,164.630,NN,4.8869,1.2945,1,3.88,5
audio04.TextGrid,39,1,the,165.290,165.380,DT,0.7806,3.6796,0,7.73,2
audio04.TextGrid,39,2,two,165.380,165.570,CD,5.0238,5.2231,0,6.1,2
audio04.TextGrid,39,3,sets,165.570,165.840,NNS,10.5620,2.8119,0,4.69,4
audio04.TextGrid,39,4,of,165.840,165.970,IN,2.0839,2.1773,0,7.4,2
audio04.TextGrid,39,5,knives,165.970,166.320,NNS,5.7165,3.7548,1,3.84,4
audio04.TextGrid,39,6,and,166.320,166.480,CC,0.5482,4.0958,0,7.41,3
audio04.TextGrid,39,7,forks,166.480,166.760,NNS,5.7165,2.4209,1,3.45,5
audio04.TextGrid,39,8,and,166.760,166.850,CC,0.5482,5.0122,0,7.41,3
audio04.TextGrid,39,9,spoons,166.850,167.420,NNS,5.7165,2.4209,1,3.28,5
audio04.TextGrid,39,10,were,167.420,167.540,VBD,3.9492,4.2879,0,6.34,2
audio04.TextGrid,39,11,in,167.540,167.640,IN,2.4946,3.3707,0,7.27,2
audio04.TextGrid,39,12,his,167.640,167.800,PRP$,2.6039,5.8447,0,6.51,3
audio04.TextGrid,39,13,pocket,167.800,168.290,NN,13.6845,1.5077,0,4.48,5
audio04.TextGrid,39,14,with,168.290,168.400,IN,4.6303,2.4452,0,6.85,3
audio04.TextGrid,39,15,a,168.400,168.450,DT,2.0447,1.7802,0,7.36,1
audio04.TextGrid,39,16,paper,168.450,168.770,NN,8.7776,1.2945,0,5.07,4
audio04.TextGrid,39,17,napkin,168.770,169.250,NN,4.8869,3.0508,1,3.16,6
audio04.TextGrid,39,18,wrapped,169.250,169.510,VBD,2.3092,4.3734,1,4.15,4
audio04.TextGrid,39,19,around,169.510,169.870,RP,6.1699,6.5008,0,5.77,4
audio04.TextGrid,39,20,each,169.870,170.050,DT,7.4717,3.1247,0,5.69,2
audio04.TextGrid,39,21,set,170.050,170.460,NN,12.0996,1.6239,0,5.59,3
audio04.TextGrid,40,1,who,171.800,171.910,WP,0.5292,8.7562,0,6.34,2
audio04.TextGrid,40,2,gave,171.910,172.130,VBD,8.2494,6.1976,0,5.25,3
audio04.TextGrid,40,3,this,172.130,172.350,DT,5.1879,3.0426,0,6.82,3
audio04.TextGrid,40,4,to,172.350,172.460,TO,-0.0000,8.1315,0,7.43,2
audio04.TextGrid,40,5,you,172.460,172.830,PRP,4.1902,6.0343,0,6.98,2
audio04.TextGrid,41,1,martin,173.910,174.470,VB,2.8428,5.3559,1,4.74,6
audio04.TextGrid,41,2,the,174.470,174.700,DT,0.7806,3.4998,0,7.73,2
audio04.TextGrid,41,3,owner,174.700,175.000,NN,11.6845,1.1453,0,4.83,3
audio04.TextGrid,41,4,i,175.870,175.950,PRP,3.9247,8.4699,0,7.09,1
audio04.TextGrid,41,5,must,175.950,176.170,MD,5.6085,3.7557,0,5.68,4
audio04.TextGrid,41,6,thank,176.170,176.430,VB,2.8428,0.6826,1,5.48,4
audio04.TextGrid,41,7,him,176.430,176.630,PRP,6.7448,5.4081,0,6.11,3
audio04.TextGrid,42,1,i,177.480,177.600,PRP,3.9247,5.9294,0,7.09,1
audio04.TextGrid,42,2,thanked,177.600,177.880,VBD,2.3092,2.1088,1,3.64,5
audio04.TextGrid,42,3,him,177.880,177.980,PRP,6.7448,5.8464,0,6.11,2
audio04.TextGrid,42,4,already,177.980,178.420,RB,6.2926,4.6800,0,5.55,6
audio04.TextGrid,42,5,the,178.600,178.680,DT,0.7806,5.1750,0,7.73,2
audio04.TextGrid,42,6,boy,178.680,178.880,NN,13.6845,1.4979,0,5.17,2
audio04.TextGrid,42,7,said,178.880,179.240,VBD,2.3092,4.1007,0,6.01,3
audio04.TextGrid,42,8,you,179.610,179.720,PRP,4.1902,6.2569,0,6.98,2
audio04.TextGrid,42,9,don,179.720,179.920,VBP,1.8478,4.0543,1,4.6,3
audio04.TextGrid,42,10,t,179.920,179.950,JJ,5.1180,4.0544,1,5.43,1
audio04.TextGrid,42,11,need,179.950,180.060,VBP,6.6670,7.4875,0,5.97,3
audio04.TextGrid,42,12,to,180.060,180.140,TO,-0.0000,5.8861,0,7.43,2
audio04.TextGrid,42,13,thank,180.140,180.430,VB,2.8428,2.4570,1,5.48,4
audio04.TextGrid,42,14,him,180.430,180.590,PRP,6.7448,5.1675,0,6.11,3
audio05.TextGrid,1,1,i,0.950,1.030,PRP,3.9247,5.9294,0,7.09,1
audio05.TextGrid,1,2,ll,1.030,1.080,VBP,1.8478,2.7055,1,4.66,1
audio05.TextGrid,1,3,give,1.080,1.320,VB,7.4117,7.3107,0,5.71,3
audio05.TextGrid,1,4,him,1.320,1.480,PRP,6.7448,5.4354,0,6.11,2
audio05.TextGrid,1,5,the,1.480,1.560,DT,0.7806,5.6457,0,7.73,2
audio05.TextGrid,1,6,belly,1.560,1.980,RB,3.1182,6.0662,1,4.1,4
audio05.TextGrid,1,7,meat,1.980,2.190,NN,4.8869,5.5108,1,4.63,3
audio05.TextGrid,1,8,of,2.190,2.280,IN,2.0839,2.1591,0,7.4,2
audio05.TextGrid,1,9,a,2.280,2.340,DT,2.0447,1.7802,0,7.36,1
audio05.TextGrid,1,10,big,2.340,2.610,JJ,7.2249,2.3502,0,5.67,3
audio05.TextGrid,1,11,fish,2.610,3.030,NN,4.8869,0.8757,1,4.9,3
audio05.TextGrid,1,12,the,3.410,3.540,DT,0.7806,6.4747,0,7.73,2
audio05.TextGrid,1,13,old,3.540,3.730,JJ,7.9253,3.3024,0,5.75,3
audio05.TextGrid,1,14,man,3.730,3.970,NN,10.0996,0.8757,0,5.82,3
audio05.TextGrid,1,15,said,3.970,4.370,VBD,2.3092,4.7249,0,6.01,3
audio05.TextGrid,2,1,has,5.300,5.460,VBZ,2.6524,5.6211,0,6.37,3
audio05.TextGrid,2,2,he,5.460,5.560,PRP,2.5017,5.9505,0,6.69,2
audio05.TextGrid,2,3,done,5.560,5.790,VBN,8.7374,6.5122,0,5.58,3
audio05.TextGrid,2,4,this,5.790,5.950,DT,5.1879,4.8448,0,6.82,3
audio05.TextGrid,2,5,for,5.950,6.130,IN,3.5339,5.6586,0,7.01,3
audio05.TextGrid,2,6,us,6.130,6.270,PRP,6.0444,4.0935,0,6.04,2
audio05.TextGrid,2,7,more,6.270,6.490,JJR,1.7282,8.3711,0,6.36,3
audio05.TextGrid,2,8,than,6.490,6.640,IN,5.7671,2.8007,0,6.13,3
audio05.TextGrid,2,9,once,6.640,7.150,RB,7.4625,6.2601,0,5.53,4
audio05.TextGrid,3,1,i,8.260,8.350,PRP,3.9247,5.9294,0,7.09,1
audio05.TextGrid,3,2,think,8.350,8.590,VBP,6.5601,2.7055,0,6.08,4
audio05.TextGrid,3,3,so,8.590,8.900,IN,8.5120,3.6600,0,6.52,2
audio05.TextGrid,3,4,i,10.040,10.130,PRP,3.9247,4.5362,0,7.09,1
audio05.TextGrid,3,5,must,10.130,10.380,MD,5.6085,3.1970,0,5.68,4
audio05.TextGrid,3,6,give,10.380,10.550,VBP,7.7825,8.0102,0,5.71,3
audio05.TextGrid,3,7,him,10.550,10.670,PRP,6.7448,5.5487,0,6.11,2
audio05.TextGrid,3,8,something,10.670,11.060,NN,9.8772,5.5351,0,5.81,6
audio05.TextGrid,3,9,more,11.060,11.340,JJR,1.7282,6.3674,0,6.36,3
audio05.TextGrid,3,10,than,11.340,11.490,IN,5.7671,2.7737,0,6.13,3
audio05.TextGrid,3,11,the,11.490,11.560,DT,0.7806,2.2060,0,7.73,2
audio05.TextGrid,3,12,belly,11.560,11.860,RB,3.1182,6.7116,1,4.1,4
audio05.TextGrid,3,13,meat,11.860,12.080,NN,4.8869,5.5108,1,4.63,3
audio05.TextGrid,3,14,then,12.080,12.440,RB,6.3750,6.1488,0,6.07,3
audio05.TextGrid,4,1,he,13.070,13.190,PRP,2.5017,5.9294,0,6.69,2
audio05.TextGrid,4,2,is,13.190,13.320,VBZ,1.6609,2.5114,0,7.07,2
audio05.TextGrid,4,3,very,13.320,13.610,RB,6.6551,3.0365,0,6.0,4
audio05.TextGrid,4,4,thoughtful,13.610,14.060,JJ,5.1180,3.0572,1,3.83,6
audio05.TextGrid,4,5,for,14.060,14.330,IN,3.5339,2.6702,0,7.01,3
audio05.TextGrid,4,6,us,14.330,14.530,PRP,6.0444,4.4199,0,6.04,2
audio05.TextGrid,5,1,he,16.090,16.200,PRP,2.5017,5.9294,0,6.69,2
audio05.TextGrid,5,2,sent,16.200,16.520,VBN,9.0593,7.6129,0,5.16,4
audio05.TextGrid,5,3,two,16.520,16.630,CD,5.0238,5.8285,0,6.1,2
audio05.TextGrid,5,4,beers,16.630,17.170,NNS,12.5620,3.7180,0,3.9,4
audio05.TextGrid,6,1,i,18.190,18.290,PRP,3.9247,5.9294,0,7.09,1
audio05.TextGrid,6,2,like,18.290,18.490,VB,8.3185,7.0820,0,6.41,3
audio05.TextGrid,6,3,the,18.490,18.550,DT,0.7806,3.1312,0,7.73,2
audio05.TextGrid,6,4,beer,18.550,18.810,NN,13.6845,1.1453,0,4.7,3
audio05.TextGrid,6,5,in,18.810,18.970,IN,2.4946,1.9542,0,7.27,2
audio05.TextGrid,6,6,cans,18.970,19.390,NNS,5.7165,3.9261,1,3.8,4
audio05.TextGrid,6,7,best,19.390,19.840,JJS,3.9228,9.7854,0,5.84,4
audio05.TextGrid,7,1,i,20.620,20.770,PRP,3.9247,5.9294,0,7.09,1
audio05.TextGrid,7,2,know,20.770,21.030,VB,7.9966,7.0820,0,6.1,2
audio05.TextGrid,7,3,but,21.030,21.230,CC,2.8832,6.1624,0,6.63,3
audio05.TextGrid,7,4,this,21.230,21.430,DT,5.1879,4.3231,0,6.82,3
audio05.TextGrid,7,5,is,21.430,21.550,VBZ,1.6609,6.4289,0,7.07,2
audio05.TextGrid,7,6,in,21.550,21.660,IN,2.4946,4.0537,0,7.27,2
audio05.TextGrid,7,7,bottles,21.660,22.100,NNS,12.5620,4.1604,0,4.19,6
audio05.TextGrid,7,8,hatuey,22.100,22.610,VBP,1.8478,4.1246,1,0.0,6
audio05.TextGrid,7,9,beer,22.610,22.940,NN,13.6845,4.7717,0,4.7,3
audio05.TextGrid,7,10,and,23.280,23.410,CC,0.5482,5.5879,0,7.41,2
audio05.TextGrid,7,11,i,23.410,23.510,PRP,3.9247,5.7592,0,7.09,1
audio05.TextGrid,7,12,take,23.510,23.750,VB,5.7038,6.7135,0,5.92,3
audio05.TextGrid,7,13,back,23.750,23.990,RP,5.1699,5.9315,0,6.04,3
audio05.TextGrid,7,14,the,23.990,24.070,DT,0.7806,2.6466,0,7.73,2
audio05.TextGrid,7,15,bottles,24.070,24.580,NNS,12.5620,4.1772,0,4.19,6
audio05.TextGrid,8,1,that,25.840,26.050,WDT,1.0361,7.8741,0,7.01,3
audio05.TextGrid,8,2,s,26.050,26.110,VBZ,1.6609,5.9787,1,5.86,1
audio05.TextGrid,8,3,very,26.110,26.320,RB,6.6551,4.2283,0,6.0,4
audio05.TextGrid,8,4,kind,26.320,26.670,JJ,11.5103,3.0572,0,5.45,4
audio05.TextGrid,8,5,of,26.670,26.760,IN,2.0839,2.6702,0,7.4,2
audio05.TextGrid,8,6,you,26.760,26.990,PRP,4.1902,4.4199,0,6.98,2
audio05.TextGrid,8,7,the,27.320,27.420,DT,0.7806,6.0181,0,7.73,2
audio05.TextGrid,8,8,old,27.420,27.600,JJ,7.9253,3.7257,0,5.75,3
audio05.TextGrid,8,9,man,27.600,27.830,NN,10.0996,0.8757,0,5.82,3
audio05.TextGrid,8,10,said,27.830,28.170,VBD,2.3092,4.7249,0,6.01,3
audio05.TextGrid,10,1,i,34.350,34.410,PRP,3.9247,5.9294,0,7.09,1
audio05.TextGrid,10,2,have,34.410,34.530,VBP,2.5795,2.7055,0,6.71,3
audio05.TextGrid,10,3,not,34.530,34.750,RB,4.3332,2.7801,0,6.69,3
audio05.TextGrid,10,4,wished,34.750,34.970,VBN,3.8305,2.8779,1,4.0,4
audio05.TextGrid,10,5,to,34.970,35.060,TO,-0.0000,5.2704,0,7.43,2
audio05.TextGrid,10,6,open,35.060,35.260,VB,10.3185,2.3524,0,5.48,4
audio05.TextGrid,10,7,the,35.260,35.330,DT,0.7806,2.1629,0,7.73,2
audio05.TextGrid,10,8,container,35.330,35.810,NN,13.6845,1.1453,0,4.03,7
audio05.TextGrid,10,9,until,35.810,36.070,IN,8.0970,1.9542,0,5.61,5
audio05.TextGrid,10,10,you,36.070,36.180,PRP,4.1902,5.4579,0,6.98,2
audio05.TextGrid,10,11,were,36.180,36.350,VBD,3.9492,2.2358,0,6.34,2
audio05.TextGrid,10,12,ready,36.350,36.710,JJ,12.5103,4.4512,0,5.28,4
audio05.TextGrid,11,1,i,38.310,38.390,PRP,3.9247,5.9294,0,7.09,1
audio05.TextGrid,11,2,m,38.390,38.510,VBP,1.8478,2.7055,1,5.39,2
audio05.TextGrid,11,3,ready,38.510,38.730,JJ,12.5103,4.0544,0,5.28,4
audio05.TextGrid,11,4,now,38.730,39.070,RB,5.3332,6.4270,0,6.18,2
audio05.TextGrid,12,1,the,39.520,39.620,DT,0.7806,3.6796,0,7.73,2
audio05.TextGrid,12,2,old,39.620,39.810,JJ,7.9253,2.8008,0,5.75,3
audio05.TextGrid,12,3,man,39.810,40.020,NN,10.0996,0.8757,0,5.82,3
audio05.TextGrid,12,4,said,40.020,40.330,VBD,2.3092,4.7249,0,6.01,3
audio05.TextGrid,13,1,i,41.190,41.360,PRP,3.9247,5.9294,0,7.09,1
audio05.TextGrid,13,2,only,41.360,41.610,RB,5.2727,3.7435,0,6.12,4
audio05.TextGrid,13,3,needed,41.610,41.940,VBN,7.8894,4.7698,0,5.18,5
audio05.TextGrid,13,4,time,41.940,42.170,NN,7.7303,3.9094,0,6.29,3
audio05.TextGrid,13,5,to,42.170,42.270,TO,-0.0000,5.5760,0,7.43,2
audio05.TextGrid,13,6,wash,42.270,42.710,VB,2.8428,2.0691,1,4.46,3
audio05.TextGrid,14,1,where,44.540,44.770,WRB,2.3058,9.1912,0,6.0,3
audio05.TextGrid,14,2,did,44.770,44.930,VBD,5.6171,5.4217,0,5.96,3
audio05.TextGrid,14,3,you,44.930,45.100,PRP,4.1902,5.8669,0,6.98,2
audio05.TextGrid,14,4,wash,45.100,45.630,VB,2.8428,5.6590,1,4.46,3
audio05.TextGrid,14,5,the,45.630,45.740,DT,0.7806,3.1312,0,7.73,2
audio05.TextGrid,14,6,boy,45.740,45.960,NN,13.6845,1.1453,0,5.17,2
audio05.TextGrid,14,7,thought,45.960,46.420,NN,13.6845,3.0508,0,5.59,3
audio05.TextGrid,15,1,the,46.970,47.060,DT,0.7806,3.6796,0,7.73,2
audio05.TextGrid,15,2,village,47.060,47.390,NN,4.8869,1.3067,1,4.82,5
audio05.TextGrid,15,3,water,47.390,47.700,NN,11.0996,3.0508,0,5.52,4
audio05.TextGrid,15,4,supply,47.700,48.140,NN,11.0996,3.4797,0,4.81,5
audio05.TextGrid,15,5,was,48.140,48.390,VBD,3.0516,4.3734,0,6.82,3
audio05.TextGrid,15,6,two,48.390,48.570,CD,5.0238,4.2637,0,6.1,2
audio05.TextGrid,15,7,streets,48.570,48.950,NNS,9.7546,2.8553,0,4.66,6
audio05.TextGrid,15,8,down,48.950,49.210,IN,9.0190,2.1773,0,5.88,3
audio05.TextGrid,15,9,the,49.210,49.290,DT,0.7806,1.7704,0,7.73,2
audio05.TextGrid,15,10,road,49.290,49.730,NN,11.6845,1.2945,0,5.24,3
audio05.TextGrid,16,1,i,50.550,50.630,PRP,3.9247,5.9294,0,7.09,1
audio05.TextGrid,16,2,must,50.630,50.850,MD,5.6085,3.6054,0,5.68,4
audio05.TextGrid,16,3,have,50.850,51.030,VB,4.6603,0.6826,0,6.71,3
audio05.TextGrid,16,4,water,51.030,51.370,NN,11.0996,4.0081,0,5.52,4
audio05.TextGrid,16,5,here,51.370,51.540,RB,6.9389,5.5657,0,5.97,3
audio05.TextGrid,16,6,for,51.540,51.790,IN,3.5339,3.1971,0,7.01,3
audio05.TextGrid,16,7,him,51.790,51.980,PRP,6.7448,4.2694,0,6.11,3
audio05.TextGrid,16,8,the,52.150,52.220,DT,0.7806,6.0181,0,7.73,2
audio05.TextGrid,16,9,boy,52.220,52.420,NN,13.6845,1.9557,0,5.17,2
audio05.TextGrid,16,10,thought,52.420,52.790,NN,13.6845,3.0508,0,5.59,3
audio05.TextGrid,16,11,and,53.290,53.420,CC,0.5482,4.5955,0,7.41,3
audio05.TextGrid,16,12,soap,53.420,53.830,NN,4.8869,2.0495,1,4.18,3
audio05.TextGrid,16,13,and,53.830,53.940,CC,0.5482,5.7050,0,7.41,3
audio05.TextGrid,16,14,a,53.940,53.980,DT,2.0447,3.3841,0,7.36,1
audio05.TextGrid,16,15,good,53.980,54.220,JJ,7.1883,2.5845,0,6.12,3
audio05.TextGrid,16,16,towel,54.220,54.610,NN,4.8869,0.8757,1,3.94,3
audio05.TextGrid,18,1,i,57.150,57.220,PRP,3.9247,5.9294,0,7.09,1
audio05.TextGrid,18,2,must,57.220,57.470,MD,5.6085,3.6054,0,5.68,4
audio05.TextGrid,18,3,get,57.470,57.650,VB,5.9966,0.6826,0,6.28,3
audio05.TextGrid,18,4,him,57.650,57.750,PRP,6.7448,5.4081,0,6.11,2
audio05.TextGrid,18,5,another,57.750,58.010,DT,7.4103,5.6457,0,5.74,5
audio05.TextGrid,18,6,shirt,58.010,58.400,NN,4.8869,1.9557,1,4.63,3
audio05.TextGrid,18,7,and,58.400,58.510,CC,0.5482,5.1478,0,7.41,3
audio05.TextGrid,18,8,a,58.510,58.560,DT,2.0447,3.3841,0,7.36,1
audio05.TextGrid,18,9,jacket,58.560,58.950,NN,4.8869,1.4493,1,4.32,5
audio05.TextGrid,18,10,for,58.950,59.060,IN,3.5339,1.9542,0,7.01,2
audio05.TextGrid,18,11,the,59.060,59.140,DT,0.7806,1.7802,0,7.73,2
audio05.TextGrid,18,12,winter,59.140,59.520,NN,13.6845,1.2945,0,4.89,5
audio05.TextGrid,18,13,and,59.960,60.060,CC,0.5482,5.1478,0,7.41,3
audio05.TextGrid,18,14,some,60.060,60.230,DT,5.8253,3.3841,0,6.2,3
audio05.TextGrid,18,15,sort,60.230,60.440,NN,11.6845,1.4493,0,5.0,4
audio05.TextGrid,18,16,of,60.440,60.540,IN,2.0839,1.9542,0,7.4,2
audio05.TextGrid,18,17,shoes,60.540,61.260,NNS,5.7165,3.9261,1,4.67,3
audio05.TextGrid,18,18,and,61.420,61.550,CC,0.5482,4.0958,0,7.41,2
audio05.TextGrid,18,19,another,61.550,61.830,DT,7.4103,3.5829,0,5.74,5
audio05.TextGrid,18,20,blanket,61.830,62.370,NN,4.8869,1.4493,1,4.07,7
audio05.TextGrid,19,1,your,64.420,64.610,PRP$,4.6743,7.0920,0,6.53,3
audio05.TextGrid,19,2,stew,64.610,65.030,NN,4.8869,2.1162,1,3.48,3
audio05.TextGrid,19,3,is,65.030,65.200,VBZ,1.6609,4.6894,0,7.07,2
audio05.TextGrid,19,4,excellent,65.200,65.940,JJ,5.1180,3.9556,1,4.73,8
audio05.TextGrid,19,5,the,66.320,66.440,DT,0.7806,6.0135,0,7.73,2
audio05.TextGrid,19,6,old,66.440,66.660,JJ,7.9253,3.4514,0,5.75,3
audio05.TextGrid,19,7,man,66.660,66.900,NN,10.0996,0.8757,0,5.82,3
audio05.TextGrid,19,8,said,66.900,67.340,VBD,2.3092,4.7249,0,6.01,3
audio05.TextGrid,21,1,in,72.830,72.950,IN,2.4946,3.4080,0,7.27,2
audio05.TextGrid,21,2,the,72.950,73.080,DT,0.7806,1.7298,0,7.73,2
audio05.TextGrid,21,3,american,73.080,73.610,JJ,5.1180,2.3502,1,5.49,8
audio05.TextGrid,21,4,league,73.610,73.920,NN,4.8869,0.8757,1,5.13,3
audio05.TextGrid,21,5,it,73.920,74.030,PRP,1.5724,8.1988,0,6.95,2
audio05.TextGrid,21,6,is,74.030,74.210,VBZ,1.6609,3.5335,0,7.07,2
audio05.TextGrid,21,7,the,74.210,74.360,DT,0.7806,3.1170,0,7.73,2
audio05.TextGrid,21,8,yankees,74.360,74.880,NNS,5.7165,4.5457,1,3.93,6
audio05.TextGrid,21,9,as,74.880,75.000,IN,4.7671,2.4172,0,6.77,2
audio05.TextGrid,21,10,i,75.000,75.130,PRP,3.9247,5.4254,0,7.09,1
audio05.TextGrid,21,11,said,75.130,75.620,VBD,2.3092,2.2358,0,6.01,3
audio05.TextGrid,22,1,the,76.220,76.310,DT,0.7806,3.6796,0,7.73,2
audio05.TextGrid,22,2,old,76.310,76.500,JJ,7.9253,2.8008,0,5.75,3
audio05.TextGrid,22,3,man,76.500,76.720,NN,10.0996,0.8757,0,5.82,3
audio05.TextGrid,22,4,said,76.720,76.930,VBD,2.3092,4.7249,0,6.01,3
audio05.TextGrid,22,5,happily,76.930,77.410,RB,3.1182,3.7274,1,4.11,6
audio05.TextGrid,23,1,they,78.600,78.740,PRP,2.7059,5.9294,0,6.5,2
audio05.TextGrid,23,2,lost,78.740,79.020,VBN,8.7374,7.6129,0,5.39,4
audio05.TextGrid,23,3,today,79.020,79.480,NN,8.8772,4.5116,0,5.55,4
audio05.TextGrid,23,4,the,79.740,79.820,DT,0.7806,6.3146,0,7.73,2
audio05.TextGrid,23,5,boy,79.820,80.020,NN,13.6845,1.3035,0,5.17,2
audio05.TextGrid,23,6,told,80.020,80.310,VBD,7.9863,4.1007,0,5.54,4
audio05.TextGrid,23,7,him,80.310,80.460,PRP,6.7448,6.2569,0,6.11,2
audio05.TextGrid,24,1,that,81.300,81.540,IN,4.2613,3.4080,0,7.01,3
audio05.TextGrid,24,2,means,81.540,81.890,NNS,12.5620,4.2801,0,5.44,4
audio05.TextGrid,24,3,nothing,81.890,82.270,NN,10.5146,5.3885,0,5.55,5
audio05.TextGrid,24,4,the,82.500,82.640,DT,0.7806,6.2991,0,7.73,2
audio05.TextGrid,24,5,great,82.640,82.870,JJ,8.6034,3.3024,0,5.88,4
audio05.TextGrid,24,6,dimaggio,82.870,83.510,NN,4.8869,0.8757,1,2.53,7
audio05.TextGrid,24,7,is,83.510,83.600,VBZ,1.6609,4.7372,0,7.07,2
audio05.TextGrid,24,8,himself,83.600,84.020,PRP,7.5749,6.3500,0,5.25,7
audio05.TextGrid,24,9,again,84.020,84.410,RB,7.5556,4.6080,0,5.7,4
audio05.TextGrid,25,1,they,85.860,85.990,PRP,2.7059,5.9294,0,6.5,2
audio05.TextGrid,25,2,have,85.990,86.140,VB,4.6603,7.0820,0,6.71,3
audio05.TextGrid,25,3,other,86.140,86.330,JJ,5.3810,3.8714,0,6.16,3
audio05.TextGrid,25,4,men,86.330,86.510,NNS,9.2401,1.9754,0,5.51,3
audio05.TextGrid,25,5,on,86.510,86.640,IN,4.3011,2.1158,0,6.91,2
audio05.TextGrid,25,6,the,86.640,86.730,DT,0.7806,1.7704,0,7.73,2
audio05.TextGrid,25,7,team,86.730,87.170,NN,9.5971,1.2945,0,5.67,3
audio05.TextGrid,26,1,naturally,87.850,88.550,RB,3.1182,5.2120,1,4.48,7
audio05.TextGrid,26,2,but,88.620,88.780,RB,11.4625,4.2324,0,6.63,3
audio05.TextGrid,26,3,he,88.780,88.910,PRP,2.5017,7.5818,0,6.69,2
audio05.TextGrid,26,4,makes,88.910,89.230,VBZ,7.5938,3.3213,0,5.46,4
audio05.TextGrid,26,5,the,89.230,89.300,DT,0.7806,3.1170,0,7.73,2
audio05.TextGrid,26,6,difference,89.300,89.880,NN,10.3626,1.2787,0,5.01,7
audio05.TextGrid,27,1,in,90.430,90.560,IN,2.4946,3.4080,0,7.27,2
audio05.TextGrid,27,2,the,90.560,90.700,DT,0.7806,1.7298,0,7.73,2
audio05.TextGrid,27,3,other,90.700,90.900,JJ,5.3810,2.3502,0,6.16,3
audio05.TextGrid,27,4,league,90.900,91.160,NN,4.8869,0.8757,1,5.13,3
audio05.TextGrid,27,5,between,91.160,91.500,IN,8.0970,2.1069,0,5.77,6
audio05.TextGrid,27,6,brooklyn,91.500,91.870,NN,4.8869,3.1096,1,4.25,7
audio05.TextGrid,27,7,and,91.870,91.990,CC,0.5482,4.2692,0,7.41,3
audio05.TextGrid,27,8,philadelphia,91.990,92.660,NN,4.8869,2.0495,1,4.42,10
audio05.TextGrid,27,9,i,92.840,92.980,PRP,3.9247,7.9954,0,7.09,1
audio05.TextGrid,27,10,must,92.980,93.200,MD,5.6085,3.7557,0,5.68,4
audio05.TextGrid,27,11,take,93.200,93.400,VB,5.7038,0.6826,0,5.92,3
audio05.TextGrid,27,12,brooklyn,93.400,93.900,NN,4.8869,4.0081,1,4.25,7
audio05.TextGrid,28,1,but,94.770,94.890,CC,2.8832,5.5291,0,6.63,3
audio05.TextGrid,28,2,then,94.890,95.100,RB,6.3750,4.8689,0,6.07,3
audio05.TextGrid,28,3,i,95.100,95.230,PRP,3.9247,7.2563,0,7.09,1
audio05.TextGrid,28,4,think,95.230,95.490,VBP,6.5601,3.9814,0,6.08,4
audio05.TextGrid,28,5,of,95.490,95.590,IN,2.0839,3.6600,0,7.4,2
audio05.TextGrid,28,6,dick,95.590,95.810,NN,4.8869,3.6327,1,4.7,3
audio05.TextGrid,28,7,sisler,95.810,96.280,NN,4.8869,2.8911,1,1.55,5
audio05.TextGrid,28,8,and,96.280,96.350,CC,0.5482,4.5955,0,7.41,2
audio05.TextGrid,28,9,those,96.350,96.550,DT,7.0645,3.3841,0,5.9,3
audio05.TextGrid,28,10,great,96.550,96.770,JJ,8.6034,2.5845,0,5.88,4
audio05.TextGrid,28,11,drives,96.770,97.310,NNS,11.5620,2.8076,0,4.28,5
audio05.TextGrid,28,12,in,97.310,97.390,IN,2.4946,2.1158,0,7.27,2
audio05.TextGrid,28,13,the,97.390,97.510,DT,0.7806,1.7704,0,7.73,2
audio05.TextGrid,28,14,old,97.510,97.770,JJ,7.9253,2.3502,0,5.75,3
audio05.TextGrid,28,15,park,97.770,98.160,NN,11.6845,0.8757,0,5.16,4
audio05.TextGrid,29,1,there,99.220,99.340,EX,-0.0000,10.1993,0,6.31,3
audio05.TextGrid,29,2,was,99.340,99.510,VBD,3.0516,3.8676,0,6.82,3
audio05.TextGrid,29,3,nothing,99.510,99.910,NN,10.5146,4.9924,0,5.55,5
