fichier,phrase_id,position,mot,onset,offset,POS,surprise_incrementale,freq_zipf,n_phones
audio12.TextGrid,11,5,to,68.380,68.460,TO,5.3743,7.43,2
audio12.TextGrid,11,6,talk,68.460,68.800,VB,12.8633,5.42,3
audio12.TextGrid,11,7,aloud,68.800,69.290,JJ,8.3443,3.51,4
audio12.TextGrid,11,8,when,69.290,69.400,WRB,10.7512,6.37,3
audio12.TextGrid,11,9,alone,69.400,69.790,RB,14.1072,5.16,4
audio12.TextGrid,11,10,when,69.830,69.980,WRB,9.6160,6.37,3
audio12.TextGrid,11,11,the,69.980,70.050,DT,3.3168,7.73,2
audio12.TextGrid,11,12,boy,70.050,70.320,NN,14.8819,5.17,2
audio12.TextGrid,11,13,had,70.320,70.490,VBD,7.4548,6.33,3
audio12.TextGrid,11,14,left,70.490,70.880,VBN,13.3396,5.62,4
audio12.TextGrid,12,1,but,71.500,71.630,CC,8.3566,6.63,3
audio12.TextGrid,12,2,he,71.630,71.720,PRP,7.4014,6.69,2
audio12.TextGrid,12,3,did,71.720,71.870,VBD,8.7382,5.96,3
audio12.TextGrid,12,4,not,71.870,72.080,RB,8.3426,6.69,3
audio12.TextGrid,12,5,remember,72.080,72.590,VB,15.2277,5.38,7
audio12.TextGrid,13,1,when,73.340,73.480,WRB,9.9995,6.37,3
audio12.TextGrid,13,2,he,73.480,73.660,PRP,5.6740,6.69,2
audio12.TextGrid,13,3,and,73.660,73.740,CC,6.9004,7.41,2
audio12.TextGrid,13,4,the,73.740,73.810,DT,4.3831,7.73,2
audio12.TextGrid,13,5,boy,73.810,74.080,NN,14.8638,5.17,2
audio12.TextGrid,13,6,fished,74.080,74.360,VBN,8.1016,3.08,4
audio12.TextGrid,13,7,together,74.360,74.770,RB,11.1666,5.46,6
audio12.TextGrid,13,8,they,74.770,74.900,PRP,9.3221,6.5,2
audio12.TextGrid,13,9,usually,74.900,75.440,RB,13.1169,5.15,6
audio12.TextGrid,13,10,spoke,75.440,75.790,VBD,15.3048,4.61,4
audio12.TextGrid,13,11,only,75.790,76.030,RB,9.2005,6.12,4
audio12.TextGrid,13,12,when,76.030,76.190,WRB,10.2089,6.37,3
audio12.TextGrid,13,13,it,76.190,76.310,PRP,4.7312,6.95,2
audio12.TextGrid,13,14,was,76.310,76.450,VBD,5.6624,6.82,3
audio12.TextGrid,13,15,necessary,76.450,77.120,JJ,13.4700,4.91,8
audio12.TextGrid,14,1,they,78.160,78.270,PRP,5.7369,6.5,2
audio12.TextGrid,14,2,talked,78.270,78.590,VBD,14.4519,4.62,4
audio12.TextGrid,14,3,at,78.590,78.720,IN,7.5849,6.7,2
audio12.TextGrid,14,4,night,78.720,79.130,NN,14.1278,5.61,3
audio12.TextGrid,14,5,or,79.130,79.240,CC,8.6564,6.54,2
audio12.TextGrid,14,6,when,79.240,79.400,WRB,13.0156,6.37,3
audio12.TextGrid,14,7,they,79.400,79.480,PRP,5.9385,6.5,2
audio12.TextGrid,14,8,were,79.480,79.610,VBD,6.5584,6.34,2
audio12.TextGrid,14,9,storm,79.610,80.000,VBN,18.4604,4.66,5
audio12.TextGrid,14,10,bound,80.000,80.350,VBN,10.5976,4.46,4
audio12.TextGrid,14,11,by,80.350,80.540,IN,6.9801,6.66,2
audio12.TextGrid,14,12,bad,80.540,80.820,JJ,12.2406,5.53,3
audio12.TextGrid,14,13,weather,80.820,81.190,NN,14.4692,4.87,4
audio12.TextGrid,15,1,it,81.820,81.920,PRP,4.6034,6.95,2
audio12.TextGrid,15,2,was,81.920,82.090,VBD,5.6570,6.82,3
audio12.TextGrid,15,3,considered,82.090,82.550,VBN,13.4795,5.08,8
audio12.TextGrid,15,4,a,82.550,82.600,DT,4.8401,7.36,1
audio12.TextGrid,15,5,virtue,82.600,83.180,NN,13.8419,3.94,4
audio12.TextGrid,15,6,not,83.180,83.400,RB,9.0475,6.69,3
audio12.TextGrid,15,7,to,83.400,83.480,TO,5.2007,7.43,2
audio12.TextGrid,15,8,talk,83.480,83.800,VB,12.0464,5.42,3
audio12.TextGrid,15,9,unnecessarily,83.800,84.620,RB,7.1781,3.42,12
audio12.TextGrid,15,10,at,84.620,84.730,IN,7.7953,6.7,2
audio12.TextGrid,15,11,sea,84.730,85.080,NN,12.0682,5.06,2
audio12.TextGrid,16,1,and,85.660,85.740,CC,6.0239,7.41,2
audio12.TextGrid,16,2,the,85.740,85.840,DT,5.0150,7.73,2
audio12.TextGrid,16,3,old,85.840,86.030,JJ,11.2105,5.75,3
audio12.TextGrid,16,4,man,86.030,86.200,NN,11.2838,5.82,3
audio12.TextGrid,16,5,had,86.200,86.290,VBD,8.3515,6.33,3
audio12.TextGrid,16,6,always,86.290,86.590,RB,11.4562,5.76,5
audio12.TextGrid,16,7,considered,86.590,87.070,VBN,11.7915,5.08,8
audio12.TextGrid,16,8,it,87.070,87.180,PRP,7.5721,6.95,2
audio12.TextGrid,16,9,so,87.180,87.420,RB,9.8605,6.52,2
audio12.TextGrid,16,10,and,87.420,87.530,CC,6.1172,7.41,3
audio12.TextGrid,16,11,respected,87.530,88.000,VBD,14.1314,4.11,9
audio12.TextGrid,16,12,it,88.000,88.210,PRP,7.3579,6.95,2
audio12.TextGrid,17,1,but,88.850,89.020,CC,8.3566,6.63,3
audio12.TextGrid,17,2,now,89.020,89.420,RB,9.7682,6.18,2
audio12.TextGrid,17,3,he,89.540,89.660,PRP,8.4209,6.69,2
audio12.TextGrid,17,4,said,89.660,89.850,VBD,5.4220,6.01,3
audio12.TextGrid,17,5,his,89.850,90.010,PRP$,9.0549,6.51,3
audio12.TextGrid,17,6,thoughts,90.010,90.310,NNS,8.1368,4.75,4
audio12.TextGrid,17,7,aloud,90.310,90.740,VBP,8.4329,3.51,4
audio12.TextGrid,17,8,many,90.740,90.960,JJ,9.7450,5.91,4
audio12.TextGrid,17,9,times,90.960,91.500,NNS,11.0486,5.56,4
audio12.TextGrid,18,1,since,91.940,92.240,IN,11.4501,5.75,4
audio12.TextGrid,18,2,there,92.240,92.340,EX,9.1522,6.31,3
audio12.TextGrid,18,3,was,92.340,92.540,VBD,5.6479,6.82,3
audio12.TextGrid,18,4,no,92.540,92.700,DT,9.3807,6.35,2
audio12.TextGrid,18,5,one,92.700,92.930,NN,9.4665,6.47,3
audio12.TextGrid,18,6,that,92.930,93.040,IN,7.6559,7.01,3
audio12.TextGrid,18,7,they,93.040,93.160,PRP,7.4194,6.5,2
audio12.TextGrid,18,8,could,93.160,93.340,MD,7.5547,6.06,3
audio12.TextGrid,18,9,annoy,93.340,93.730,VB,5.6016,3.46,3
audio12.TextGrid,19,1,if,96.180,96.340,IN,10.3388,6.47,2
audio12.TextGrid,19,2,the,96.340,96.470,DT,2.6075,7.73,2
audio12.TextGrid,19,3,others,96.470,96.790,NNS,12.4385,5.42,4
audio12.TextGrid,19,4,heard,96.790,97.010,VBD,13.5344,5.27,3
audio12.TextGrid,19,5,me,97.010,97.120,PRP,13.4218,6.48,2
audio12.TextGrid,19,6,talking,97.120,97.520,VBG,13.0993,5.29,5
audio12.TextGrid,19,7,out,97.520,97.740,RP,8.2374,6.38,2
audio12.TextGrid,19,8,loud,97.740,97.980,NN,9.2789,4.53,3
audio12.TextGrid,19,9,they,97.980,98.060,PRP,10.1920,6.5,2
audio12.TextGrid,19,10,would,98.060,98.220,MD,6.8604,6.27,3
audio12.TextGrid,19,11,think,98.220,98.410,VB,9.4354,6.08,4
audio12.TextGrid,19,12,that,98.410,98.550,IN,6.2376,7.01,3
audio12.TextGrid,19,13,i,98.550,98.690,NN,7.8911,7.09,1
audio12.TextGrid,19,14,am,98.690,98.780,VBP,13.2907,5.78,2
audio12.TextGrid,19,15,crazy,98.780,99.340,NN,9.7756,5.07,5
audio12.TextGrid,19,16,he,99.730,99.850,PRP,10.1054,6.69,2
audio12.TextGrid,19,17,said,99.850,100.040,VBD,5.2727,6.01,3
audio12.TextGrid,19,18,aloud,100.040,100.470,NN,9.6617,3.51,4
audio12.TextGrid,20,1,but,101.120,101.270,CC,8.3566,6.63,3
audio12.TextGrid,20,2,since,101.270,101.540,IN,12.9815,5.75,4
audio12.TextGrid,20,3,i,101.540,101.660,NN,8.6017,7.09,1
audio12.TextGrid,20,4,am,101.660,101.770,VBP,13.4146,5.78,2
audio12.TextGrid,20,5,not,101.770,101.960,RB,8.3768,6.69,3
audio12.TextGrid,20,6,crazy,101.960,102.510,JJ,7.7800,5.07,5
audio12.TextGrid,20,7,i,102.570,102.690,NNS,9.7261,7.09,1
audio12.TextGrid,20,8,do,102.690,102.800,VBP,8.0437,6.35,2
audio12.TextGrid,20,9,not,102.800,103.020,RB,8.3499,6.69,3
audio12.TextGrid,20,10,care,103.020,103.410,VB,13.1500,5.56,3
audio12.TextGrid,21,1,and,104.120,104.230,CC,6.0239,7.41,2
audio12.TextGrid,21,2,the,104.230,104.320,DT,5.0150,7.73,2
audio12.TextGrid,21,3,rich,104.320,104.560,JJ,14.7244,4.91,3
audio12.TextGrid,21,4,have,104.560,104.740,VBP,12.1711,6.71,3
audio12.TextGrid,21,5,radios,104.740,105.290,VBN,8.8544,3.41,6
audio12.TextGrid,21,6,to,105.290,105.400,TO,5.3135,7.43,2
audio12.TextGrid,21,7,talk,105.400,105.680,VB,13.6423,5.42,3
audio12.TextGrid,21,8,to,105.680,105.800,TO,4.8887,7.43,2
audio12.TextGrid,21,9,them,105.800,105.980,PRP,11.0582,6.19,3
audio12.TextGrid,21,10,in,105.980,106.050,IN,4.7113,7.27,2
audio12.TextGrid,21,11,their,106.050,106.200,PRP$,7.0197,6.33,3
audio12.TextGrid,21,12,boats,106.200,106.600,NNS,8.0329,4.25,4
audio12.TextGrid,21,13,and,106.600,106.710,CC,6.0632,7.41,3
audio12.TextGrid,21,14,to,106.710,106.780,TO,5.3951,7.43,2
audio12.TextGrid,21,15,bring,106.780,106.980,VB,10.9058,5.27,4
audio12.TextGrid,21,16,them,106.980,107.100,PRP,10.5583,6.19,3
audio12.TextGrid,21,17,the,107.100,107.170,DT,5.8812,7.73,2
audio12.TextGrid,21,18,baseball,107.170,107.830,NN,13.1497,4.54,6
audio12.TextGrid,22,1,now,109.740,110.070,RB,10.9942,6.18,2
audio12.TextGrid,22,2,is,110.070,110.230,VBZ,6.2242,7.07,2
audio12.TextGrid,22,3,no,110.230,110.420,DT,9.2574,6.35,2
audio12.TextGrid,22,4,time,110.420,110.700,NN,9.1016,6.29,3
audio12.TextGrid,22,5,to,110.700,110.790,TO,5.2315,7.43,2
audio12.TextGrid,22,6,think,110.790,110.970,VB,10.7693,6.08,4
audio12.TextGrid,22,7,of,110.970,111.040,IN,5.2228,7.4,2
audio12.TextGrid,22,8,baseball,111.040,111.600,NN,15.6463,4.54,6
audio12.TextGrid,22,9,he,111.600,111.740,PRP,10.3106,6.69,2
audio12.TextGrid,22,10,thought,111.740,112.090,VBD,11.7861,5.59,3
audio12.TextGrid,23,1,now,112.570,112.840,RB,10.9942,6.18,2
audio12.TextGrid,23,2,is,112.840,112.970,VBZ,6.2242,7.07,2
audio12.TextGrid,23,3,the,112.970,113.070,DT,3.6981,7.73,2
audio12.TextGrid,23,4,time,113.070,113.340,NN,8.8876,6.29,3
audio12.TextGrid,23,5,to,113.340,113.460,TO,5.2301,7.43,2
audio12.TextGrid,23,6,think,113.460,113.640,VB,10.7616,6.08,4
audio12.TextGrid,23,7,of,113.640,113.730,IN,5.2228,7.4,2
audio12.TextGrid,23,8,only,113.730,113.970,RB,10.7111,6.12,4
audio12.TextGrid,23,9,one,113.970,114.220,CD,7.8558,6.47,3
audio12.TextGrid,23,10,thing,114.220,114.620,NN,13.1800,5.72,3
audio12.TextGrid,24,1,that,115.250,115.510,IN,7.3117,7.01,3
audio12.TextGrid,24,2,which,115.510,115.670,WDT,10.4778,6.3,3
audio12.TextGrid,24,3,i,115.670,115.760,NN,7.1070,7.09,1
audio12.TextGrid,24,4,was,115.760,115.910,VBD,5.6642,6.82,3
audio12.TextGrid,24,5,born,115.910,116.230,VBN,16.6309,5.09,4
audio12.TextGrid,25,1,for,116.230,116.580,IN,7.5225,7.01,3
audio12.TextGrid,25,2,there,117.190,117.320,EX,9.1522,6.31,3
audio12.TextGrid,25,3,might,117.320,117.480,MD,8.7376,5.66,3
audio12.TextGrid,25,4,be,117.480,117.660,VB,5.6015,6.79,2
audio12.TextGrid,25,5,a,117.660,117.710,DT,4.5572,7.36,1
audio12.TextGrid,25,6,big,117.710,117.910,JJ,9.6745,5.67,3
audio12.TextGrid,25,7,one,117.910,118.070,CD,9.7410,6.47,3
audio12.TextGrid,25,8,around,118.070,118.370,IN,11.8494,5.77,4
audio12.TextGrid,25,9,that,118.370,118.550,DT,7.1651,7.01,3
audio12.TextGrid,25,10,school,118.550,118.990,NN,10.5745,5.71,4
audio12.TextGrid,25,11,he,118.990,119.110,PRP,9.1884,6.69,2
audio12.TextGrid,25,12,thought,119.110,119.490,VBD,11.8726,5.59,3
audio12.TextGrid,26,1,i,120.040,120.170,NN,6.9517,7.09,1
audio12.TextGrid,26,2,picked,120.170,120.410,VBD,14.1796,4.72,4
audio12.TextGrid,26,3,up,120.410,120.520,RP,7.6024,6.39,2
audio12.TextGrid,26,4,only,120.520,120.760,RB,9.2928,6.12,4
audio12.TextGrid,26,5,a,120.760,120.800,DT,6.5307,7.36,1
audio12.TextGrid,26,6,straggler,120.800,121.310,NN,6.1663,1.96,7
audio12.TextGrid,26,7,from,121.310,121.480,IN,6.6449,6.63,4
audio12.TextGrid,26,8,the,121.480,121.590,DT,2.4870,7.73,2
audio12.TextGrid,26,9,albacore,121.590,122.090,NN,6.0622,2.23,7
audio12.TextGrid,26,10,that,122.090,122.280,WDT,6.4632,7.01,3
audio12.TextGrid,26,11,were,122.280,122.370,VBD,15.1118,6.34,2
audio12.TextGrid,26,12,feeding,122.370,122.800,VBG,15.4778,4.28,5
audio12.TextGrid,27,1,but,123.470,123.630,CC,8.3566,6.63,3
audio12.TextGrid,27,2,they,123.630,123.710,PRP,7.6056,6.5,2
audio12.TextGrid,27,3,are,123.710,123.810,VBP,6.1793,6.74,2
audio12.TextGrid,27,4,working,123.810,124.200,VBG,12.4844,5.45,5
audio12.TextGrid,27,5,far,124.200,124.530,RB,10.7572,5.5,3
audio12.TextGrid,27,6,out,124.530,124.760,RB,10.0390,6.38,2
audio12.TextGrid,27,7,and,124.760,124.890,CC,6.4882,7.41,3
audio12.TextGrid,27,8,fast,124.890,125.450,RB,14.2391,5.13,4
audio12.TextGrid,28,1,everything,126.640,127.090,NN,16.7130,5.54,7
audio12.TextGrid,28,2,that,127.090,127.220,WDT,7.1826,7.01,3
audio12.TextGrid,28,3,shows,127.220,127.480,VBZ,15.0459,5.23,3
audio12.TextGrid,28,4,on,127.480,127.600,IN,6.9373,6.91,2
audio12.TextGrid,28,5,the,127.600,127.690,DT,2.4770,7.73,2
audio12.TextGrid,28,6,surface,127.690,128.040,NN,6.0653,4.83,5
audio12.TextGrid,28,7,today,128.040,128.260,NN,11.7427,5.55,4
audio12.TextGrid,28,8,travels,128.260,128.690,VBZ,6.3098,4.05,7
audio12.TextGrid,28,9,very,128.690,128.960,RB,10.7704,6.0,4
audio12.TextGrid,28,10,fast,128.960,129.420,RB,13.8767,5.13,4
audio12.TextGrid,28,11,and,129.420,129.530,CC,5.6561,7.41,3
audio12.TextGrid,28,12,to,129.530,129.630,TO,5.3929,7.43,2
audio12.TextGrid,28,13,the,129.630,129.720,DT,4.1466,7.73,2
audio12.TextGrid,28,14,north,129.720,129.970,JJ,14.3473,5.34,4
audio12.TextGrid,28,15,east,129.970,130.370,NN,12.3159,5.16,3
audio12.TextGrid,29,1,can,131.110,131.240,MD,17.9521,6.46,3
audio12.TextGrid,29,2,that,131.240,131.350,WDT,7.4395,7.01,3
audio12.TextGrid,29,3,be,131.350,131.530,VB,12.9414,6.79,2
audio12.TextGrid,29,4,the,131.530,131.650,DT,3.9151,7.73,2
audio12.TextGrid,29,5,time,131.650,131.930,NN,8.8187,6.29,3
audio12.TextGrid,29,6,of,131.930,132.000,IN,4.6972,7.4,2
audio12.TextGrid,29,7,day,132.000,132.350,NN,12.4486,5.95,2
audio12.TextGrid,30,1,or,132.800,132.930,CC,8.4253,6.54,2
audio12.TextGrid,30,2,is,132.930,133.050,VBZ,5.6628,7.07,2
audio12.TextGrid,30,3,it,133.050,133.170,PRP,7.3078,6.95,2
audio12.TextGrid,30,4,some,133.170,133.330,DT,11.1457,6.2,3
audio12.TextGrid,30,5,sign,133.330,133.600,NN,11.6485,5.08,3
audio12.TextGrid,30,6,of,133.600,133.740,IN,4.7712,7.4,2
audio12.TextGrid,30,7,weather,133.740,134.090,NN,16.0526,4.87,4
audio12.TextGrid,30,8,that,134.090,134.230,IN,6.7690,7.01,3
audio12.TextGrid,30,9,i,134.230,134.340,NN,8.3586,7.09,1
audio12.TextGrid,30,10,do,134.340,134.450,VBP,7.9836,6.35,2
audio12.TextGrid,30,11,not,134.450,134.650,RB,8.3511,6.69,3
audio12.TextGrid,30,12,know,134.700,135.040,VB,11.4869,6.1,2
audio12.TextGrid,31,1,he,136.760,136.860,PRP,5.5326,6.69,2
audio12.TextGrid,31,2,could,136.860,136.990,MD,7.2539,6.06,3
audio12.TextGrid,31,3,not,136.990,137.160,RB,9.4453,6.69,3
audio12.TextGrid,31,4,see,137.160,137.340,VB,10.3390,6.1,2
audio12.TextGrid,31,5,the,137.340,137.440,DT,3.3765,7.73,2
audio12.TextGrid,31,6,green,137.440,137.740,NN,13.0916,5.13,4
audio12.TextGrid,31,7,of,137.740,137.830,IN,7.1964,7.4,2
audio12.TextGrid,31,8,the,137.830,137.920,DT,2.4648,7.73,2
audio12.TextGrid,31,9,shore,137.920,138.240,NN,21.8221,4.33,3
audio12.TextGrid,31,10,now,138.240,138.570,RB,9.3391,6.18,2
audio12.TextGrid,31,11,but,138.570,138.730,CC,8.1955,6.63,3
audio12.TextGrid,31,12,only,138.730,138.950,RB,7.9561,6.12,4
audio12.TextGrid,31,13,the,138.950,139.060,DT,5.5735,7.73,2
audio12.TextGrid,31,14,tops,139.060,139.440,NNS,9.5304,4.07,4
audio12.TextGrid,31,15,of,139.440,139.510,IN,4.0223,7.4,2
audio12.TextGrid,31,16,the,139.510,139.600,DT,2.4959,7.73,2
audio12.TextGrid,31,17,blue,139.600,139.920,NN,13.0827,5.13,3
audio12.TextGrid,31,18,hills,139.920,140.300,VBZ,12.7202,4.46,4
audio12.TextGrid,31,19,that,140.300,140.430,IN,7.0301,7.01,3
audio12.TextGrid,31,20,showed,140.430,140.750,VBD,19.3538,4.86,3
audio12.TextGrid,31,21,white,140.750,141.160,JJ,13.0319,5.51,3
audio12.TextGrid,31,22,as,141.160,141.300,IN,7.7861,6.77,2
audio12.TextGrid,31,23,though,141.300,141.440,IN,13.2035,5.5,2
audio12.TextGrid,31,24,they,141.440,141.530,PRP,8.1346,6.5,2
audio12.TextGrid,31,25,were,141.530,141.650,VBD,7.0408,6.34,2
audio12.TextGrid,31,26,snow,141.650,141.950,VBN,18.4681,4.66,3
audio12.TextGrid,31,27,capped,141.950,142.400,VBN,15.7888,3.67,4
audio12.TextGrid,31,28,and,142.760,142.850,CC,5.6560,7.41,2
audio12.TextGrid,31,29,the,142.850,142.930,DT,3.9877,7.73,2
audio12.TextGrid,31,30,clouds,142.930,143.450,NN,16.3322,4.16,5
audio12.TextGrid,31,31,that,143.450,143.630,WDT,5.7684,7.01,3
audio12.TextGrid,31,32,looked,143.630,143.790,VBD,19.3771,5.11,4
audio12.TextGrid,31,33,like,143.790,144.020,IN,11.6961,6.41,3
audio12.TextGrid,31,34,high,144.020,144.250,JJ,10.4172,5.75,2
audio12.TextGrid,31,35,snow,144.250,144.600,NN,15.9993,4.66,3
audio12.TextGrid,31,36,mountains,144.600,145.090,NNS,9.2708,4.5,7
audio12.TextGrid,31,37,above,145.090,145.410,IN,11.1349,5.2,4
audio12.TextGrid,31,38,them,145.410,145.680,PRP,9.8811,6.19,3
audio12.TextGrid,32,1,the,146.680,146.790,DT,3.2076,7.73,2
audio12.TextGrid,32,2,sea,146.790,147.010,NN,11.9977,5.06,2
audio12.TextGrid,32,3,was,147.010,147.230,VBD,7.2876,6.82,3
audio12.TextGrid,32,4,very,147.230,147.490,RB,10.6062,6.0,4
audio12.TextGrid,32,5,dark,147.490,147.900,JJ,15.8062,5.04,4
audio12.TextGrid,32,6,and,147.900,148.010,CC,6.0573,7.41,2
audio12.TextGrid,32,7,the,148.010,148.100,DT,4.8310,7.73,2
audio12.TextGrid,32,8,light,148.100,148.370,NN,11.3020,5.33,3
audio12.TextGrid,32,9,made,148.370,148.600,VBD,12.3054,5.92,3
audio12.TextGrid,32,10,prisms,148.600,149.110,NNS,9.9060,2.61,7
audio12.TextGrid,32,11,in,149.110,149.190,IN,4.2264,7.27,2
audio12.TextGrid,32,12,the,149.190,149.260,DT,2.4768,7.73,2
audio12.TextGrid,32,13,water,149.260,149.700,NN,12.1801,5.52,4
audio12.TextGrid,34,1,the,163.700,163.790,DT,3.2076,7.73,2
audio12.TextGrid,34,2,tuna,163.790,164.230,NN,6.0633,3.64,4
audio12.TextGrid,34,3,the,164.460,164.550,DT,6.3451,7.73,2
audio12.TextGrid,34,4,fishermen,164.550,164.940,NNS,9.1835,3.65,7
audio12.TextGrid,34,5,called,164.940,165.210,VBD,11.0689,5.59,4
audio12.TextGrid,34,6,all,165.210,165.350,PDT,8.9622,6.52,2
audio12.TextGrid,34,7,the,165.350,165.430,DT,5.6556,7.73,2
audio12.TextGrid,34,8,fish,165.430,165.670,NN,7.0375,4.9,3
audio12.TextGrid,34,9,of,165.670,165.730,IN,4.5124,7.4,2
audio12.TextGrid,34,10,that,165.730,165.900,DT,7.1726,7.01,3
audio12.TextGrid,34,11,species,165.900,166.450,NNS,15.4424,4.85,6
audio12.TextGrid,34,12,tuna,166.450,166.740,NN,7.7271,3.64,5
audio12.TextGrid,34,13,and,166.740,167.000,CC,6.0988,7.41,3
audio12.TextGrid,34,14,only,167.000,167.200,RB,10.3784,6.12,4
audio12.TextGrid,34,15,distinguished,167.200,167.760,VBD,16.6099,4.2,11
audio12.TextGrid,34,16,among,167.760,168.030,IN,10.7221,5.31,4
audio12.TextGrid,34,17,them,168.030,168.150,PRP,8.7147,6.19,3
audio12.TextGrid,34,18,by,168.150,168.310,IN,8.6635,6.66,2
audio12.TextGrid,34,19,their,168.310,168.430,PRP$,7.0772,6.33,3
audio12.TextGrid,34,20,proper,168.430,168.770,JJ,15.6626,4.72,5
audio12.TextGrid,34,21,names,168.770,169.160,NNS,13.3377,4.91,4
audio12.TextGrid,34,22,when,169.160,169.270,WRB,9.4786,6.37,3
audio12.TextGrid,34,23,they,169.270,169.340,PRP,5.8521,6.5,2
audio12.TextGrid,34,24,came,169.340,169.570,VBD,9.7897,5.5,3
audio12.TextGrid,34,25,to,169.570,169.670,TO,5.2998,7.43,2
audio12.TextGrid,34,26,sell,169.670,169.970,VB,9.6153,4.98,3
audio12.TextGrid,34,27,them,169.970,170.150,PRP,10.6025,6.19,3
audio12.TextGrid,34,28,or,170.150,170.240,CC,8.9263,6.54,1
audio12.TextGrid,34,29,to,170.240,170.350,TO,5.1308,7.43,2
audio12.TextGrid,34,30,trade,170.350,170.580,VB,10.2733,5.12,4
audio12.TextGrid,34,31,them,170.580,170.710,PRP,10.7132,6.19,3
audio12.TextGrid,34,32,for,170.710,170.820,IN,6.6347,7.01,2
audio12.TextGrid,34,33,baits,170.820,171.220,NNS,9.8492,2.65,4
audio12.TextGrid,34,34,were,171.920,172.010,VBD,9.3758,6.34,2
audio12.TextGrid,34,35,down,172.010,172.240,RB,9.4513,5.88,3
audio12.TextGrid,34,36,again,172.240,172.630,RB,11.7467,5.7,4
audio12.TextGrid,35,1,the,173.360,173.460,DT,3.2076,7.73,2
audio12.TextGrid,35,2,sun,173.460,173.680,NN,14.9977,4.97,3
audio12.TextGrid,35,3,was,173.680,173.880,VBD,7.2876,6.82,3
audio12.TextGrid,35,4,hot,173.880,174.070,JJ,14.9163,5.16,3
audio12.TextGrid,35,5,now,174.120,174.420,RB,11.3383,6.18,2
audio12.TextGrid,35,6,and,174.670,174.750,CC,5.2643,7.41,2
audio12.TextGrid,35,7,the,174.750,174.850,DT,5.7873,7.73,2
audio12.TextGrid,35,8,old,174.850,175.070,JJ,10.8814,5.75,3
audio12.TextGrid,35,9,man,175.070,175.360,NN,11.1986,5.82,3
audio12.TextGrid,35,10,felt,175.360,175.590,VBD,14.5887,5.13,4
audio12.TextGrid,35,11,it,175.590,175.680,PRP,7.5873,6.95,2
audio12.TextGrid,35,12,on,175.680,175.780,IN,7.3571,6.91,2
audio12.TextGrid,35,13,the,175.780,175.850,DT,2.4986,7.73,2
audio12.TextGrid,35,14,back,175.850,176.100,NN,12.8844,6.04,3
audio12.TextGrid,35,15,of,176.100,176.180,IN,5.1650,7.4,2
audio12.TextGrid,35,16,his,176.180,176.340,PRP$,7.5881,6.51,3
audio12.TextGrid,35,17,neck,176.340,176.590,NN,6.2283,4.63,3
audio12.TextGrid,36,1,and,177.010,177.090,CC,6.0239,7.41,2
audio12.TextGrid,36,2,felt,177.090,177.270,VBD,12.7826,5.13,4
audio12.TextGrid,36,3,the,177.270,177.380,DT,3.7942,7.73,2
audio12.TextGrid,36,4,sweat,177.380,177.690,NN,14.8516,4.14,4
audio12.TextGrid,36,5,trickle,177.720,178.010,VBD,8.1186,3.25,6
audio12.TextGrid,36,6,down,178.010,178.230,IN,9.4421,5.88,3
audio12.TextGrid,36,7,his,178.230,178.410,PRP$,8.7253,6.51,3
audio12.TextGrid,36,8,back,178.410,178.750,NN,13.0725,6.04,3
audio12.TextGrid,36,9,as,178.750,178.860,IN,7.4897,6.77,2
audio12.TextGrid,36,10,he,178.860,178.950,PRP,7.9057,6.69,2
audio12.TextGrid,36,11,rowed,178.950,179.420,VBD,5.6469,2.78,3
audio13.TextGrid,1,1,i,1.240,1.340,NN,6.9517,7.09,1
audio13.TextGrid,1,2,could,1.340,1.510,MD,7.2569,6.06,3
audio13.TextGrid,1,3,just,1.510,1.820,RB,10.9896,6.43,4
audio13.TextGrid,1,4,drift,1.820,2.230,VB,15.2006,3.82,5
audio13.TextGrid,1,5,he,2.230,2.330,PRP,8.7109,6.69,2
audio13.TextGrid,1,6,thought,2.330,2.730,VBD,11.9778,5.59,3
audio13.TextGrid,1,7,and,2.950,3.070,CC,5.7813,7.41,2
audio13.TextGrid,1,8,sleep,3.070,3.560,JJ,13.2259,5.05,4
audio13.TextGrid,1,9,and,3.560,3.680,CC,6.1653,7.41,2
audio13.TextGrid,1,10,put,3.680,3.890,VBD,9.7653,5.66,3
audio13.TextGrid,1,11,a,3.890,3.930,DT,4.6974,7.36,1
audio13.TextGrid,1,12,bight,3.930,4.200,NN,6.0494,2.67,3
audio13.TextGrid,1,13,of,4.200,4.300,IN,4.3562,7.4,2
audio13.TextGrid,1,14,line,4.300,4.530,NN,13.4002,5.49,3
audio13.TextGrid,1,15,around,4.530,4.820,IN,11.3483,5.77,4
audio13.TextGrid,1,16,my,4.820,4.980,PRP$,10.3370,6.57,2
audio13.TextGrid,1,17,toe,4.980,5.250,NN,6.2269,4.07,2
audio13.TextGrid,1,18,to,5.250,5.310,TO,5.5796,7.43,2
audio13.TextGrid,1,19,wake,5.310,5.570,VB,15.2013,4.76,3
audio13.TextGrid,1,20,me,5.580,5.790,PRP,16.0458,6.48,2
audio13.TextGrid,2,1,but,6.830,6.990,CC,8.3566,6.63,3
audio13.TextGrid,2,2,today,6.990,7.260,NN,15.1111,5.55,4
audio13.TextGrid,2,3,is,7.260,7.390,VBZ,7.2267,7.07,2
