fichier,phrase_id,position,mot,onset,offset,POS,surprise_incrementale,freq_zipf,n_phones
audio04.TextGrid,21,11,was,89.920,90.090,VBD,6.0132,6.82,3
audio04.TextGrid,21,12,like,90.090,90.310,IN,10.3185,6.41,3
audio04.TextGrid,21,13,the,90.310,90.380,DT,2.8644,7.73,2
audio04.TextGrid,21,14,sail,90.380,90.840,NN,6.0568,4.01,3
audio04.TextGrid,22,1,and,91.300,91.390,CC,6.0239,7.41,2
audio04.TextGrid,22,2,the,91.390,91.480,DT,5.0150,7.73,2
audio04.TextGrid,22,3,patches,91.480,91.930,NNS,8.9445,3.86,5
audio04.TextGrid,22,4,were,91.930,92.070,VBD,7.4691,6.34,2
audio04.TextGrid,22,5,faded,92.070,92.470,VBN,16.6438,3.73,5
audio04.TextGrid,22,6,to,92.470,92.540,TO,5.3325,7.43,2
audio04.TextGrid,22,7,many,92.540,92.780,JJ,9.5473,5.91,4
audio04.TextGrid,22,8,different,92.780,93.110,JJ,11.9672,5.59,7
audio04.TextGrid,22,9,shades,93.110,93.540,NNS,8.0933,4.0,4
audio04.TextGrid,22,10,by,93.540,93.730,IN,6.1644,6.66,2
audio04.TextGrid,22,11,the,93.730,93.830,DT,2.5026,7.73,2
audio04.TextGrid,22,12,sun,93.830,94.260,NN,15.1298,4.97,3
audio04.TextGrid,23,1,the,95.130,95.230,DT,3.2076,7.73,2
audio04.TextGrid,23,2,old,95.230,95.480,JJ,11.1903,5.75,3
audio04.TextGrid,23,3,man,95.480,95.720,NN,11.2279,5.82,3
audio04.TextGrid,23,4,s,95.720,95.810,VBZ,5.6940,5.86,1
audio04.TextGrid,23,5,head,95.810,96.070,NN,14.1325,5.51,3
audio04.TextGrid,23,6,was,96.070,96.230,VBD,9.4824,6.82,3
audio04.TextGrid,23,7,very,96.230,96.560,RB,10.5725,6.0,4
audio04.TextGrid,23,8,old,96.560,96.800,JJ,11.1779,5.75,3
audio04.TextGrid,23,9,though,96.800,97.140,IN,10.9400,5.5,2
audio04.TextGrid,23,10,and,97.320,97.450,CC,7.3999,7.41,3
audio04.TextGrid,23,11,with,97.450,97.610,IN,7.2273,6.85,3
audio04.TextGrid,23,12,his,97.610,97.740,PRP$,7.7847,6.51,3
audio04.TextGrid,23,13,eyes,97.740,98.050,NNS,13.8282,5.21,2
audio04.TextGrid,23,14,closed,98.050,98.550,VBD,11.6867,4.9,5
audio04.TextGrid,23,15,there,98.550,98.660,EX,10.0823,6.31,3
audio04.TextGrid,23,16,was,98.660,98.830,VBD,5.8561,6.82,3
audio04.TextGrid,23,17,no,98.830,99.000,DT,9.3833,6.35,2
audio04.TextGrid,23,18,life,99.000,99.350,NN,11.1185,5.89,3
audio04.TextGrid,23,19,in,99.350,99.450,IN,4.7401,7.27,2
audio04.TextGrid,23,20,his,99.450,99.670,PRP$,7.5850,6.51,3
audio04.TextGrid,23,21,face,99.670,100.160,NN,11.6932,5.45,3
audio04.TextGrid,24,1,the,100.870,100.960,DT,3.2076,7.73,2
audio04.TextGrid,24,2,newspaper,100.960,101.540,NN,11.1617,4.6,7
audio04.TextGrid,24,3,lay,101.540,101.710,VBD,14.8115,4.64,2
audio04.TextGrid,24,4,across,101.710,102.050,IN,12.0517,5.25,5
audio04.TextGrid,24,5,his,102.050,102.230,PRP$,8.0366,6.51,3
audio04.TextGrid,24,6,knees,102.230,102.640,NNS,8.0463,4.18,3
audio04.TextGrid,24,7,and,103.030,103.120,CC,6.3935,7.41,2
audio04.TextGrid,24,8,the,103.120,103.190,DT,4.0217,7.73,2
audio04.TextGrid,24,9,weight,103.190,103.400,NN,14.8568,5.02,3
audio04.TextGrid,24,10,of,103.400,103.470,IN,4.3488,7.4,2
audio04.TextGrid,24,11,his,103.470,103.630,PRP$,7.5628,6.51,3
audio04.TextGrid,24,12,arm,103.630,103.940,NN,13.4429,4.73,3
audio04.TextGrid,24,13,held,103.940,104.160,VBD,12.6536,5.24,4
audio04.TextGrid,24,14,it,104.160,104.220,PRP,7.5883,6.95,2
audio04.TextGrid,24,15,there,104.220,104.500,RB,10.2372,6.31,3
audio04.TextGrid,24,16,in,104.500,104.580,IN,7.6369,7.27,2
audio04.TextGrid,24,17,the,104.580,104.690,DT,2.6168,7.73,2
audio04.TextGrid,24,18,evening,104.690,104.990,NN,12.8801,4.86,5
audio04.TextGrid,24,19,breeze,104.990,105.580,NN,7.8856,3.86,4
audio04.TextGrid,25,1,he,106.220,106.300,PRP,5.5326,6.69,2
audio04.TextGrid,25,2,was,106.300,106.820,VBD,5.6570,6.82,3
audio04.TextGrid,25,3,barefooted,106.820,107.370,VBN,9.4206,2.11,8
audio04.TextGrid,25,4,the,108.690,108.760,DT,3.5775,7.73,2
audio04.TextGrid,25,5,boy,108.760,108.990,NN,14.8406,5.17,2
audio04.TextGrid,25,6,left,108.990,109.250,VBD,14.3060,5.62,4
audio04.TextGrid,25,7,him,109.250,109.360,PRP,12.8163,6.11,2
audio04.TextGrid,25,8,there,109.360,109.650,RB,10.2728,6.31,3
audio04.TextGrid,25,9,and,109.650,109.780,CC,6.3085,7.41,3
audio04.TextGrid,25,10,when,109.780,109.890,WRB,10.9316,6.37,3
audio04.TextGrid,25,11,he,109.890,110.010,PRP,5.6585,6.69,2
audio04.TextGrid,25,12,came,110.010,110.230,VBD,9.7912,5.5,3
audio04.TextGrid,25,13,back,110.230,110.470,RP,10.5499,6.04,3
audio04.TextGrid,25,14,the,110.470,110.600,DT,4.0154,7.73,2
audio04.TextGrid,25,15,old,110.600,110.790,JJ,10.7231,5.75,3
audio04.TextGrid,25,16,man,110.790,111.000,NN,11.1510,5.82,3
audio04.TextGrid,25,17,was,111.000,111.130,VBD,8.1691,6.82,3
audio04.TextGrid,25,18,still,111.130,111.360,RB,10.0053,5.92,4
audio04.TextGrid,25,19,asleep,111.360,111.800,JJ,8.2025,4.36,5
audio04.TextGrid,26,1,wake,113.380,113.580,VB,15.9760,4.76,3
audio04.TextGrid,26,2,up,113.580,113.760,RP,11.1436,6.39,2
audio04.TextGrid,26,3,old,113.760,113.950,JJ,10.9921,5.75,3
audio04.TextGrid,26,4,man,113.950,114.260,NN,12.1122,5.82,3
audio04.TextGrid,26,5,the,114.500,114.600,DT,6.3031,7.73,2
audio04.TextGrid,26,6,boy,114.600,114.820,NN,14.6497,5.17,2
audio04.TextGrid,26,7,said,114.820,115.180,VBD,6.4911,6.01,3
audio04.TextGrid,26,8,and,115.180,115.300,CC,6.0056,7.41,2
audio04.TextGrid,26,9,put,115.300,115.490,VBD,9.7491,5.66,3
audio04.TextGrid,26,10,his,115.490,115.610,PRP$,8.5758,6.51,3
audio04.TextGrid,26,11,hand,115.610,115.880,NN,11.9782,5.41,4
audio04.TextGrid,26,12,on,115.880,116.020,IN,6.5777,6.91,2
audio04.TextGrid,26,13,one,116.020,116.160,CD,8.7099,6.47,3
audio04.TextGrid,26,14,of,116.160,116.250,IN,5.8396,7.4,2
audio04.TextGrid,26,15,the,116.250,116.350,DT,2.4985,7.73,2
audio04.TextGrid,26,16,old,116.350,116.550,JJ,10.7055,5.75,3
audio04.TextGrid,26,17,man,116.550,116.790,NN,11.1574,5.82,3
audio04.TextGrid,26,18,s,116.790,116.880,NN,8.2528,5.86,1
audio04.TextGrid,26,19,knees,116.880,117.390,NNS,9.2330,4.18,3
audio04.TextGrid,27,1,the,118.440,118.540,DT,3.2076,7.73,2
audio04.TextGrid,27,2,old,118.540,118.720,JJ,11.1903,5.75,3
audio04.TextGrid,27,3,man,118.720,118.940,NN,11.2279,5.82,3
audio04.TextGrid,27,4,opened,118.940,119.260,VBD,12.0064,4.85,5
audio04.TextGrid,27,5,his,119.260,119.420,PRP$,8.8886,6.51,3
audio04.TextGrid,27,6,eyes,119.420,119.970,NNS,13.9742,5.21,2
audio04.TextGrid,27,7,and,120.050,120.180,CC,6.5317,7.41,2
audio04.TextGrid,27,8,for,120.180,120.320,IN,9.0082,7.01,2
audio04.TextGrid,27,9,a,120.320,120.370,DT,3.8789,7.36,1
audio04.TextGrid,27,10,moment,120.370,120.740,NN,13.2840,5.24,6
audio04.TextGrid,27,11,he,120.740,120.820,PRP,9.4739,6.69,2
audio04.TextGrid,27,12,was,120.820,120.970,VBD,5.9060,6.82,3
audio04.TextGrid,27,13,coming,120.970,121.310,VBG,12.7649,5.4,5
audio04.TextGrid,27,14,back,121.310,121.560,RB,10.5472,6.04,3
audio04.TextGrid,27,15,from,121.560,121.740,IN,7.4196,6.63,4
audio04.TextGrid,27,16,a,121.740,121.770,DT,3.7995,7.36,1
audio04.TextGrid,27,17,long,121.770,122.170,JJ,11.4162,5.81,3
audio04.TextGrid,27,18,way,122.170,122.360,NN,9.8588,6.01,2
audio04.TextGrid,27,19,away,122.360,122.840,RB,12.3079,5.62,3
audio04.TextGrid,28,1,then,123.770,123.950,RB,12.0360,6.07,3
audio04.TextGrid,28,2,he,123.950,124.080,PRP,7.8327,6.69,2
audio04.TextGrid,28,3,smiled,124.080,124.670,VBD,5.3434,3.86,5
audio04.TextGrid,28,4,what,126.040,126.170,WP,7.4991,6.38,3
audio04.TextGrid,28,5,have,126.170,126.270,VBP,13.3675,6.71,3
audio04.TextGrid,28,6,you,126.270,126.390,PRP,8.3182,6.98,2
audio04.TextGrid,28,7,got,126.390,126.910,VBD,10.8223,5.91,3
audio04.TextGrid,28,8,he,126.970,127.140,PRP,8.4420,6.69,2
audio04.TextGrid,28,9,asked,127.140,127.590,VBD,11.1877,5.3,3
audio04.TextGrid,29,1,supper,128.350,128.750,NN,9.4938,3.74,4
audio04.TextGrid,29,2,said,128.940,129.130,VBD,7.0935,6.01,3
audio04.TextGrid,29,3,the,129.130,129.200,DT,3.8679,7.73,2
audio04.TextGrid,29,4,boy,129.200,129.480,NN,14.8542,5.17,2
audio04.TextGrid,29,5,we,129.480,129.540,PRP,11.6251,6.54,2
audio04.TextGrid,29,6,re,129.860,129.940,VBP,5.9269,5.23,2
audio04.TextGrid,29,7,going,129.940,130.170,VBG,11.6157,5.94,4
audio04.TextGrid,29,8,to,130.170,130.310,TO,5.1667,7.43,2
audio04.TextGrid,29,9,have,130.310,130.450,VB,8.8780,6.71,3
audio04.TextGrid,29,10,supper,130.450,130.840,NN,9.4442,3.74,4
audio04.TextGrid,30,1,i,132.000,132.070,NNS,6.9517,7.09,1
audio04.TextGrid,30,2,m,132.070,132.140,VBP,5.6684,5.39,2
audio04.TextGrid,30,3,not,132.140,132.370,RB,8.3874,6.69,3
audio04.TextGrid,30,4,very,132.370,132.590,RB,10.4693,6.0,4
audio04.TextGrid,30,5,hungry,132.590,133.060,JJ,8.3172,4.45,6
audio04.TextGrid,31,1,come,133.830,133.990,VBN,17.7124,5.78,3
audio04.TextGrid,31,2,on,133.990,134.180,IN,7.1282,6.91,2
audio04.TextGrid,31,3,and,134.180,134.330,CC,8.1223,7.41,3
audio04.TextGrid,31,4,eat,134.330,134.610,VB,15.5721,5.13,2
audio04.TextGrid,31,5,you,134.610,134.670,PRP,10.3741,6.98,2
audio04.TextGrid,31,6,can,134.670,134.910,MD,8.1468,6.46,3
audio04.TextGrid,31,7,t,134.910,134.940,VB,5.6029,5.43,1
audio04.TextGrid,31,8,fish,134.940,135.230,JJ,8.2130,4.9,3
audio04.TextGrid,31,9,and,135.230,135.440,CC,5.8308,7.41,3
audio04.TextGrid,31,10,not,135.440,135.680,RB,9.4096,6.69,3
audio04.TextGrid,31,11,eat,135.680,135.980,VB,17.7036,5.13,2
audio04.TextGrid,32,1,i,136.980,137.160,NNS,6.9517,7.09,1
audio04.TextGrid,32,2,have,137.160,137.540,VBP,5.8521,6.71,3
audio04.TextGrid,32,3,the,137.940,138.050,DT,3.7420,7.73,2
audio04.TextGrid,32,4,old,138.050,138.240,JJ,10.7305,5.75,3
audio04.TextGrid,32,5,man,138.240,138.470,NN,11.1330,5.82,3
audio04.TextGrid,32,6,said,138.470,138.840,VBD,8.7624,6.01,3
audio04.TextGrid,32,7,getting,138.840,139.120,VBG,13.4820,5.57,5
audio04.TextGrid,32,8,up,139.120,139.290,RB,7.5449,6.39,2
audio04.TextGrid,32,9,and,139.370,139.560,CC,6.4132,7.41,3
audio04.TextGrid,32,10,taking,139.560,139.870,VBG,11.3598,5.39,5
audio04.TextGrid,32,11,the,139.870,139.940,DT,3.2708,7.73,2
audio04.TextGrid,32,12,newspaper,139.940,140.490,NN,11.1453,4.6,7
audio04.TextGrid,32,13,and,140.490,140.600,CC,6.5108,7.41,3
audio04.TextGrid,32,14,folding,140.600,140.950,VBG,10.6605,3.7,6
audio04.TextGrid,32,15,it,140.950,141.100,PRP,7.4514,6.95,2
audio04.TextGrid,33,1,then,141.930,142.110,RB,12.0360,6.07,3
audio04.TextGrid,33,2,he,142.110,142.240,PRP,7.8327,6.69,2
audio04.TextGrid,33,3,started,142.240,142.600,VBD,12.1333,5.39,7
audio04.TextGrid,33,4,to,142.600,142.670,TO,5.2932,7.43,2
audio04.TextGrid,33,5,fold,142.670,142.910,VB,14.2533,4.08,4
audio04.TextGrid,33,6,the,142.910,142.970,DT,3.3076,7.73,2
audio04.TextGrid,33,7,blanket,142.970,143.470,NN,6.0516,4.07,7
audio04.TextGrid,34,1,keep,144.910,145.110,VB,19.7537,5.66,3
audio04.TextGrid,34,2,the,145.110,145.190,DT,5.2128,7.73,2
audio04.TextGrid,34,3,blanket,145.190,145.540,NN,6.0452,4.07,7
audio04.TextGrid,34,4,around,145.540,145.870,IN,11.3709,5.77,4
audio04.TextGrid,34,5,you,145.870,146.050,PRP,9.5043,6.98,2
audio04.TextGrid,34,6,the,146.220,146.300,DT,5.8988,7.73,2
audio04.TextGrid,34,7,boy,146.300,146.540,NN,14.7221,5.17,2
audio04.TextGrid,34,8,said,146.540,146.920,VBD,6.4303,6.01,3
audio04.TextGrid,35,1,you,147.340,147.470,PRP,7.2212,6.98,2
audio04.TextGrid,35,2,ll,147.470,147.500,VBP,5.6655,4.66,1
audio04.TextGrid,35,3,not,147.500,147.700,RB,8.3874,6.69,3
audio04.TextGrid,35,4,fish,147.700,147.930,VB,7.1921,4.9,3
audio04.TextGrid,35,5,without,147.930,148.240,IN,11.3405,5.69,5
audio04.TextGrid,35,6,eating,148.240,148.440,VBG,18.8546,4.85,4
audio04.TextGrid,35,7,while,148.440,148.620,IN,10.7874,5.86,3
audio04.TextGrid,35,8,i,148.620,148.700,JJ,9.2292,7.09,1
audio04.TextGrid,35,9,m,148.700,148.800,VBP,6.4889,5.39,2
audio04.TextGrid,35,10,alive,148.800,149.260,JJ,15.3867,4.76,4
audio04.TextGrid,36,1,then,150.720,150.900,RB,12.0360,6.07,3
audio04.TextGrid,36,2,live,150.900,151.080,VB,13.4758,5.54,3
audio04.TextGrid,36,3,a,151.080,151.140,DT,4.9984,7.36,1
audio04.TextGrid,36,4,long,151.140,151.430,JJ,11.4027,5.81,3
audio04.TextGrid,36,5,time,151.430,151.800,NN,8.7727,6.29,3
audio04.TextGrid,36,6,and,151.800,151.970,CC,6.7244,7.41,3
audio04.TextGrid,36,7,take,151.970,152.180,VB,10.2860,5.92,3
audio04.TextGrid,36,8,care,152.180,152.320,NN,13.2921,5.56,3
audio04.TextGrid,36,9,of,152.320,152.420,IN,5.4342,7.4,2
audio04.TextGrid,36,10,yourself,152.420,153.040,PRP,14.3576,5.31,6
audio04.TextGrid,36,11,the,153.300,153.420,DT,6.3616,7.73,2
audio04.TextGrid,36,12,old,153.420,153.610,JJ,11.1509,5.75,3
audio04.TextGrid,36,13,man,153.610,153.870,NN,11.1891,5.82,3
audio04.TextGrid,36,14,said,153.870,154.260,VBD,7.5736,6.01,3
audio04.TextGrid,37,1,what,155.100,155.270,WDT,12.7122,6.38,3
audio04.TextGrid,37,2,are,155.270,155.300,VBP,11.9865,6.74,1
audio04.TextGrid,37,3,we,155.300,155.490,PRP,10.2708,6.54,2
audio04.TextGrid,37,4,eating,155.490,155.920,VBG,15.0522,4.85,4
audio04.TextGrid,38,1,black,157.040,157.250,JJ,14.3285,5.46,4
audio04.TextGrid,38,2,beans,157.250,157.570,NNS,8.3231,4.14,4
audio04.TextGrid,38,3,and,157.570,157.720,CC,6.5339,7.41,3
audio04.TextGrid,38,4,rice,157.720,158.120,NN,15.1470,4.55,3
audio04.TextGrid,38,5,fried,158.120,158.410,VBN,8.7754,4.06,4
audio04.TextGrid,38,6,bananas,158.410,158.850,NNS,10.3567,3.7,7
audio04.TextGrid,38,7,and,158.850,158.970,CC,6.2635,7.41,3
audio04.TextGrid,38,8,some,158.970,159.110,DT,8.9761,6.2,3
audio04.TextGrid,38,9,stew,159.110,161.140,VBP,11.6700,3.48,3
audio04.TextGrid,38,10,the,161.250,161.330,DT,4.0853,7.73,2
audio04.TextGrid,38,11,boy,161.330,161.570,NN,14.8527,5.17,2
audio04.TextGrid,38,12,had,161.570,161.710,VBD,9.8486,6.33,3
audio04.TextGrid,38,13,brought,161.710,161.950,VBN,14.1400,5.16,4
audio04.TextGrid,38,14,them,161.950,162.160,PRP,10.6225,6.19,3
audio04.TextGrid,38,15,in,162.160,162.260,IN,5.3711,7.27,2
audio04.TextGrid,38,16,a,162.260,162.320,DT,3.7542,7.36,1
audio04.TextGrid,38,17,two,162.320,162.520,CD,10.1374,6.1,2
audio04.TextGrid,38,18,decker,162.520,162.900,NN,7.1879,3.42,4
audio04.TextGrid,38,19,metal,162.900,163.210,NN,14.2147,4.82,5
audio04.TextGrid,38,20,container,163.210,163.760,NN,16.8110,4.03,7
audio04.TextGrid,38,21,from,163.760,163.950,IN,7.1434,6.63,4
audio04.TextGrid,38,22,the,163.950,164.020,DT,2.4786,7.73,2
audio04.TextGrid,38,23,terrace,164.020,164.630,NN,16.1191,3.88,5
audio04.TextGrid,39,1,the,165.290,165.380,DT,3.2076,7.73,2
audio04.TextGrid,39,2,two,165.380,165.570,CD,10.9890,6.1,2
audio04.TextGrid,39,3,sets,165.570,165.840,NNS,12.6240,4.69,4
audio04.TextGrid,39,4,of,165.840,165.970,IN,4.9057,7.4,2
audio04.TextGrid,39,5,knives,165.970,166.320,NNS,9.8250,3.84,4
audio04.TextGrid,39,6,and,166.320,166.480,CC,6.1078,7.41,3
audio04.TextGrid,39,7,forks,166.480,166.760,NNS,9.0574,3.45,5
audio04.TextGrid,39,8,and,166.760,166.850,CC,6.2836,7.41,3
audio04.TextGrid,39,9,spoons,166.850,167.420,NNS,9.1392,3.28,5
audio04.TextGrid,39,10,were,167.420,167.540,VBD,7.3671,6.34,2
audio04.TextGrid,39,11,in,167.540,167.640,IN,5.3686,7.27,2
audio04.TextGrid,39,12,his,167.640,167.800,PRP$,7.9641,6.51,3
audio04.TextGrid,39,13,pocket,167.800,168.290,NN,15.0037,4.48,5
audio04.TextGrid,39,14,with,168.290,168.400,IN,7.0456,6.85,3
audio04.TextGrid,39,15,a,168.400,168.450,DT,3.7695,7.36,1
audio04.TextGrid,39,16,paper,168.450,168.770,NN,9.8966,5.07,4
audio04.TextGrid,39,17,napkin,168.770,169.250,NN,7.8369,3.16,6
audio04.TextGrid,39,18,wrapped,169.250,169.510,VBD,7.7239,4.15,4
audio04.TextGrid,39,19,around,169.510,169.870,IN,10.8668,5.77,4
audio04.TextGrid,39,20,each,169.870,170.050,DT,9.7553,5.69,2
audio04.TextGrid,39,21,set,170.050,170.460,NN,12.7188,5.59,3
audio04.TextGrid,40,1,who,171.800,171.910,WP,11.4703,6.34,2
audio04.TextGrid,40,2,gave,171.910,172.130,VBD,22.9505,5.25,3
audio04.TextGrid,40,3,this,172.130,172.350,DT,8.6186,6.82,3
audio04.TextGrid,40,4,to,172.350,172.460,TO,8.4789,7.43,2
audio04.TextGrid,40,5,you,172.460,172.830,PRP,10.5749,6.98,2
audio04.TextGrid,41,1,martin,173.910,174.470,VB,13.1506,4.74,6
audio04.TextGrid,41,2,the,174.470,174.700,DT,7.0821,7.73,2
audio04.TextGrid,41,3,owner,174.700,175.000,NN,12.7126,4.83,3
audio04.TextGrid,41,4,i,175.870,175.950,NN,10.6209,7.09,1
audio04.TextGrid,41,5,must,175.950,176.170,MD,10.4316,5.68,4
audio04.TextGrid,41,6,thank,176.170,176.430,VB,5.6028,5.48,4
audio04.TextGrid,41,7,him,176.430,176.630,PRP,12.6838,6.11,3
audio04.TextGrid,42,1,i,177.480,177.600,NN,6.9517,7.09,1
audio04.TextGrid,42,2,thanked,177.600,177.880,VBD,4.8906,3.64,5
audio04.TextGrid,42,3,him,177.880,177.980,PRP,12.7826,6.11,2
audio04.TextGrid,42,4,already,177.980,178.420,RB,11.4736,5.55,6
audio04.TextGrid,42,5,the,178.600,178.680,DT,5.1684,7.73,2
audio04.TextGrid,42,6,boy,178.680,178.880,NN,14.8501,5.17,2
audio04.TextGrid,42,7,said,178.880,179.240,VBD,7.3939,6.01,3
audio04.TextGrid,42,8,you,179.610,179.720,PRP,10.2087,6.98,2
audio04.TextGrid,42,9,don,179.720,179.920,VBP,18.7880,4.6,3
audio04.TextGrid,42,10,t,179.920,179.950,JJ,6.8470,5.43,1
audio04.TextGrid,42,11,need,179.950,180.060,NN,11.7792,5.97,3
audio04.TextGrid,42,12,to,180.060,180.140,TO,4.7444,7.43,2
audio04.TextGrid,42,13,thank,180.140,180.430,VB,6.1601,5.48,4
audio04.TextGrid,42,14,him,180.430,180.590,PRP,12.6860,6.11,3
audio05.TextGrid,1,1,i,0.950,1.030,NN,6.9517,7.09,1
audio05.TextGrid,1,2,ll,1.030,1.080,VBP,5.6684,4.66,1
audio05.TextGrid,1,3,give,1.080,1.320,VB,11.3051,5.71,3
audio05.TextGrid,1,4,him,1.320,1.480,PRP,12.7751,6.11,2
audio05.TextGrid,1,5,the,1.480,1.560,DT,6.0599,7.73,2
audio05.TextGrid,1,6,belly,1.560,1.980,RB,9.9246,4.1,4
audio05.TextGrid,1,7,meat,1.980,2.190,NN,9.4947,4.63,3
audio05.TextGrid,1,8,of,2.190,2.280,IN,5.0427,7.4,2
audio05.TextGrid,1,9,a,2.280,2.340,DT,3.8128,7.36,1
audio05.TextGrid,1,10,big,2.340,2.610,JJ,9.6529,5.67,3
audio05.TextGrid,1,11,fish,2.610,3.030,NN,6.2603,4.9,3
audio05.TextGrid,1,12,the,3.410,3.540,DT,6.1587,7.73,2
audio05.TextGrid,1,13,old,3.540,3.730,JJ,11.2404,5.75,3
audio05.TextGrid,1,14,man,3.730,3.970,NN,11.1983,5.82,3
audio05.TextGrid,1,15,said,3.970,4.370,VBD,7.6136,6.01,3
audio05.TextGrid,2,1,has,5.300,5.460,VBZ,17.8080,6.37,3
audio05.TextGrid,2,2,he,5.460,5.560,PRP,6.8016,6.69,2
audio05.TextGrid,2,3,done,5.560,5.790,VBN,12.2002,5.58,3
audio05.TextGrid,2,4,this,5.790,5.950,DT,7.8690,6.82,3
audio05.TextGrid,2,5,for,5.950,6.130,IN,8.7444,7.01,3
audio05.TextGrid,2,6,us,6.130,6.270,PRP,11.4078,6.04,2
audio05.TextGrid,2,7,more,6.270,6.490,JJR,9.7428,6.36,3
audio05.TextGrid,2,8,than,6.490,6.640,IN,8.9835,6.13,3
audio05.TextGrid,2,9,once,6.640,7.150,RB,12.7843,5.53,4
audio05.TextGrid,3,1,i,8.260,8.350,NN,6.9517,7.09,1
audio05.TextGrid,3,2,think,8.350,8.590,VBP,9.5437,6.08,4
audio05.TextGrid,3,3,so,8.590,8.900,IN,9.1616,6.52,2
audio05.TextGrid,3,4,i,10.040,10.130,JJ,10.5237,7.09,1
audio05.TextGrid,3,5,must,10.130,10.380,MD,10.4096,5.68,4
audio05.TextGrid,3,6,give,10.380,10.550,VB,9.6855,5.71,3
audio05.TextGrid,3,7,him,10.550,10.670,PRP,12.7579,6.11,2
audio05.TextGrid,3,8,something,10.670,11.060,NN,15.4859,5.81,6
audio05.TextGrid,3,9,more,11.060,11.340,JJR,9.4363,6.36,3
audio05.TextGrid,3,10,than,11.340,11.490,IN,9.1486,6.13,3
audio05.TextGrid,3,11,the,11.490,11.560,DT,2.8434,7.73,2
audio05.TextGrid,3,12,belly,11.560,11.860,RB,10.1450,4.1,4
audio05.TextGrid,3,13,meat,11.860,12.080,NN,9.2165,4.63,3
audio05.TextGrid,3,14,then,12.080,12.440,RB,12.3932,6.07,3
audio05.TextGrid,4,1,he,13.070,13.190,PRP,5.5326,6.69,2
audio05.TextGrid,4,2,is,13.190,13.320,VBZ,4.7885,7.07,2
audio05.TextGrid,4,3,very,13.320,13.610,RB,10.7675,6.0,4
audio05.TextGrid,4,4,thoughtful,13.610,14.060,JJ,7.8843,3.83,6
audio05.TextGrid,4,5,for,14.060,14.330,IN,6.2985,7.01,3
audio05.TextGrid,4,6,us,14.330,14.530,PRP,10.8565,6.04,2
audio05.TextGrid,5,1,he,16.090,16.200,PRP,5.5326,6.69,2
audio05.TextGrid,5,2,sent,16.200,16.520,VBD,11.7692,5.16,4
audio05.TextGrid,5,3,two,16.520,16.630,CD,9.9379,6.1,2
audio05.TextGrid,5,4,beers,16.630,17.170,NNS,14.9364,3.9,4
audio05.TextGrid,6,1,i,18.190,18.290,NN,6.9517,7.09,1
audio05.TextGrid,6,2,like,18.290,18.490,IN,10.4287,6.41,3
audio05.TextGrid,6,3,the,18.490,18.550,DT,3.3633,7.73,2
audio05.TextGrid,6,4,beer,18.550,18.810,NN,14.8604,4.7,3
audio05.TextGrid,6,5,in,18.810,18.970,IN,5.0939,7.27,2
audio05.TextGrid,6,6,cans,18.970,19.390,NNS,9.8485,3.8,4
audio05.TextGrid,6,7,best,19.390,19.840,RB,13.7855,5.84,4
audio05.TextGrid,7,1,i,20.620,20.770,NN,6.9517,7.09,1
audio05.TextGrid,7,2,know,20.770,21.030,VBP,10.1873,6.1,2
audio05.TextGrid,7,3,but,21.030,21.230,CC,8.5886,6.63,3
audio05.TextGrid,7,4,this,21.230,21.430,DT,10.0162,6.82,3
audio05.TextGrid,7,5,is,21.430,21.550,VBZ,11.4645,7.07,2
audio05.TextGrid,7,6,in,21.550,21.660,IN,5.6994,7.27,2
audio05.TextGrid,7,7,bottles,21.660,22.100,NNS,16.9275,4.19,6
audio05.TextGrid,7,8,hatuey,22.100,22.610,VBP,7.6917,0.0,6
audio05.TextGrid,7,9,beer,22.610,22.940,NN,18.5532,4.7,3
audio05.TextGrid,7,10,and,23.280,23.410,CC,6.0617,7.41,2
audio05.TextGrid,7,11,i,23.410,23.510,NNS,10.4782,7.09,1
audio05.TextGrid,7,12,take,23.510,23.750,VBP,9.3172,5.92,3
audio05.TextGrid,7,13,back,23.750,23.990,RP,10.5010,6.04,3
audio05.TextGrid,7,14,the,23.990,24.070,DT,4.1715,7.73,2
audio05.TextGrid,7,15,bottles,24.070,24.580,NNS,16.3529,4.19,6
audio05.TextGrid,8,1,that,25.840,26.050,DT,7.3117,7.01,3
audio05.TextGrid,8,2,s,26.050,26.110,VBZ,9.3405,5.86,1
audio05.TextGrid,8,3,very,26.110,26.320,RB,10.7734,6.0,4
audio05.TextGrid,8,4,kind,26.320,26.670,NN,13.7456,5.45,4
audio05.TextGrid,8,5,of,26.670,26.760,IN,4.5978,7.4,2
audio05.TextGrid,8,6,you,26.760,26.990,PRP,9.2036,6.98,2
audio05.TextGrid,8,7,the,27.320,27.420,DT,6.5320,7.73,2
audio05.TextGrid,8,8,old,27.420,27.600,JJ,11.1616,5.75,3
audio05.TextGrid,8,9,man,27.600,27.830,NN,11.2039,5.82,3
audio05.TextGrid,8,10,said,27.830,28.170,VBD,7.2105,6.01,3
audio05.TextGrid,9,1,should,29.050,29.200,MD,21.4886,5.99,3
audio05.TextGrid,9,2,we,29.200,29.450,PRP,13.1036,6.54,2
audio05.TextGrid,9,3,eat,29.450,29.690,VB,15.4588,5.13,2
