fichier,phrase_id,position,mot,onset,offset,POS,surprise_llm,freq_zipf,n_phones
audio03.TextGrid,15,11,charcoal,77.070,77.690,NN,21.2579,3.58,6
audio03.TextGrid,16,1,on,78.400,78.510,IN,12.4180,6.91,2
audio03.TextGrid,16,2,the,78.510,78.580,DT,2.4765,7.73,2
audio03.TextGrid,16,3,brown,78.580,78.880,JJ,14.7915,5.01,4
audio03.TextGrid,16,4,walls,78.880,79.300,NNS,12.9551,4.62,4
audio03.TextGrid,16,5,of,79.300,79.380,IN,2.2702,7.4,2
audio03.TextGrid,16,6,the,79.380,79.480,DT,2.4383,7.73,2
audio03.TextGrid,16,7,flattened,79.480,79.950,JJ,28.1031,3.36,7
audio03.TextGrid,16,8,overlapping,79.950,80.510,VBG,22.9844,3.56,8
audio03.TextGrid,16,9,leaves,80.510,80.940,NNS,14.1585,4.79,4
audio03.TextGrid,16,10,of,80.940,81.020,IN,5.2079,7.4,2
audio03.TextGrid,16,11,the,81.020,81.130,DT,2.8207,7.73,2
audio03.TextGrid,16,12,sturdy,81.130,81.540,NN,18.3069,3.44,5
audio03.TextGrid,16,13,fibered,81.540,82.030,VBD,23.8556,1.51,5
audio03.TextGrid,16,14,guano,82.030,82.510,NN,26.2430,2.61,5
audio03.TextGrid,16,15,there,82.510,82.630,RB,12.9977,6.31,3
audio03.TextGrid,17,1,was,83.050,83.260,VBD,15.4838,6.82,3
audio03.TextGrid,17,2,a,83.260,83.320,DT,6.7224,7.36,1
audio03.TextGrid,17,3,picture,83.320,83.750,NN,10.1649,5.13,5
audio03.TextGrid,17,4,in,83.750,83.900,IN,7.7124,7.27,2
audio03.TextGrid,17,5,color,83.900,84.290,NN,11.4824,4.91,4
audio03.TextGrid,17,6,of,84.290,84.380,IN,4.4727,7.4,2
audio03.TextGrid,17,7,the,84.380,84.480,DT,2.0873,7.73,2
audio03.TextGrid,17,8,sacred,84.480,84.860,JJ,11.9951,4.24,6
audio03.TextGrid,17,9,heart,84.860,85.050,NN,9.2663,5.31,4
audio03.TextGrid,17,10,of,85.050,85.120,IN,1.4313,7.4,2
audio03.TextGrid,17,11,jesus,85.120,85.660,NN,10.2632,4.99,5
audio03.TextGrid,17,12,and,85.960,86.070,CC,5.1330,7.41,3
audio03.TextGrid,17,13,another,86.070,86.460,DT,7.6221,5.74,5
audio03.TextGrid,17,14,of,86.460,86.530,IN,7.1927,7.4,2
audio03.TextGrid,17,15,the,86.530,86.630,DT,1.5144,7.73,2
audio03.TextGrid,17,16,virgin,86.630,86.980,NN,9.2512,4.35,5
audio03.TextGrid,17,17,of,86.980,87.050,IN,5.3111,7.4,2
audio03.TextGrid,17,18,cobre,87.050,87.600,NN,21.9857,1.78,5
audio03.TextGrid,18,1,these,88.540,88.770,DT,16.1816,6.04,3
audio03.TextGrid,18,2,were,88.770,88.920,VBD,8.1897,6.34,2
audio03.TextGrid,18,3,relics,88.920,89.260,NNS,21.3094,3.46,6
audio03.TextGrid,18,4,of,89.260,89.370,IN,3.0350,7.4,2
audio03.TextGrid,18,5,his,89.370,89.560,PRP$,7.3092,6.51,3
audio03.TextGrid,18,6,wife,89.560,89.930,NN,8.3027,5.23,3
audio03.TextGrid,19,1,once,90.460,90.830,RB,17.4681,5.53,4
audio03.TextGrid,19,2,there,90.830,91.020,EX,8.6227,6.31,3
audio03.TextGrid,19,3,had,91.020,91.160,VBD,6.6802,6.33,3
audio03.TextGrid,19,4,been,91.160,91.310,VBN,1.3433,6.27,3
audio03.TextGrid,19,5,a,91.310,91.380,DT,2.4254,7.36,1
audio03.TextGrid,19,6,tinted,91.380,91.730,JJ,22.8213,3.27,6
audio03.TextGrid,19,7,photograph,91.730,92.240,NN,13.8017,4.23,8
audio03.TextGrid,19,8,of,92.240,92.340,IN,1.3843,7.4,2
audio03.TextGrid,19,9,his,92.340,92.500,PRP$,5.5932,6.51,3
audio03.TextGrid,19,10,wife,92.500,92.780,NN,7.2814,5.23,3
audio03.TextGrid,19,11,on,92.780,92.900,IN,6.5782,6.91,2
audio03.TextGrid,19,12,the,92.900,92.960,DT,1.1678,7.73,2
audio03.TextGrid,19,13,wall,92.960,93.310,NN,9.4639,5.04,3
audio03.TextGrid,19,14,but,93.310,93.480,CC,12.8819,6.63,3
audio03.TextGrid,19,15,he,93.480,93.560,PRP,4.3444,6.69,2
audio03.TextGrid,19,16,had,93.560,93.710,VBD,5.7985,6.33,3
audio03.TextGrid,19,17,taken,93.710,93.990,VBN,10.5950,5.33,5
audio03.TextGrid,19,18,it,93.990,94.100,PRP,3.3595,6.95,2
audio03.TextGrid,19,19,down,94.100,94.460,RP,5.0197,5.88,3
audio03.TextGrid,19,20,because,94.460,94.780,IN,10.7204,6.03,5
audio03.TextGrid,19,21,it,94.780,94.890,PRP,3.1065,6.95,2
audio03.TextGrid,19,22,made,94.890,95.090,VBD,7.0434,5.92,3
audio03.TextGrid,19,23,him,95.090,95.180,PRP,0.7997,6.11,2
audio03.TextGrid,19,24,too,95.180,95.420,RB,13.2145,5.95,2
audio03.TextGrid,19,25,lonely,95.420,95.770,RB,14.2199,4.25,5
audio03.TextGrid,19,26,to,95.770,95.900,TO,1.2177,7.43,2
audio03.TextGrid,19,27,see,95.900,96.120,VB,3.6381,6.1,2
audio03.TextGrid,19,28,it,96.120,96.260,PRP,4.1232,6.95,2
audio03.TextGrid,20,1,and,96.740,96.830,CC,13.4350,7.41,2
audio03.TextGrid,20,2,it,96.830,96.900,PRP,5.5950,6.95,2
audio03.TextGrid,20,3,was,96.900,97.020,VBD,3.4879,6.82,3
audio03.TextGrid,20,4,on,97.020,97.150,IN,6.0995,6.91,2
audio03.TextGrid,20,5,the,97.150,97.230,DT,2.3968,7.73,2
audio03.TextGrid,20,6,shelf,97.230,97.510,NN,15.9583,4.02,4
audio03.TextGrid,20,7,in,97.510,97.600,IN,5.6885,7.27,2
audio03.TextGrid,20,8,the,97.600,97.660,DT,1.2290,7.73,2
audio03.TextGrid,20,9,corner,97.660,98.120,NN,8.8782,4.75,5
audio03.TextGrid,20,10,under,98.120,98.340,IN,12.5932,5.73,4
audio03.TextGrid,20,11,his,98.340,98.480,PRP$,6.5448,6.51,3
audio03.TextGrid,20,12,clean,98.480,98.820,JJ,12.4347,4.97,4
audio03.TextGrid,20,13,shirt,98.820,99.270,NN,9.8252,4.63,3
audio03.TextGrid,21,1,what,100.590,100.790,WP,13.9100,6.38,3
audio03.TextGrid,21,2,do,100.790,100.850,VBP,5.4937,6.35,2
audio03.TextGrid,21,3,you,100.850,100.980,PRP,1.0650,6.98,2
audio03.TextGrid,21,4,have,100.980,101.120,VB,5.4869,6.71,3
audio03.TextGrid,21,5,to,101.120,101.270,TO,1.4344,7.43,2
audio03.TextGrid,21,6,eat,101.270,101.650,VB,10.0686,5.13,2
audio03.TextGrid,21,7,the,101.840,101.920,DT,8.4278,7.73,2
audio03.TextGrid,21,8,boy,101.920,102.220,NN,10.9369,5.17,2
audio03.TextGrid,21,9,asked,102.220,102.630,VBD,20.2031,5.3,3
audio03.TextGrid,22,1,a,103.420,103.510,DT,5.6876,7.36,1
audio03.TextGrid,22,2,pot,103.510,103.760,NN,17.4212,4.4,3
audio03.TextGrid,22,3,of,103.760,103.870,IN,9.1097,7.4,2
audio03.TextGrid,22,4,yellow,103.870,104.160,JJ,11.5693,4.69,4
audio03.TextGrid,22,5,rice,104.160,104.520,NN,11.5327,4.55,3
audio03.TextGrid,22,6,with,104.520,104.650,IN,6.8303,6.85,3
audio03.TextGrid,22,7,fish,104.690,105.040,JJ,10.5732,4.9,3
audio03.TextGrid,22,8,do,105.040,105.120,VBP,10.5022,6.35,2
audio03.TextGrid,22,9,you,105.320,105.430,PRP,7.5303,6.98,2
audio03.TextGrid,22,10,want,105.430,105.730,VB,3.7579,6.04,4
audio03.TextGrid,23,1,some,105.730,106.060,DT,14.6912,6.2,3
audio03.TextGrid,23,2,no,106.880,107.250,DT,10.7798,6.35,2
audio03.TextGrid,23,3,i,107.500,107.640,NN,8.5790,7.09,1
audio03.TextGrid,23,4,will,107.640,107.820,MD,8.1699,6.45,3
audio03.TextGrid,23,5,eat,107.820,107.950,VB,10.8931,5.13,2
audio03.TextGrid,23,6,at,107.950,108.050,IN,8.5372,6.7,2
audio03.TextGrid,23,7,home,108.050,108.220,NN,4.9535,5.81,3
audio03.TextGrid,23,8,do,108.220,108.370,VBP,9.4620,6.35,2
audio03.TextGrid,23,9,you,108.910,109.010,PRP,2.9236,6.98,2
audio03.TextGrid,23,10,want,109.010,109.240,VB,5.1033,6.04,4
audio03.TextGrid,23,11,me,109.240,109.360,PRP,2.1859,6.48,2
audio03.TextGrid,23,12,to,109.360,109.430,TO,0.3093,7.43,2
audio03.TextGrid,23,13,make,109.430,109.600,VB,6.6250,6.08,3
audio03.TextGrid,23,14,the,109.600,109.680,DT,5.2252,7.73,2
audio03.TextGrid,23,15,fire,109.680,110.120,NN,8.3644,5.3,3
audio03.TextGrid,24,1,no,110.870,111.120,DT,13.1520,6.35,2
audio03.TextGrid,24,2,i,111.120,111.150,NN,7.6280,7.09,1
audio03.TextGrid,24,3,will,111.150,111.530,MD,6.5571,6.45,3
audio03.TextGrid,24,4,make,111.530,111.760,VB,9.6006,6.08,3
audio03.TextGrid,24,5,it,111.760,111.870,PRP,3.5460,6.95,2
audio03.TextGrid,24,6,later,111.870,112.150,RB,14.3226,5.49,4
audio03.TextGrid,24,7,on,112.150,112.410,IN,8.2221,6.91,2
audio03.TextGrid,25,1,or,112.960,113.220,CC,11.8275,6.54,2
audio03.TextGrid,25,2,i,113.220,113.340,NN,13.9655,7.09,1
audio03.TextGrid,25,3,may,113.340,113.480,MD,9.7658,5.98,2
audio03.TextGrid,25,4,eat,113.480,113.730,VB,10.6904,5.13,2
audio03.TextGrid,25,5,the,113.730,113.850,DT,3.9018,7.73,2
audio03.TextGrid,25,6,rice,113.850,114.160,NN,10.2797,4.55,3
audio03.TextGrid,25,7,cold,114.160,114.700,NN,10.6295,5.02,4
audio03.TextGrid,26,1,may,115.910,116.070,MD,15.4415,5.98,2
audio03.TextGrid,26,2,i,116.070,116.220,VB,12.5907,7.09,1
audio03.TextGrid,26,3,take,116.220,116.460,VB,9.4126,5.92,3
audio03.TextGrid,26,4,the,116.460,116.540,DT,3.9923,7.73,2
audio03.TextGrid,26,5,cast,116.540,116.930,JJ,14.4511,4.79,4
audio03.TextGrid,26,6,net,116.930,117.210,NN,17.2402,4.76,3
audio03.TextGrid,26,7,of,118.050,118.170,IN,7.8029,7.4,2
audio03.TextGrid,26,8,course,118.170,118.760,NN,11.0661,5.44,4
audio03.TextGrid,27,1,there,120.650,120.800,EX,14.3662,6.31,3
audio03.TextGrid,27,2,was,120.800,121.070,VBD,4.4608,6.82,3
audio03.TextGrid,27,3,no,121.070,121.260,DT,4.4489,6.35,2
audio03.TextGrid,27,4,cast,121.260,121.690,JJ,13.9779,4.79,4
audio03.TextGrid,27,5,net,121.690,121.930,NN,18.7733,4.76,3
audio03.TextGrid,27,6,and,121.930,122.000,CC,7.2007,7.41,2
audio03.TextGrid,27,7,the,122.000,122.070,DT,5.0679,7.73,2
audio03.TextGrid,27,8,boy,122.070,122.260,NN,11.3783,5.17,2
audio03.TextGrid,27,9,remembered,122.260,122.740,VBD,13.3605,4.33,8
audio03.TextGrid,27,10,when,122.740,122.910,WRB,8.2698,6.37,3
audio03.TextGrid,27,11,they,122.910,123.010,PRP,3.7392,6.5,2
audio03.TextGrid,27,12,had,123.010,123.170,VBD,4.2318,6.33,3
audio03.TextGrid,27,13,sold,123.170,123.500,VBN,9.3652,4.97,4
audio03.TextGrid,27,14,it,123.500,123.700,PRP,5.5097,6.95,2
audio03.TextGrid,28,1,but,124.270,124.400,CC,16.1685,6.63,3
audio03.TextGrid,28,2,they,124.400,124.500,PRP,9.2305,6.5,2
audio03.TextGrid,28,3,went,124.500,124.760,VBD,8.8731,5.5,4
audio03.TextGrid,28,4,through,124.760,124.890,IN,5.7575,5.87,3
audio03.TextGrid,28,5,this,124.890,125.120,DT,6.1392,6.82,3
audio03.TextGrid,28,6,fiction,125.120,125.480,NN,12.4259,4.44,6
audio03.TextGrid,28,7,every,125.480,125.690,DT,10.6457,5.79,4
audio03.TextGrid,28,8,day,125.690,126.100,NN,2.4269,5.95,2
audio03.TextGrid,29,1,there,126.590,126.710,EX,14.3662,6.31,3
audio03.TextGrid,29,2,was,126.710,126.850,VBD,4.4608,6.82,3
audio03.TextGrid,29,3,no,126.850,127.030,DT,4.4489,6.35,2
audio03.TextGrid,29,4,pot,127.030,127.290,NN,11.4358,4.4,3
audio03.TextGrid,29,5,of,127.290,127.400,IN,8.0086,7.4,2
audio03.TextGrid,29,6,yellow,127.400,127.700,JJ,12.2918,4.69,4
audio03.TextGrid,29,7,rice,127.700,127.970,NN,10.9237,4.55,3
audio03.TextGrid,29,8,and,127.970,128.100,CC,4.5754,7.41,3
audio03.TextGrid,29,9,fish,128.120,128.480,NN,11.4954,4.9,3
audio03.TextGrid,30,1,and,129.000,129.110,CC,13.4350,7.41,2
audio03.TextGrid,30,2,the,129.110,129.190,DT,6.4323,7.73,2
audio03.TextGrid,30,3,boy,129.190,129.410,NN,9.0131,5.17,2
audio03.TextGrid,30,4,knew,129.410,129.640,VBD,10.7318,5.2,3
audio03.TextGrid,30,5,this,129.640,129.970,DT,5.5204,6.82,3
audio03.TextGrid,30,6,too,129.970,130.390,RB,10.4557,5.95,2
audio03.TextGrid,30,7,eighty,131.850,132.200,JJ,19.2901,3.75,3
audio03.TextGrid,30,8,five,132.200,132.600,CD,9.3479,5.45,3
audio03.TextGrid,30,9,is,132.600,132.720,VBZ,9.2153,7.07,2
audio03.TextGrid,30,10,a,132.720,132.800,DT,2.7796,7.36,1
audio03.TextGrid,30,11,lucky,132.800,133.100,JJ,13.2672,4.77,4
audio03.TextGrid,30,12,number,133.100,133.620,NN,10.5081,5.62,5
audio03.TextGrid,30,13,the,133.860,133.990,DT,10.6510,7.73,2
audio03.TextGrid,30,14,old,133.990,134.170,JJ,7.8407,5.75,3
audio03.TextGrid,30,15,man,134.170,134.430,NN,3.1957,5.82,3
audio03.TextGrid,30,16,said,134.430,134.810,VBD,6.5372,6.01,3
audio03.TextGrid,31,1,how,135.500,135.650,WRB,14.0279,6.24,2
audio03.TextGrid,31,2,would,135.650,135.780,MD,9.1381,6.27,3
audio03.TextGrid,31,3,you,135.780,135.870,PRP,1.4656,6.98,2
audio03.TextGrid,31,4,like,135.870,136.080,VB,1.6812,6.41,3
audio03.TextGrid,31,5,to,136.080,136.160,TO,0.5047,7.43,2
audio03.TextGrid,31,6,see,136.160,136.330,VB,5.5587,6.1,2
audio03.TextGrid,31,7,me,136.330,136.470,PRP,5.9174,6.48,2
audio03.TextGrid,31,8,bring,136.470,136.680,VBG,10.1129,5.27,4
audio03.TextGrid,31,9,one,136.680,136.920,CD,10.4382,6.47,3
audio03.TextGrid,31,10,in,136.920,137.100,IN,6.5848,7.27,2
audio03.TextGrid,31,11,that,137.100,137.310,DT,8.9395,7.01,3
audio03.TextGrid,31,12,dressed,137.310,137.610,VBD,17.8039,4.42,5
audio03.TextGrid,31,13,out,137.610,137.830,RP,7.4467,6.38,2
audio03.TextGrid,31,14,over,137.830,138.070,IN,11.1047,6.08,3
audio03.TextGrid,31,15,a,138.070,138.130,DT,3.9151,7.36,1
audio03.TextGrid,31,16,thousand,138.130,138.630,CD,10.6137,4.64,6
audio03.TextGrid,31,17,pounds,138.630,139.170,NNS,11.1150,4.53,5
audio03.TextGrid,32,1,i,139.170,139.210,NN,5.7704,7.09,1
audio03.TextGrid,32,2,ll,141.000,141.170,VBP,21.2778,4.66,2
audio03.TextGrid,32,3,get,141.170,141.300,VB,13.7107,6.28,3
audio03.TextGrid,32,4,the,141.300,141.400,DT,3.7437,7.73,2
audio03.TextGrid,32,5,cast,141.400,141.780,NN,12.7566,4.79,4
audio03.TextGrid,32,6,net,141.780,141.910,NN,15.9215,4.76,3
audio03.TextGrid,32,7,and,141.910,142.030,CC,6.6474,7.41,2
audio03.TextGrid,32,8,go,142.030,142.190,VB,7.5876,6.03,2
audio03.TextGrid,32,9,for,142.190,142.330,IN,4.7466,7.01,2
audio03.TextGrid,32,10,sardines,142.330,143.020,NNS,26.4150,2.93,7
audio03.TextGrid,32,11,will,143.340,143.480,MD,11.3863,6.45,3
audio03.TextGrid,32,12,you,143.480,143.610,PRP,4.3069,6.98,2
audio03.TextGrid,32,13,sit,143.610,143.800,VB,14.0893,4.9,3
audio03.TextGrid,32,14,in,143.800,143.880,IN,3.8948,7.27,2
audio03.TextGrid,32,15,the,143.880,143.960,DT,2.1711,7.73,2
audio03.TextGrid,32,16,sun,143.960,144.250,NN,7.7989,4.97,3
audio03.TextGrid,32,17,in,144.250,144.330,IN,6.4915,7.27,2
audio03.TextGrid,32,18,the,144.330,144.400,DT,1.8352,7.73,2
audio03.TextGrid,32,19,doorway,144.400,144.840,NN,15.9221,3.51,5
audio03.TextGrid,33,1,yes,145.950,146.370,RB,15.5535,5.5,3
audio03.TextGrid,33,2,i,146.800,146.960,NN,6.4679,7.09,1
audio03.TextGrid,33,3,have,146.960,147.120,VBP,4.4730,6.71,3
audio03.TextGrid,33,4,yesterday,147.120,147.530,NN,19.8568,4.91,7
audio03.TextGrid,33,5,s,147.530,147.570,VBN,6.0742,5.86,1
audio03.TextGrid,33,6,paper,147.570,148.080,NN,20.8390,5.07,4
audio03.TextGrid,33,7,and,148.220,148.370,CC,5.0344,7.41,2
audio03.TextGrid,33,8,i,148.370,148.460,NN,3.0814,7.09,1
audio03.TextGrid,33,9,will,148.460,148.650,MD,4.2301,6.45,3
audio03.TextGrid,33,10,read,148.650,148.820,VB,7.3523,5.54,3
audio03.TextGrid,33,11,the,148.820,148.900,DT,3.1363,7.73,2
audio03.TextGrid,33,12,baseball,148.900,149.530,NN,17.7293,4.54,6
audio03.TextGrid,34,1,the,150.980,151.070,DT,11.8924,7.73,2
audio03.TextGrid,34,2,boy,151.070,151.260,NN,11.2449,5.17,2
audio03.TextGrid,34,3,did,151.260,151.450,VBD,10.9349,5.96,3
audio03.TextGrid,34,4,not,151.450,151.660,RB,2.5820,6.69,3
audio03.TextGrid,34,5,know,151.660,151.830,VB,4.8219,6.1,2
audio03.TextGrid,34,6,whether,151.830,152.110,IN,13.3868,5.32,4
audio03.TextGrid,34,7,yesterday,152.110,152.620,NN,14.3455,4.91,7
audio03.TextGrid,34,8,s,152.620,152.670,VBP,6.4955,5.86,1
audio03.TextGrid,34,9,paper,152.670,152.990,NN,20.4124,5.07,4
audio03.TextGrid,34,10,was,152.990,153.160,VBD,3.3984,6.82,3
audio03.TextGrid,34,11,a,153.160,153.230,DT,2.6901,7.36,1
audio03.TextGrid,34,12,fiction,153.230,153.620,NN,11.3863,4.44,6
audio03.TextGrid,34,13,too,153.620,154.070,RB,13.7408,5.95,2
audio03.TextGrid,34,14,but,154.410,154.520,CC,7.3585,6.63,3
audio03.TextGrid,34,15,the,154.520,154.630,DT,4.0379,7.73,2
audio03.TextGrid,34,16,old,154.630,154.820,JJ,9.4706,5.75,3
audio03.TextGrid,34,17,man,154.820,155.070,NN,3.0327,5.82,3
audio03.TextGrid,34,18,brought,155.070,155.290,VBD,10.8851,5.16,4
audio03.TextGrid,34,19,it,155.290,155.390,PRP,1.6988,6.95,2
audio03.TextGrid,34,20,out,155.390,155.590,RP,5.3334,6.38,2
audio03.TextGrid,34,21,from,155.590,155.730,IN,8.0836,6.63,3
audio03.TextGrid,34,22,under,155.730,155.910,IN,5.3964,5.73,4
audio03.TextGrid,34,23,the,155.910,156.010,DT,1.5986,7.73,2
audio03.TextGrid,34,24,bed,156.010,156.410,NN,7.3871,5.07,3
audio03.TextGrid,35,1,perico,157.540,157.990,NNS,26.7424,1.53,6
audio03.TextGrid,35,2,gave,157.990,158.200,VBD,17.2568,5.25,3
audio03.TextGrid,35,3,it,158.200,158.310,PRP,8.0567,6.95,2
audio03.TextGrid,35,4,to,158.310,158.380,TO,2.6340,7.43,2
audio03.TextGrid,35,5,me,158.380,158.540,PRP,5.2257,6.48,2
audio03.TextGrid,35,6,at,158.540,158.610,IN,7.6597,6.7,2
audio03.TextGrid,35,7,the,158.610,158.700,DT,2.4506,7.73,2
audio03.TextGrid,35,8,bodega,158.700,159.270,NN,26.8873,2.74,6
audio03.TextGrid,36,1,he,159.440,159.570,PRP,13.2074,6.69,2
audio03.TextGrid,36,2,explained,159.570,160.190,VBD,18.8194,4.59,8
audio03.TextGrid,36,3,i,161.180,161.210,JJ,9.1237,7.09,1
audio03.TextGrid,36,4,ll,161.730,161.860,NN,14.4060,4.66,2
audio03.TextGrid,36,5,be,161.860,162.000,VB,7.9376,6.79,2
audio03.TextGrid,36,6,back,162.000,162.250,RB,10.4888,6.04,3
audio03.TextGrid,36,7,when,162.250,162.350,WRB,7.4824,6.37,3
audio03.TextGrid,36,8,i,162.350,162.450,NN,1.7884,7.09,1
audio03.TextGrid,36,9,have,162.450,162.590,VBP,6.4099,6.71,3
audio03.TextGrid,36,10,the,162.590,162.660,DT,5.1739,7.73,2
audio03.TextGrid,36,11,sardines,162.660,163.340,NNS,25.8783,2.93,7
audio03.TextGrid,36,12,i,163.680,163.770,VBP,4.2692,7.09,1
audio03.TextGrid,36,13,ll,163.770,163.820,VBP,9.6829,4.66,1
audio03.TextGrid,36,14,keep,163.820,164.070,VB,11.0694,5.66,3
audio03.TextGrid,36,15,yours,164.070,164.410,NNS,11.2005,4.75,4
audio03.TextGrid,36,16,and,164.410,164.620,CC,6.4714,7.41,3
audio03.TextGrid,36,17,mine,164.620,164.880,VB,13.2188,5.04,3
audio03.TextGrid,36,18,together,164.880,165.250,RB,7.8993,5.46,6
audio03.TextGrid,36,19,on,165.250,165.420,IN,7.0326,6.91,2
audio03.TextGrid,36,20,ice,165.420,165.750,NN,13.0047,5.0,2
audio03.TextGrid,36,21,and,165.750,165.820,CC,3.0379,7.41,2
audio03.TextGrid,36,22,we,165.820,165.960,PRP,6.3594,6.54,2
audio03.TextGrid,36,23,can,165.960,166.110,MD,4.4669,6.46,3
audio03.TextGrid,36,24,share,166.110,166.360,NN,11.4346,5.2,3
audio03.TextGrid,36,25,them,166.360,166.520,PRP,7.0372,6.19,3
audio03.TextGrid,36,26,in,166.520,166.590,IN,4.2926,7.27,2
audio03.TextGrid,36,27,the,166.590,166.650,DT,2.2806,7.73,2
audio03.TextGrid,36,28,morning,166.650,167.050,NN,9.8788,5.33,6
audio03.TextGrid,37,1,when,167.500,167.630,WRB,14.5784,6.37,3
audio03.TextGrid,37,2,i,167.630,167.720,NN,3.8695,7.09,1
audio03.TextGrid,37,3,come,167.720,167.900,VBP,10.3594,5.78,3
audio03.TextGrid,37,4,back,167.900,168.230,RB,2.5652,6.04,3
audio03.TextGrid,37,5,you,168.230,168.310,PRP,9.8247,6.98,2
audio03.TextGrid,37,6,can,168.310,168.460,MD,5.0527,6.46,3
audio03.TextGrid,37,7,tell,168.460,168.610,VB,5.9665,5.53,3
audio03.TextGrid,37,8,me,168.610,168.750,PRP,0.3886,6.48,2
audio03.TextGrid,37,9,about,168.750,168.940,IN,4.5729,6.4,4
audio03.TextGrid,37,10,the,168.940,169.040,DT,1.9427,7.73,2
audio03.TextGrid,37,11,baseball,169.040,169.620,NN,13.9055,4.54,6
audio03.TextGrid,38,1,the,171.090,171.160,DT,11.8924,7.73,2
audio03.TextGrid,38,2,yankees,171.160,171.670,NNS,15.9951,3.93,6
audio03.TextGrid,38,3,cannot,171.670,172.070,VBP,13.4760,5.11,5
audio03.TextGrid,38,4,lose,172.070,172.500,VB,9.8395,5.08,3
audio03.TextGrid,39,1,but,173.390,173.520,CC,16.1685,6.63,3
audio03.TextGrid,39,2,i,173.520,173.640,JJ,5.9299,7.09,1
audio03.TextGrid,39,3,fear,173.640,173.910,VBP,13.6813,4.95,3
audio03.TextGrid,39,4,the,173.910,174.080,DT,3.5709,7.73,2
audio03.TextGrid,39,5,indians,174.080,174.460,NNS,14.8777,4.25,7
audio03.TextGrid,39,6,of,174.460,174.550,IN,5.6550,7.4,2
audio03.TextGrid,39,7,cleveland,174.550,175.130,NN,13.2294,4.27,8
audio03.TextGrid,40,1,have,175.840,176.080,VB,18.2224,6.71,3
audio03.TextGrid,40,2,faith,176.080,176.470,VBN,21.1006,4.82,3
audio03.TextGrid,40,3,in,176.470,176.600,IN,5.6918,7.27,2
audio03.TextGrid,40,4,the,176.600,176.700,DT,3.0793,7.73,2
audio03.TextGrid,40,5,yankees,176.700,177.190,NNS,20.2428,3.93,6
audio03.TextGrid,40,6,my,177.190,177.390,PRP$,12.4524,6.57,2
audio03.TextGrid,40,7,son,177.390,177.760,NN,7.8187,5.28,3
audio03.TextGrid,40,8,think,178.250,178.460,NN,12.5556,6.08,4
audio03.TextGrid,40,9,of,178.460,178.560,IN,5.0574,7.4,2
audio03.TextGrid,40,10,the,178.560,178.660,DT,3.7883,7.73,2
audio03.TextGrid,40,11,great,178.660,178.880,JJ,6.0834,5.88,4
audio03.TextGrid,40,12,dimaggio,178.880,179.600,NN,33.2429,2.53,7
audio04.TextGrid,1,1,i,0.880,1.000,NN,5.7704,7.09,1
audio04.TextGrid,1,2,fear,1.000,1.240,VBP,20.4094,4.95,3
audio04.TextGrid,1,3,both,1.240,1.490,DT,12.0053,5.79,3
audio04.TextGrid,1,4,the,1.490,1.590,DT,4.1801,7.73,2
audio04.TextGrid,1,5,tigers,1.590,2.120,NNS,15.6471,4.15,5
audio04.TextGrid,1,6,of,2.120,2.200,IN,4.3516,7.4,2
audio04.TextGrid,1,7,detroit,2.200,2.750,NN,13.4131,4.35,6
audio04.TextGrid,1,8,and,2.750,2.910,CC,0.9458,7.41,2
audio04.TextGrid,1,9,the,2.910,3.080,DT,2.0041,7.73,2
audio04.TextGrid,1,10,indians,3.080,3.460,NNS,13.5883,4.25,7
audio04.TextGrid,1,11,of,3.460,3.580,IN,1.4828,7.4,2
audio04.TextGrid,1,12,cleveland,3.580,4.130,NN,8.8597,4.27,8
audio04.TextGrid,2,1,be,5.350,5.450,VB,11.7710,6.79,2
audio04.TextGrid,2,2,careful,5.450,5.950,JJ,10.8561,4.59,6
audio04.TextGrid,2,3,or,6.060,6.210,CC,9.5422,6.54,2
audio04.TextGrid,2,4,you,6.210,6.300,PRP,1.3662,6.98,2
audio04.TextGrid,2,5,will,6.300,6.500,MD,0.6700,6.45,3
audio04.TextGrid,2,6,fear,6.500,6.820,VB,11.4070,4.95,3
audio04.TextGrid,2,7,even,6.820,7.050,RB,10.5298,5.99,4
audio04.TextGrid,2,8,the,7.050,7.140,DT,2.2910,7.73,2
audio04.TextGrid,2,9,reds,7.140,7.420,NNS,16.5262,3.91,4
audio04.TextGrid,2,10,of,7.420,7.510,IN,3.6155,7.4,2
audio04.TextGrid,2,11,cincinnati,7.510,8.220,NN,14.4375,3.96,9
audio04.TextGrid,2,12,and,8.220,8.320,CC,5.2841,7.41,2
audio04.TextGrid,2,13,the,8.320,8.400,DT,2.9437,7.73,2
audio04.TextGrid,2,14,white,8.400,8.690,JJ,5.9755,5.51,3
audio04.TextGrid,2,15,sax,8.690,9.030,NN,17.6664,3.15,4
audio04.TextGrid,2,16,of,9.030,9.120,IN,5.3553,7.4,2
audio04.TextGrid,2,17,chicago,9.120,9.760,NN,7.6049,4.83,6
audio04.TextGrid,3,1,you,11.120,11.280,PRP,14.0194,6.98,2
audio04.TextGrid,3,2,study,11.280,11.670,VBP,16.5917,5.26,5
audio04.TextGrid,3,3,it,11.670,11.780,PRP,5.3920,6.95,2
audio04.TextGrid,3,4,and,11.780,11.870,CC,5.1615,7.41,2
