fichier,phrase_id,position,mot,onset,offset,POS,surprise_llm,freq_zipf,n_phones
audio10.TextGrid,5,9,bird,20.960,21.260,NN,12.0835,4.63,3
audio10.TextGrid,5,10,was,21.260,21.370,VBD,3.7424,6.82,3
audio10.TextGrid,5,11,circling,21.370,21.980,VBG,18.2312,3.33,6
audio10.TextGrid,6,1,he,22.460,22.570,PRP,13.2074,6.69,2
audio10.TextGrid,6,2,did,22.570,22.710,VBD,8.8372,5.96,3
audio10.TextGrid,6,3,not,22.710,22.930,RB,1.9436,6.69,3
audio10.TextGrid,6,4,hurry,22.930,23.300,VB,14.8800,4.14,3
audio10.TextGrid,6,5,and,23.300,23.410,CC,7.4156,7.41,3
audio10.TextGrid,6,6,he,23.410,23.500,PRP,4.0099,6.69,2
audio10.TextGrid,6,7,kept,23.500,23.790,VBD,13.8646,5.0,4
audio10.TextGrid,6,8,his,23.790,23.930,PRP$,4.8499,6.51,3
audio10.TextGrid,6,9,lines,23.930,24.350,NNS,12.0422,4.95,4
audio10.TextGrid,6,10,straight,24.350,24.730,VBD,12.5382,5.04,5
audio10.TextGrid,6,11,up,24.730,24.870,RB,6.6466,6.39,2
audio10.TextGrid,6,12,and,24.870,24.970,CC,3.1513,7.41,2
audio10.TextGrid,6,13,down,24.970,25.350,RB,5.2807,5.88,3
audio10.TextGrid,7,1,but,25.960,26.090,CC,16.1685,6.63,3
audio10.TextGrid,7,2,he,26.090,26.200,PRP,7.1638,6.69,2
audio10.TextGrid,7,3,crowded,26.200,26.620,VBD,18.2681,3.98,6
audio10.TextGrid,7,4,the,26.620,26.690,DT,4.7826,7.73,2
audio10.TextGrid,7,5,current,26.690,27.030,JJ,14.5030,5.27,5
audio10.TextGrid,7,6,a,27.030,27.080,DT,7.7256,7.36,1
audio10.TextGrid,7,7,little,27.080,27.380,JJ,10.9836,5.75,5
audio10.TextGrid,7,8,so,27.380,27.530,RB,9.8112,6.52,2
audio10.TextGrid,7,9,that,27.530,27.660,IN,3.9928,7.01,3
audio10.TextGrid,7,10,he,27.660,27.720,PRP,3.1988,6.69,2
audio10.TextGrid,7,11,was,27.720,27.850,VBD,3.1364,6.82,3
audio10.TextGrid,7,12,still,27.850,28.090,RB,6.4905,5.92,4
audio10.TextGrid,7,13,fishing,28.090,28.420,VBG,14.3696,4.47,5
audio10.TextGrid,7,14,correctly,28.420,28.970,RB,17.3551,4.21,7
audio10.TextGrid,7,15,though,29.150,29.350,IN,11.9650,5.5,2
audio10.TextGrid,7,16,faster,29.350,29.860,JJR,16.7996,4.64,5
audio10.TextGrid,7,17,than,29.860,29.990,IN,2.4895,6.13,3
audio10.TextGrid,7,18,he,29.990,30.050,PRP,3.5745,6.69,2
audio10.TextGrid,7,19,would,30.050,30.200,MD,3.6918,6.27,3
audio10.TextGrid,7,20,have,30.200,30.290,VB,1.3673,6.71,3
audio10.TextGrid,7,21,fished,30.290,30.620,VBN,9.7131,3.08,4
audio10.TextGrid,7,22,if,30.620,30.710,IN,6.4312,6.47,2
audio10.TextGrid,7,23,he,30.710,30.800,PRP,0.9344,6.69,2
audio10.TextGrid,7,24,was,30.800,30.960,VBD,3.3854,6.82,3
audio10.TextGrid,7,25,not,30.960,31.180,RB,5.7845,6.69,3
audio10.TextGrid,7,26,trying,31.180,31.410,VBG,7.5328,5.47,4
audio10.TextGrid,7,27,to,31.410,31.510,TO,0.1592,7.43,2
audio10.TextGrid,7,28,use,31.510,31.800,VB,7.1849,5.81,3
audio10.TextGrid,7,29,the,31.800,31.870,DT,2.7561,7.73,2
audio10.TextGrid,7,30,bird,31.870,32.320,NN,11.6041,4.63,3
audio10.TextGrid,8,1,the,33.610,33.690,DT,11.8924,7.73,2
audio10.TextGrid,8,2,bird,33.690,33.930,NN,13.1626,4.63,3
audio10.TextGrid,8,3,went,33.930,34.160,VBD,15.5824,5.5,4
audio10.TextGrid,8,4,higher,34.160,34.450,JJR,13.7474,5.18,3
audio10.TextGrid,8,5,in,34.450,34.550,IN,4.0149,7.27,2
audio10.TextGrid,8,6,the,34.550,34.790,DT,2.0514,7.73,2
audio10.TextGrid,8,7,air,34.790,34.980,NN,8.7763,5.37,2
audio10.TextGrid,8,8,and,34.980,35.110,CC,5.2761,7.41,3
audio10.TextGrid,8,9,circled,35.110,35.460,VBD,19.7260,3.17,6
audio10.TextGrid,8,10,again,35.460,35.880,RB,9.6441,5.7,4
audio10.TextGrid,8,11,his,35.990,36.160,PRP$,9.9173,6.51,3
audio10.TextGrid,8,12,wings,36.160,36.530,NNS,9.9785,4.44,4
audio10.TextGrid,8,13,motionless,36.530,37.240,NN,27.3937,2.97,8
audio10.TextGrid,9,1,then,38.090,38.260,RB,17.9329,6.07,3
audio10.TextGrid,9,2,he,38.260,38.410,PRP,9.1670,6.69,2
audio10.TextGrid,9,3,dove,38.410,38.740,VB,20.8400,3.67,3
audio10.TextGrid,9,4,suddenly,38.740,39.230,RB,13.5878,4.69,7
audio10.TextGrid,9,5,and,39.230,39.310,CC,8.2772,7.41,2
audio10.TextGrid,9,6,the,39.310,39.410,DT,5.4458,7.73,2
audio10.TextGrid,9,7,old,39.410,39.590,JJ,9.0669,5.75,3
audio10.TextGrid,9,8,man,39.590,39.830,NN,3.1091,5.82,3
audio10.TextGrid,9,9,saw,39.830,40.080,VBD,9.0334,5.34,2
audio10.TextGrid,9,10,flying,40.080,40.520,VBG,14.4418,4.71,5
audio10.TextGrid,9,11,fish,40.520,40.830,JJ,10.8391,4.9,3
audio10.TextGrid,9,12,spurt,40.830,41.190,VBN,24.5740,2.84,4
audio10.TextGrid,9,13,out,41.190,41.320,IN,5.4021,6.38,2
audio10.TextGrid,9,14,of,41.320,41.410,IN,1.9150,7.4,2
audio10.TextGrid,9,15,the,41.410,41.470,DT,2.3207,7.73,2
audio10.TextGrid,9,16,water,41.470,41.880,NN,7.9922,5.52,4
audio10.TextGrid,9,17,and,41.880,41.990,CC,3.8096,7.41,3
audio10.TextGrid,9,18,sail,41.990,42.250,NN,14.6056,4.01,3
audio10.TextGrid,9,19,desperately,42.250,42.890,RB,18.9200,3.98,9
audio10.TextGrid,9,20,over,42.890,43.080,IN,7.3852,6.08,3
audio10.TextGrid,9,21,the,43.080,43.180,DT,1.3321,7.73,2
audio10.TextGrid,9,22,surface,43.180,43.780,NN,8.0776,4.83,5
audio10.TextGrid,9,23,dolphin,44.700,45.330,VBZ,23.2799,3.67,6
audio10.TextGrid,9,24,the,45.700,45.810,DT,6.5156,7.73,2
audio10.TextGrid,9,25,old,45.810,46.030,JJ,5.1243,5.75,3
audio10.TextGrid,9,26,man,46.030,46.280,NN,0.1380,5.82,3
audio10.TextGrid,9,27,said,46.280,46.510,VBD,6.0938,6.01,3
audio10.TextGrid,9,28,aloud,46.510,46.960,JJ,21.5263,3.51,4
audio10.TextGrid,10,1,big,47.570,47.800,JJ,14.4302,5.67,3
audio10.TextGrid,10,2,dolphin,47.800,48.310,NN,17.4034,3.67,6
audio10.TextGrid,10,3,he,49.810,49.940,PRP,9.6127,6.69,2
audio10.TextGrid,10,4,shipped,49.940,50.200,VBD,24.8203,4.03,4
audio10.TextGrid,10,5,his,50.200,50.380,PRP$,5.1948,6.51,3
audio10.TextGrid,10,6,oars,50.380,50.830,NNS,19.5816,3.01,3
audio10.TextGrid,10,7,and,50.830,50.950,CC,5.0957,7.41,2
audio10.TextGrid,10,8,brought,50.950,51.170,VBD,12.1334,5.16,4
audio10.TextGrid,10,9,a,51.170,51.240,DT,4.7202,7.36,1
audio10.TextGrid,10,10,small,51.240,51.660,JJ,8.3275,5.51,4
audio10.TextGrid,10,11,line,51.660,51.930,NN,11.2483,5.49,3
audio10.TextGrid,10,12,from,51.930,52.100,IN,6.8085,6.63,3
audio10.TextGrid,10,13,under,52.100,52.270,IN,9.8670,5.73,4
audio10.TextGrid,10,14,the,52.270,52.360,DT,1.3580,7.73,2
audio10.TextGrid,10,15,bow,52.360,52.800,NN,10.2693,4.3,2
audio10.TextGrid,11,1,it,53.470,53.560,PRP,11.0007,6.95,2
audio10.TextGrid,11,2,had,53.560,53.690,VBD,11.1959,6.33,3
audio10.TextGrid,11,3,a,53.690,53.720,DT,4.6490,7.36,1
audio10.TextGrid,11,4,wire,53.720,54.150,NN,15.1531,4.43,3
audio10.TextGrid,11,5,leader,54.150,54.540,NN,13.6631,4.95,4
audio10.TextGrid,11,6,and,54.540,54.700,CC,6.1170,7.41,3
audio10.TextGrid,11,7,a,54.700,54.740,DT,3.2767,7.36,1
audio10.TextGrid,11,8,medium,54.740,55.150,NN,13.6527,4.61,6
audio10.TextGrid,11,9,sized,55.150,55.610,VBN,15.7368,4.27,4
audio10.TextGrid,11,10,hook,55.610,55.890,NN,12.9942,4.37,3
audio10.TextGrid,12,1,and,56.380,56.510,CC,13.4350,7.41,2
audio10.TextGrid,12,2,he,56.510,56.630,PRP,9.2683,6.69,2
audio10.TextGrid,12,3,baited,56.630,57.020,VBD,20.3809,2.78,5
audio10.TextGrid,12,4,it,57.020,57.170,PRP,5.3783,6.95,2
audio10.TextGrid,12,5,with,57.170,57.310,IN,5.6893,6.85,3
audio10.TextGrid,12,6,one,57.310,57.470,CD,7.2983,6.47,4
audio10.TextGrid,12,7,of,57.470,57.550,IN,3.3325,7.4,2
audio10.TextGrid,12,8,the,57.550,57.640,DT,1.6587,7.73,2
audio10.TextGrid,12,9,sardines,57.640,58.470,NNS,21.3667,2.93,7
audio10.TextGrid,13,1,he,59.290,59.400,PRP,13.2074,6.69,2
audio10.TextGrid,13,2,let,59.400,59.550,VB,13.4353,5.6,3
audio10.TextGrid,13,3,it,59.550,59.630,PRP,4.5269,6.95,2
audio10.TextGrid,13,4,go,59.630,59.810,VB,3.1773,6.03,2
audio10.TextGrid,13,5,over,59.810,60.060,IN,9.8456,6.08,3
audio10.TextGrid,13,6,the,60.060,60.170,DT,2.1869,7.73,2
audio10.TextGrid,13,7,side,60.170,60.640,NN,7.8674,5.5,3
audio10.TextGrid,13,8,and,60.640,60.780,CC,4.0098,7.41,2
audio10.TextGrid,13,9,then,60.780,60.960,RB,4.8483,6.07,3
audio10.TextGrid,13,10,made,60.960,61.120,VBD,8.7900,5.92,3
audio10.TextGrid,13,11,it,61.120,61.230,PRP,1.8267,6.95,2
audio10.TextGrid,13,12,fast,61.230,61.630,VBZ,9.4938,5.13,4
audio10.TextGrid,13,13,to,61.630,61.720,TO,4.1351,7.43,2
audio10.TextGrid,13,14,a,61.720,61.800,DT,6.2087,7.36,1
audio10.TextGrid,13,15,ring,61.800,62.030,NN,12.4550,4.81,3
audio10.TextGrid,13,16,bolt,62.030,62.340,NN,14.4939,4.04,4
audio10.TextGrid,13,17,in,62.340,62.430,IN,5.1004,7.27,2
audio10.TextGrid,13,18,the,62.430,62.530,DT,0.9162,7.73,2
audio10.TextGrid,13,19,stern,62.530,63.070,NN,14.8700,3.9,4
audio10.TextGrid,14,1,then,64.120,64.380,RB,17.9329,6.07,3
audio10.TextGrid,14,2,he,64.380,64.560,PRP,9.1670,6.69,2
audio10.TextGrid,14,3,baited,64.560,64.950,VBD,20.4098,2.78,5
audio10.TextGrid,14,4,another,64.950,65.270,DT,11.3443,5.74,5
audio10.TextGrid,14,5,line,65.270,65.650,NN,8.1177,5.49,3
audio10.TextGrid,14,6,and,65.650,65.890,CC,6.0867,7.41,3
audio10.TextGrid,14,7,left,65.890,66.190,VBD,7.6629,5.62,4
audio10.TextGrid,14,8,it,66.190,66.330,PRP,5.1547,6.95,2
audio10.TextGrid,14,9,coiled,66.330,66.790,VBD,25.3077,2.9,4
audio10.TextGrid,14,10,in,66.790,66.880,IN,3.5372,7.27,2
audio10.TextGrid,14,11,the,66.880,66.960,DT,1.6508,7.73,2
audio10.TextGrid,14,12,shade,66.960,67.250,NN,11.4164,4.16,3
audio10.TextGrid,14,13,of,67.250,67.340,IN,1.9098,7.4,2
audio10.TextGrid,14,14,the,67.340,67.410,DT,1.6240,7.73,2
audio10.TextGrid,14,15,bow,67.410,67.810,NN,11.5903,4.3,2
audio10.TextGrid,15,1,he,68.630,68.730,PRP,13.2074,6.69,2
audio10.TextGrid,15,2,went,68.730,68.920,VBD,11.7622,5.5,4
audio10.TextGrid,15,3,back,68.920,69.130,RB,5.1239,6.04,3
audio10.TextGrid,15,4,to,69.130,69.240,TO,1.1517,7.43,2
audio10.TextGrid,15,5,rowing,69.240,69.740,NN,20.4655,3.39,4
audio10.TextGrid,15,6,and,69.810,69.960,CC,5.2513,7.41,2
audio10.TextGrid,15,7,to,69.960,70.050,TO,5.8983,7.43,2
audio10.TextGrid,15,8,watching,70.050,70.500,VBG,18.6171,5.02,5
audio10.TextGrid,15,9,the,70.500,70.560,DT,2.6897,7.73,2
audio10.TextGrid,15,10,long,70.560,70.900,JJ,10.7199,5.81,3
audio10.TextGrid,15,11,winged,70.900,71.240,JJ,17.6701,3.44,4
audio10.TextGrid,15,12,black,71.240,71.580,JJ,11.4034,5.46,4
audio10.TextGrid,15,13,bird,71.580,72.040,NN,10.2427,4.63,3
audio10.TextGrid,15,14,who,72.040,72.100,WP,8.3450,6.34,2
audio10.TextGrid,15,15,was,72.100,72.370,VBD,2.7409,6.82,3
audio10.TextGrid,15,16,working,72.370,72.810,VBG,9.4244,5.45,5
audio10.TextGrid,15,17,now,72.810,73.170,RB,11.2531,6.18,2
audio10.TextGrid,15,18,low,73.320,73.600,JJ,12.6492,5.33,2
audio10.TextGrid,15,19,over,73.600,73.810,IN,7.3039,6.08,3
audio10.TextGrid,15,20,the,73.810,73.890,DT,1.5101,7.73,2
audio10.TextGrid,15,21,water,73.890,74.400,NN,7.0294,5.52,4
audio10.TextGrid,16,1,as,75.540,75.670,IN,11.5576,6.77,2
audio10.TextGrid,16,2,he,75.670,75.750,PRP,11.0223,6.69,2
audio10.TextGrid,16,3,watched,75.750,76.300,VBD,12.7946,4.72,4
audio10.TextGrid,16,4,the,76.300,76.470,DT,7.9245,7.73,2
audio10.TextGrid,16,5,bird,76.470,76.760,NN,12.9489,4.63,3
audio10.TextGrid,16,6,dipped,76.760,77.010,VBD,21.6396,3.54,4
audio10.TextGrid,16,7,again,77.010,77.480,RB,11.0051,5.7,4
audio10.TextGrid,16,8,slanting,77.480,77.980,VBG,25.2954,2.25,7
audio10.TextGrid,16,9,his,77.980,78.160,PRP$,4.3423,6.51,3
audio10.TextGrid,16,10,wings,78.160,78.470,NNS,10.0210,4.44,4
audio10.TextGrid,16,11,for,78.470,78.600,IN,6.2350,7.01,2
audio10.TextGrid,16,12,the,78.600,78.700,DT,2.2054,7.73,2
audio10.TextGrid,16,13,dive,78.700,79.160,NN,15.1765,4.12,3
audio10.TextGrid,16,14,and,79.160,79.270,CC,6.8395,7.41,2
audio10.TextGrid,16,15,then,79.270,79.490,RB,5.2019,6.07,3
audio10.TextGrid,16,16,swinging,79.490,79.920,VBG,13.4757,3.79,6
audio10.TextGrid,16,17,them,79.920,80.090,PRP,5.9114,6.19,3
audio10.TextGrid,16,18,wildly,80.090,80.630,RB,13.7908,3.71,6
audio10.TextGrid,16,19,and,80.630,80.770,CC,6.6236,7.41,3
audio10.TextGrid,16,20,ineffectually,80.770,81.550,RB,25.4837,1.72,12
audio10.TextGrid,16,21,as,81.550,81.670,IN,5.5740,6.77,2
audio10.TextGrid,16,22,he,81.670,81.800,PRP,1.8358,6.69,2
audio10.TextGrid,16,23,followed,81.800,82.130,VBD,9.8385,5.05,5
audio10.TextGrid,16,24,the,82.130,82.210,DT,2.5120,7.73,2
audio10.TextGrid,16,25,flying,82.210,82.600,VBG,8.0317,4.71,5
audio10.TextGrid,16,26,fish,82.600,83.000,NN,9.1070,4.9,3
audio10.TextGrid,17,1,the,84.110,84.220,DT,11.8924,7.73,2
audio10.TextGrid,17,2,old,84.220,84.400,JJ,9.2031,5.75,3
audio10.TextGrid,17,3,man,84.400,84.640,NN,4.4194,5.82,3
audio10.TextGrid,17,4,could,84.640,84.820,MD,10.5237,6.06,3
audio10.TextGrid,17,5,see,84.820,84.960,VB,7.1665,6.1,2
audio10.TextGrid,17,6,the,84.960,85.060,DT,2.3167,7.73,2
audio10.TextGrid,17,7,slight,85.060,85.410,JJ,14.1851,4.22,4
audio10.TextGrid,17,8,bulge,85.410,85.760,NN,19.4761,3.24,4
audio10.TextGrid,17,9,in,85.760,85.840,IN,5.1107,7.27,2
audio10.TextGrid,17,10,the,85.840,85.920,DT,1.7230,7.73,2
audio10.TextGrid,17,11,water,85.920,86.320,NN,9.9060,5.52,4
audio10.TextGrid,17,12,that,86.320,86.460,IN,7.9907,7.01,3
audio10.TextGrid,17,13,the,86.460,86.540,DT,6.5546,7.73,2
audio10.TextGrid,17,14,big,86.540,86.780,JJ,8.6169,5.67,3
audio10.TextGrid,17,15,dolphin,86.780,87.180,NN,17.3694,3.67,6
audio10.TextGrid,17,16,raised,87.180,87.680,VBD,12.2350,4.84,4
audio10.TextGrid,17,17,as,87.680,87.790,IN,7.7768,6.77,2
audio10.TextGrid,17,18,they,87.790,87.950,PRP,6.1326,6.5,2
audio10.TextGrid,17,19,followed,87.950,88.310,VBD,10.6368,5.05,5
audio10.TextGrid,17,20,the,88.310,88.440,DT,2.7730,7.73,2
audio10.TextGrid,17,21,escaping,88.440,88.940,VBG,17.7431,3.73,7
audio10.TextGrid,17,22,fish,88.940,89.340,NN,10.2908,4.9,3
audio10.TextGrid,18,1,the,90.160,90.240,DT,11.8924,7.73,2
audio10.TextGrid,18,2,dolphin,90.240,90.630,NN,16.8287,3.67,6
audio10.TextGrid,18,3,were,90.630,90.760,VBD,15.1413,6.34,2
audio10.TextGrid,18,4,cutting,90.760,91.130,VBG,14.1071,4.61,5
audio10.TextGrid,18,5,through,91.130,91.290,IN,7.1830,5.87,3
audio10.TextGrid,18,6,the,91.290,91.350,DT,1.4899,7.73,2
audio10.TextGrid,18,7,water,91.350,91.700,NN,8.7623,5.52,4
audio10.TextGrid,18,8,below,91.700,92.060,IN,8.8628,5.05,4
audio10.TextGrid,18,9,the,92.060,92.160,DT,2.0932,7.73,2
audio10.TextGrid,18,10,flight,92.160,92.450,NN,12.6503,4.86,4
audio10.TextGrid,18,11,of,92.450,92.520,IN,3.0651,7.4,2
audio10.TextGrid,18,12,the,92.520,92.610,DT,2.0132,7.73,2
audio10.TextGrid,18,13,fish,92.610,92.920,NN,9.9592,4.9,3
audio10.TextGrid,18,14,and,93.320,93.410,CC,4.3286,7.41,2
audio10.TextGrid,18,15,would,93.410,93.570,MD,7.6573,6.27,3
audio10.TextGrid,18,16,be,93.570,93.750,VB,2.1709,6.79,2
audio10.TextGrid,18,17,in,93.750,93.840,IN,4.6089,7.27,2
audio10.TextGrid,18,18,the,93.840,93.900,DT,3.0721,7.73,2
audio10.TextGrid,18,19,water,93.900,94.300,NN,4.7661,5.52,4
audio10.TextGrid,18,20,driving,94.670,95.090,NN,14.6494,4.9,6
audio10.TextGrid,18,21,at,95.090,95.200,IN,6.8241,6.7,2
audio10.TextGrid,18,22,speed,95.200,95.650,NN,10.9016,5.0,4
audio10.TextGrid,18,23,when,95.650,95.810,WRB,8.9532,6.37,3
audio10.TextGrid,18,24,the,95.810,95.870,DT,1.8082,7.73,2
audio10.TextGrid,18,25,fish,95.870,96.160,NN,4.1864,4.9,3
audio10.TextGrid,18,26,dropped,96.160,96.680,VBD,10.7969,4.73,5
audio10.TextGrid,19,1,it,97.780,97.900,PRP,11.0007,6.95,2
audio10.TextGrid,19,2,is,97.900,98.010,VBZ,3.1661,7.07,2
audio10.TextGrid,19,3,a,98.010,98.070,DT,4.7873,7.36,1
audio10.TextGrid,19,4,big,98.070,98.340,JJ,5.8878,5.67,3
audio10.TextGrid,19,5,school,98.340,98.630,NN,10.8780,5.71,4
audio10.TextGrid,19,6,of,98.630,98.710,IN,5.1844,7.4,2
audio10.TextGrid,19,7,dolphin,98.710,99.140,NN,18.1138,3.67,6
audio10.TextGrid,19,8,he,99.390,99.500,PRP,10.1701,6.69,2
audio10.TextGrid,19,9,thought,99.500,99.910,VBD,17.8512,5.59,3
audio10.TextGrid,20,1,they,100.440,100.570,PRP,20.3883,6.5,2
audio10.TextGrid,20,2,are,100.570,100.730,VBP,3.2684,6.74,2
audio10.TextGrid,20,3,widespread,100.730,101.580,JJ,19.4487,4.19,8
audio10.TextGrid,20,4,and,101.940,102.030,CC,6.0274,7.41,2
audio10.TextGrid,20,5,the,102.030,102.120,DT,4.7644,7.73,2
audio10.TextGrid,20,6,flying,102.120,102.520,VBG,13.1097,4.71,5
audio10.TextGrid,20,7,fish,102.520,102.790,NN,9.3734,4.9,3
audio10.TextGrid,20,8,have,102.790,102.960,VBP,4.6940,6.71,3
audio10.TextGrid,20,9,little,102.960,103.210,JJ,8.7468,5.75,5
audio10.TextGrid,20,10,chance,103.210,103.840,NN,11.5004,5.26,4
audio10.TextGrid,21,1,the,104.520,104.620,DT,11.8924,7.73,2
audio10.TextGrid,21,2,bird,104.620,104.940,NN,13.1626,4.63,3
audio10.TextGrid,21,3,has,104.940,105.120,VBZ,8.6957,6.37,3
audio10.TextGrid,21,4,no,105.120,105.320,DT,6.2200,6.35,2
audio10.TextGrid,21,5,chance,105.320,105.890,NN,9.1232,5.26,4
audio10.TextGrid,21,6,the,106.280,106.370,DT,9.6508,7.73,2
audio10.TextGrid,21,7,flying,106.370,106.700,VBG,11.0578,4.71,5
audio10.TextGrid,21,8,fish,106.700,106.960,NN,8.0688,4.9,3
audio10.TextGrid,21,9,are,106.960,107.040,VBP,5.6670,6.74,1
audio10.TextGrid,21,10,too,107.040,107.220,RB,12.0481,5.95,2
audio10.TextGrid,21,11,big,107.220,107.500,JJ,5.5798,5.67,3
audio10.TextGrid,21,12,for,107.500,107.680,IN,6.4417,7.01,3
audio10.TextGrid,21,13,him,107.680,107.930,PRP,8.6491,6.11,3
audio10.TextGrid,21,14,and,108.280,108.390,CC,4.7043,7.41,2
audio10.TextGrid,21,15,they,108.390,108.510,PRP,4.7781,6.5,2
audio10.TextGrid,21,16,go,108.510,108.720,VBP,7.8540,6.03,2
audio10.TextGrid,21,17,too,108.720,108.880,RB,10.5774,5.95,2
audio10.TextGrid,21,18,fast,108.880,109.560,RB,8.2135,5.13,4
audio10.TextGrid,22,1,he,111.110,111.210,PRP,13.2074,6.69,2
audio10.TextGrid,22,2,watched,111.210,111.530,VBD,13.9137,4.72,4
audio10.TextGrid,22,3,the,111.530,111.640,DT,9.7794,7.73,2
audio10.TextGrid,22,4,flying,111.640,112.000,VBG,13.7559,4.71,5
audio10.TextGrid,22,5,fish,112.000,112.250,JJ,9.7362,4.9,3
audio10.TextGrid,22,6,burst,112.250,112.600,NN,14.0431,4.15,4
audio10.TextGrid,22,7,out,112.600,112.760,RB,7.9070,6.38,2
audio10.TextGrid,22,8,again,112.760,113.150,RB,9.9740,5.7,4
audio10.TextGrid,22,9,and,113.150,113.290,CC,9.4000,7.41,3
audio10.TextGrid,22,10,again,113.290,113.740,RB,10.5737,5.7,4
audio10.TextGrid,22,11,and,113.850,113.970,CC,6.0735,7.41,2
audio10.TextGrid,22,12,the,113.970,114.110,DT,6.6489,7.73,2
audio10.TextGrid,22,13,ineffectual,114.110,114.650,JJ,29.0776,2.83,10
audio10.TextGrid,22,14,movements,114.650,115.120,NNS,13.0622,4.35,8
audio10.TextGrid,22,15,of,115.120,115.190,IN,1.6026,7.4,2
audio10.TextGrid,22,16,the,115.190,115.290,DT,2.1092,7.73,2
audio10.TextGrid,22,17,bird,115.290,115.760,NN,9.3564,4.63,3
audio10.TextGrid,23,1,that,116.900,117.120,DT,16.1379,7.01,3
audio10.TextGrid,23,2,school,117.120,117.570,NN,10.6465,5.71,4
audio10.TextGrid,23,3,has,117.570,117.680,VBZ,3.7366,6.37,3
audio10.TextGrid,23,4,gotten,117.680,117.990,VBN,11.0938,4.47,5
audio10.TextGrid,23,5,away,117.990,118.240,RP,7.4128,5.62,3
audio10.TextGrid,23,6,from,118.240,118.450,IN,2.2013,6.63,3
audio10.TextGrid,23,7,me,118.450,118.680,PRP,4.7009,6.48,2
audio10.TextGrid,23,8,he,118.820,118.940,PRP,9.2782,6.69,2
audio10.TextGrid,23,9,thought,118.940,119.300,VBD,9.9745,5.59,3
audio10.TextGrid,24,1,they,119.950,120.080,PRP,20.3883,6.5,2
audio10.TextGrid,24,2,are,120.080,120.170,VBP,3.2684,6.74,2
audio10.TextGrid,24,3,moving,120.170,120.500,VBG,9.2908,5.02,5
audio10.TextGrid,24,4,out,120.500,120.650,RP,4.1987,6.38,2
audio10.TextGrid,24,5,too,120.650,120.910,RB,15.0332,5.95,2
audio10.TextGrid,24,6,fast,120.910,121.360,RB,6.6737,5.13,4
audio10.TextGrid,24,7,and,121.360,121.550,CC,4.0147,7.41,3
audio10.TextGrid,24,8,too,121.550,121.630,RB,7.4641,5.95,2
audio10.TextGrid,24,9,far,121.630,122.080,RB,6.3707,5.5,3
audio10.TextGrid,25,1,but,122.980,123.120,CC,16.1685,6.63,3
audio10.TextGrid,25,2,perhaps,123.120,123.510,RB,17.1658,5.09,6
audio10.TextGrid,25,3,i,123.510,123.590,VB,5.3531,7.09,1
audio10.TextGrid,25,4,will,123.590,123.750,MD,5.9686,6.45,3
audio10.TextGrid,25,5,pick,123.750,123.940,VB,10.3589,5.08,3
audio10.TextGrid,25,6,up,123.940,124.070,RP,2.1487,6.39,2
audio10.TextGrid,25,7,a,124.070,124.120,DT,3.7348,7.36,1
audio10.TextGrid,25,8,stray,124.120,124.660,NN,15.2887,3.74,4
audio10.TextGrid,25,9,and,124.880,124.970,CC,5.7194,7.41,2
audio10.TextGrid,25,10,perhaps,124.970,125.370,RB,10.2448,5.09,6
audio10.TextGrid,25,11,my,125.370,125.560,PRP$,5.4836,6.57,2
audio10.TextGrid,25,12,big,125.560,125.840,JJ,9.6255,5.67,3
audio10.TextGrid,25,13,fish,125.840,126.070,NN,14.0344,4.9,3
audio10.TextGrid,25,14,is,126.070,126.190,VBZ,3.7010,7.07,2
audio10.TextGrid,25,15,around,126.190,126.530,IN,10.1192,5.77,4
audio10.TextGrid,25,16,them,126.530,126.840,PRP,7.6605,6.19,3
audio10.TextGrid,26,1,my,127.640,127.830,PRP$,14.3643,6.57,2
audio10.TextGrid,26,2,big,127.830,128.140,JJ,10.7981,5.67,3
audio10.TextGrid,26,3,fish,128.140,128.460,NN,16.4518,4.9,3
audio10.TextGrid,26,4,must,128.460,128.700,MD,10.7791,5.68,4
audio10.TextGrid,26,5,be,128.750,128.900,VB,0.9991,6.79,2
audio10.TextGrid,26,6,somewhere,128.900,129.450,RB,13.0146,4.74,6
audio10.TextGrid,27,1,the,132.020,132.090,DT,11.8924,7.73,2
audio10.TextGrid,27,2,clouds,132.090,132.540,NN,14.8386,4.16,5
audio10.TextGrid,27,3,over,132.540,132.710,IN,11.6731,6.08,3
audio10.TextGrid,27,4,the,132.710,132.810,DT,2.6431,7.73,2
audio10.TextGrid,27,5,land,132.810,133.290,NN,9.7097,5.22,4
audio10.TextGrid,27,6,now,133.290,133.620,RB,10.0921,6.18,2
audio10.TextGrid,27,7,rose,133.620,134.010,VBD,14.8294,4.82,3
audio10.TextGrid,27,8,like,134.010,134.240,IN,8.4643,6.41,3
audio10.TextGrid,27,9,mountains,134.240,135.030,NNS,15.8735,4.5,7
audio10.TextGrid,27,10,and,135.170,135.260,CC,4.6264,7.41,2
audio10.TextGrid,27,11,the,135.260,135.340,DT,4.3693,7.73,2
audio10.TextGrid,27,12,coast,135.340,135.780,NN,10.6514,4.87,4
audio10.TextGrid,27,13,was,135.780,135.910,VBD,8.5878,6.82,3
audio10.TextGrid,27,14,only,135.910,136.190,RB,11.1842,6.12,4
audio10.TextGrid,27,15,a,136.190,136.260,DT,2.8722,7.36,1
