fichier,phrase_id_con,position_con,mot_con,onset,offset_con,POS,surprisal_bits,oov,phrase_id_dep,position_dep,mot_dep,offset_dep,relation,tete,tete_position,tete_onset,profondeur,dist_pos,dist_temps,est_tete,mot,offset,duree
audio02.TextGrid,51.0,4.0,big,152.41,152.65,JJ,7.2249,0.0,40,19,BIG,152.65,,AID,25.0,153.35,1.0,6.0,0.9399999999999977,False,big,152.65,0.2400000000000091
audio02.TextGrid,51.0,5.0,we,152.65,152.73,PRP,4.175,0.0,40,20,WE,152.73,,AID,25.0,153.35,1.0,5.0,0.6999999999999886,False,we,152.73,0.07999999999998408
audio02.TextGrid,51.0,6.0,can,152.73,152.88,MD,3.3018,0.0,40,21,CAN,152.88,,AID,25.0,153.35,1.0,4.0,0.6200000000000045,False,can,152.88,0.15000000000000568
audio02.TextGrid,51.0,7.0,come,152.88,153.08,VB,7.6181,0.0,40,22,COME,153.08,,AID,25.0,153.35,1.0,3.0,0.46999999999999886,False,come,153.08,0.20000000000001705
audio02.TextGrid,51.0,8.0,to,153.08,153.16,TO,-0.0,0.0,40,23,TO,153.16,,AID,25.0,153.35,1.0,2.0,0.2699999999999818,False,to,153.16,0.07999999999998408
audio02.TextGrid,51.0,9.0,your,153.16,153.35,PRP$,4.6743,0.0,40,24,YOUR,153.35,,AID,25.0,153.35,1.0,1.0,0.18999999999999773,False,your,153.35,0.18999999999999773
audio02.TextGrid,51.0,10.0,aid,153.35,153.67,NN,9.9841,0.0,40,25,AID,153.67,,ROOT,0.0,,0.0,,,True,aid,153.67,0.3199999999999932
audio02.TextGrid,52.0,1.0,he,154.92,155.03,PRP,2.5017,0.0,41,1,HE,155.03,,DOES,2.0,155.03,1.0,1.0,0.11000000000001364,False,he,155.03,0.11000000000001364
audio02.TextGrid,52.0,2.0,does,155.03,155.21,VBZ,5.2984,0.0,41,2,DOES,155.21,,ROOT,0.0,,0.0,,,True,does,155.21,0.18000000000000682
audio02.TextGrid,52.0,3.0,not,155.21,155.42,RB,4.3332,0.0,41,3,NOT,155.42,,OUT,9.0,156.4,2.0,6.0,1.1899999999999977,False,not,155.42,0.20999999999997954
audio02.TextGrid,52.0,4.0,like,155.42,155.62,VBP,8.3674,0.0,41,4,LIKE,155.62,,OUT,9.0,156.4,2.0,5.0,0.9800000000000182,False,like,155.62,0.20000000000001705
audio02.TextGrid,52.0,5.0,to,155.62,155.68,TO,-0.0,0.0,41,5,TO,155.68,,OUT,9.0,156.4,2.0,4.0,0.7800000000000011,False,to,155.68,0.060000000000002274
audio02.TextGrid,52.0,6.0,work,155.68,155.9,VB,8.5112,0.0,41,6,WORK,155.9,,OUT,9.0,156.4,2.0,3.0,0.7199999999999989,False,work,155.9,0.21999999999999886
audio02.TextGrid,52.0,7.0,too,155.9,156.09,RB,6.8775,0.0,41,7,TOO,156.09,,OUT,9.0,156.4,2.0,2.0,0.5,False,too,156.09,0.18999999999999773
audio02.TextGrid,52.0,8.0,far,156.09,156.4,RB,6.6045,0.0,41,8,FAR,156.4,,OUT,9.0,156.4,2.0,1.0,0.3100000000000023,False,far,156.4,0.3100000000000023
audio02.TextGrid,52.0,9.0,out,156.4,156.69,RB,9.8775,0.0,41,9,OUT,156.69,,DOES,2.0,155.03,1.0,7.0,1.3700000000000045,True,out,156.69,0.28999999999999204
audio02.TextGrid,53.0,1.0,no,157.58,157.94,RB,8.0031,0.0,42,1,NO,157.94,,ROOT,0.0,,0.0,,,False,no,157.94,0.3599999999999852
audio02.TextGrid,53.0,2.0,the,157.94,158.22,DT,0.7806,0.0,42,2,THE,158.22,,SAID,4.0,158.43,1.0,2.0,0.4900000000000091,False,the,158.22,0.28000000000000114
audio02.TextGrid,53.0,3.0,boy,158.22,158.43,NN,13.6845,0.0,42,3,BOY,158.43,,SAID,4.0,158.43,1.0,1.0,0.21000000000000796,False,boy,158.43,0.21000000000000796
audio02.TextGrid,53.0,4.0,said,158.43,158.78,VBD,2.3092,0.0,42,4,SAID,158.78,,ROOT,0.0,,0.0,,,True,said,158.78,0.3499999999999943
audio02.TextGrid,54.0,1.0,but,159.25,159.38,CC,2.8832,0.0,43,1,BUT,159.38,,WILL,3.0,159.54,1.0,2.0,0.28999999999999204,False,but,159.38,0.12999999999999545
audio02.TextGrid,54.0,2.0,i,159.38,159.54,PRP,3.9247,0.0,43,2,I,159.54,,WILL,3.0,159.54,1.0,1.0,0.1599999999999966,False,i,159.54,0.1599999999999966
audio02.TextGrid,54.0,3.0,will,159.54,159.69,MD,1.7271,0.0,43,3,WILL,159.69,,ROOT,0.0,,0.0,,,True,will,159.69,0.15000000000000568
audio02.TextGrid,54.0,4.0,see,159.69,159.85,VB,6.6747,0.0,43,4,SEE,159.85,,WILL,3.0,159.54,1.0,1.0,0.15000000000000568,True,see,159.85,0.1599999999999966
audio02.TextGrid,54.0,5.0,something,159.85,160.18,NN,9.8772,0.0,43,5,SOMETHING,160.18,,SEE,4.0,159.69,2.0,1.0,0.1599999999999966,True,something,160.18,0.3300000000000125
audio02.TextGrid,54.0,6.0,that,160.18,160.3,IN,4.2613,0.0,43,6,THAT,160.3,,SOMETHING,5.0,159.85,3.0,1.0,0.3300000000000125,True,that,160.3,0.12000000000000455
audio02.TextGrid,54.0,7.0,he,160.3,160.42,PRP,2.5017,0.0,43,7,HE,160.42,,SUCH,10.0,161.05,5.0,3.0,0.75,False,he,160.42,0.11999999999997613
audio02.TextGrid,54.0,8.0,cannot,160.42,160.78,VB,2.8428,1.0,43,8,CANNOT,160.78,,SUCH,10.0,161.05,5.0,2.0,0.6300000000000239,False,cannot,160.78,0.36000000000001364
audio02.TextGrid,54.0,9.0,see,160.78,161.05,VB,6.6747,0.0,43,9,SEE,161.05,,SUCH,10.0,161.05,5.0,1.0,0.27000000000001023,True,see,161.05,0.27000000000001023
audio02.TextGrid,54.0,10.0,such,161.05,161.29,JJ,6.0025,0.0,43,10,SUCH,161.29,,THAT,6.0,160.18,4.0,4.0,0.8700000000000045,True,such,161.29,0.23999999999998067
audio02.TextGrid,54.0,11.0,as,161.29,161.36,IN,4.7671,0.0,43,11,AS,161.36,,SOMETHING,5.0,159.85,3.0,6.0,1.4399999999999977,True,as,161.36,0.0700000000000216
audio02.TextGrid,54.0,12.0,a,161.36,161.42,DT,2.0447,0.0,43,12,A,161.42,,WORKING,14.0,161.79,5.0,2.0,0.4299999999999784,False,a,161.42,0.05999999999997385
audio02.TextGrid,54.0,13.0,bird,161.42,161.79,NN,4.8869,1.0,43,13,BIRD,161.79,,WORKING,14.0,161.79,5.0,1.0,0.37000000000000455,False,bird,161.79,0.37000000000000455
audio02.TextGrid,54.0,14.0,working,161.79,162.15,NN,12.0996,0.0,43,14,WORKING,162.15,,AS,11.0,161.29,4.0,3.0,0.5,True,working,162.15,0.36000000000001364
audio02.TextGrid,55.0,1.0,and,162.54,162.63,NN,12.6845,0.0,44,1,AND,162.63,,ROOT,0.0,,0.0,,,False,and,162.63,0.09000000000000341
audio02.TextGrid,55.0,2.0,get,162.63,162.79,VB,5.9966,0.0,44,2,GET,162.79,,DOLPHIN,8.0,163.54,1.0,6.0,0.9099999999999966,False,get,162.79,0.1599999999999966
audio02.TextGrid,55.0,3.0,him,162.79,162.88,PRP,6.7448,0.0,44,3,HIM,162.88,,DOLPHIN,8.0,163.54,1.0,5.0,0.75,False,him,162.88,0.09000000000000341
audio02.TextGrid,55.0,4.0,to,162.88,162.97,TO,-0.0,0.0,44,4,TO,162.97,,DOLPHIN,8.0,163.54,1.0,4.0,0.6599999999999966,False,to,162.97,0.09000000000000341
audio02.TextGrid,55.0,5.0,come,162.97,163.15,VB,7.6181,0.0,44,5,COME,163.15,,DOLPHIN,8.0,163.54,1.0,3.0,0.5699999999999932,False,come,163.15,0.18000000000000682
audio02.TextGrid,55.0,6.0,out,163.15,163.31,RP,2.2003,0.0,44,6,OUT,163.31,,DOLPHIN,8.0,163.54,1.0,2.0,0.38999999999998636,False,out,163.31,0.1599999999999966
audio02.TextGrid,55.0,7.0,after,163.31,163.54,IN,6.824,0.0,44,7,AFTER,163.54,,DOLPHIN,8.0,163.54,1.0,1.0,0.22999999999998977,False,after,163.54,0.22999999999998977
audio02.TextGrid,55.0,8.0,dolphin,163.54,164.02,NN,4.8869,1.0,44,8,DOLPHIN,164.02,,ROOT,0.0,,0.0,,,True,dolphin,164.02,0.4800000000000182
audio02.TextGrid,56.0,1.0,are,165.63,165.75,IN,13.2669,0.0,45,1,ARE,165.75,,BAD,5.0,166.49,1.0,4.0,0.8600000000000136,False,are,165.75,0.12000000000000455
audio02.TextGrid,56.0,2.0,his,165.75,165.95,PRP$,2.6039,0.0,45,2,HIS,165.95,,BAD,5.0,166.49,1.0,3.0,0.7400000000000091,False,his,165.95,0.19999999999998863
audio02.TextGrid,56.0,3.0,eyes,165.95,166.27,NNS,11.562,0.0,45,3,EYES,166.27,,BAD,5.0,166.49,1.0,2.0,0.5400000000000205,False,eyes,166.27,0.3200000000000216
audio02.TextGrid,56.0,4.0,that,166.27,166.47,WDT,1.0361,0.0,45,4,THAT,166.47,,BAD,5.0,166.49,1.0,1.0,0.21999999999999886,False,that,166.47,0.19999999999998863
audio02.TextGrid,56.0,5.0,bad,166.49,166.91,JJ,8.7029,0.0,45,5,BAD,166.91,,ROOT,0.0,,0.0,,,True,bad,166.91,0.4199999999999875
audio02.TextGrid,57.0,1.0,he,167.72,167.86,PRP,2.5017,0.0,46,1,HE,167.86,,IS,2.0,167.86,1.0,1.0,0.14000000000001478,False,he,167.86,0.14000000000001478
audio02.TextGrid,57.0,2.0,is,167.86,167.94,VBZ,1.6609,0.0,46,2,IS,167.94,,ROOT,0.0,,0.0,,,True,is,167.94,0.07999999999998408
audio02.TextGrid,57.0,3.0,almost,167.94,168.3,RB,6.9389,0.0,46,3,ALMOST,168.3,,BLIND,4.0,168.3,2.0,1.0,0.36000000000001364,False,almost,168.3,0.36000000000001364
audio02.TextGrid,57.0,4.0,blind,168.3,168.81,JJ,11.5103,0.0,46,4,BLIND,168.81,,IS,2.0,167.86,1.0,2.0,0.4399999999999977,True,blind,168.81,0.5099999999999909
audio02.TextGrid,58.0,1.0,it,169.66,169.77,PRP,1.5724,0.0,47,1,IT,169.77,,SAID,7.0,171.25,1.0,6.0,1.5900000000000034,False,it,169.77,0.11000000000001364
audio02.TextGrid,58.0,2.0,is,169.77,169.88,VBZ,1.6609,0.0,47,2,IS,169.88,,SAID,7.0,171.25,1.0,5.0,1.4799999999999898,False,is,169.88,0.10999999999998522
audio02.TextGrid,58.0,3.0,strange,169.88,170.46,JJ,5.118,1.0,47,3,STRANGE,170.46,,SAID,7.0,171.25,1.0,4.0,1.3700000000000045,False,strange,170.46,0.5800000000000125
audio02.TextGrid,58.0,4.0,the,170.74,170.85,DT,0.7806,0.0,47,4,THE,170.85,,SAID,7.0,171.25,1.0,3.0,0.5099999999999909,False,the,170.85,0.10999999999998522
audio02.TextGrid,58.0,5.0,old,170.85,171.03,JJ,7.9253,0.0,47,5,OLD,171.03,,SAID,7.0,171.25,1.0,2.0,0.4000000000000057,False,old,171.03,0.18000000000000682
audio02.TextGrid,58.0,6.0,man,171.03,171.25,NN,10.0996,0.0,47,6,MAN,171.25,,SAID,7.0,171.25,1.0,1.0,0.21999999999999886,False,man,171.25,0.21999999999999886
audio02.TextGrid,58.0,7.0,said,171.25,171.61,VBD,2.3092,0.0,47,7,SAID,171.61,,ROOT,0.0,,0.0,,,True,said,171.61,0.36000000000001364
audio02.TextGrid,59.0,1.0,he,172.21,172.31,PRP,2.5017,0.0,48,1,HE,172.31,,THAT,6.0,173.65,2.0,5.0,1.4399999999999977,False,he,172.31,0.09999999999999432
audio02.TextGrid,59.0,2.0,never,172.31,172.55,RB,7.1406,0.0,48,2,NEVER,172.55,,THAT,6.0,173.65,2.0,4.0,1.3400000000000034,False,never,172.55,0.2400000000000091
audio02.TextGrid,59.0,3.0,went,172.55,172.76,VBD,7.7639,0.0,48,3,WENT,172.76,,THAT,6.0,173.65,2.0,3.0,1.0999999999999943,False,went,172.76,0.20999999999997954
audio02.TextGrid,59.0,4.0,turtle,172.76,173.18,JJ,5.118,1.0,48,4,TURTLE,173.18,,THAT,6.0,173.65,2.0,2.0,0.8900000000000148,False,turtle,173.18,0.4200000000000159
audio02.TextGrid,59.0,5.0,ing,173.18,173.35,NN,4.8869,1.0,48,5,ING,173.35,,THAT,6.0,173.65,2.0,1.0,0.46999999999999886,False,ing,173.35,0.1699999999999875
audio02.TextGrid,59.0,6.0,that,173.65,173.85,WDT,1.0361,0.0,48,6,THAT,173.85,,IS,7.0,173.85,1.0,1.0,0.19999999999998863,True,that,173.85,0.19999999999998863
audio02.TextGrid,59.0,7.0,is,173.85,173.99,VBZ,1.6609,0.0,48,7,IS,173.99,,ROOT,0.0,,0.0,,,True,is,173.99,0.14000000000001478
audio02.TextGrid,59.0,8.0,what,173.99,174.15,WDT,7.2127,0.0,48,8,WHAT,174.15,,EYES,11.0,174.65,2.0,3.0,0.6599999999999966,False,what,174.15,0.1599999999999966
audio02.TextGrid,59.0,9.0,kills,174.15,174.51,VBZ,1.6609,1.0,48,9,KILLS,174.51,,EYES,11.0,174.65,2.0,2.0,0.5,False,kills,174.51,0.3599999999999852
audio02.TextGrid,59.0,10.0,the,174.51,174.65,DT,0.7806,0.0,48,10,THE,174.65,,EYES,11.0,174.65,2.0,1.0,0.14000000000001478,False,the,174.65,0.14000000000001478
audio02.TextGrid,59.0,11.0,eyes,174.65,175.05,NNS,11.562,0.0,48,11,EYES,175.05,,IS,7.0,173.85,1.0,4.0,0.8000000000000114,True,eyes,175.05,0.4000000000000057
audio02.TextGrid,60.0,1.0,but,176.84,176.99,CC,2.8832,0.0,49,1,BUT,176.99,,GOOD,16.0,179.83,1.0,15.0,2.990000000000009,False,but,176.99,0.15000000000000568
audio02.TextGrid,60.0,2.0,you,176.99,177.1,PRP,4.1902,0.0,49,2,YOU,177.1,,GOOD,16.0,179.83,1.0,14.0,2.8400000000000034,False,you,177.1,0.10999999999998522
audio02.TextGrid,60.0,3.0,went,177.1,177.33,VBD,7.7639,0.0,49,3,WENT,177.33,,GOOD,16.0,179.83,1.0,13.0,2.730000000000018,False,went,177.33,0.2300000000000182
audio02.TextGrid,60.0,4.0,turtle,177.33,177.61,JJ,5.118,1.0,49,4,TURTLE,177.61,,GOOD,16.0,179.83,1.0,12.0,2.5,False,turtle,177.61,0.28000000000000114
audio02.TextGrid,60.0,5.0,ing,177.61,177.73,NN,4.8869,1.0,49,5,ING,177.73,,GOOD,16.0,179.83,1.0,11.0,2.219999999999999,False,ing,177.73,0.11999999999997613
audio02.TextGrid,60.0,6.0,for,177.73,177.85,IN,3.5339,0.0,49,6,FOR,177.85,,GOOD,16.0,179.83,1.0,10.0,2.1000000000000227,False,for,177.85,0.12000000000000455
audio02.TextGrid,60.0,7.0,years,177.85,178.21,NNS,5.7165,0.0,49,7,YEARS,178.21,,GOOD,16.0,179.83,1.0,9.0,1.9800000000000182,False,years,178.21,0.36000000000001364
audio02.TextGrid,60.0,8.0,off,178.21,178.34,IN,9.682,0.0,49,8,OFF,178.34,,GOOD,16.0,179.83,1.0,8.0,1.6200000000000045,False,off,178.34,0.12999999999999545
audio02.TextGrid,60.0,9.0,the,178.34,178.43,DT,0.7806,0.0,49,9,THE,178.43,,GOOD,16.0,179.83,1.0,7.0,1.490000000000009,False,the,178.43,0.09000000000000341
audio02.TextGrid,60.0,10.0,mosquito,178.43,178.89,NN,4.8869,1.0,49,10,MOSQUITO,178.89,,GOOD,16.0,179.83,1.0,6.0,1.4000000000000057,False,mosquito,178.89,0.45999999999997954
audio02.TextGrid,60.0,11.0,coast,178.89,179.26,NN,4.8869,1.0,49,11,COAST,179.26,,GOOD,16.0,179.83,1.0,5.0,0.9400000000000261,False,coast,179.26,0.37000000000000455
audio02.TextGrid,60.0,12.0,and,179.26,179.35,CC,0.5482,0.0,49,12,AND,179.35,,GOOD,16.0,179.83,1.0,4.0,0.5700000000000216,False,and,179.35,0.09000000000000341
audio02.TextGrid,60.0,13.0,your,179.35,179.56,PRP$,4.6743,0.0,49,13,YOUR,179.56,,GOOD,16.0,179.83,1.0,3.0,0.4800000000000182,False,your,179.56,0.21000000000000796
audio02.TextGrid,60.0,14.0,eyes,179.56,179.77,NNS,11.562,0.0,49,14,EYES,179.77,,GOOD,16.0,179.83,1.0,2.0,0.27000000000001023,False,eyes,179.77,0.21000000000000796
audio02.TextGrid,60.0,15.0,are,179.77,179.83,VBP,1.8478,0.0,49,15,ARE,179.83,,GOOD,16.0,179.83,1.0,1.0,0.060000000000002274,False,are,179.83,0.060000000000002274
audio02.TextGrid,,,,179.83,,,,,49,16,GOOD,180.16,,ROOT,0.0,,0.0,,,True,GOOD,180.16,0.3299999999999841
audio03.TextGrid,1.0,1.0,i,0.59,0.79,PRP,3.9247,0.0,1,1,I,0.79,,AM,2.0,0.79,1.0,1.0,0.20000000000000007,False,i,0.79,0.20000000000000007
audio03.TextGrid,1.0,2.0,am,0.79,0.93,VBP,9.3674,0.0,1,2,AM,0.93,,ROOT,0.0,,0.0,,,True,am,0.93,0.14
audio03.TextGrid,1.0,3.0,a,0.93,0.99,DT,2.0447,0.0,1,3,A,0.99,,MAN,6.0,1.8,2.0,3.0,0.87,False,a,0.99,0.05999999999999994
audio03.TextGrid,1.0,4.0,strange,0.99,1.52,JJ,5.118,1.0,1,4,STRANGE,1.52,,MAN,6.0,1.8,2.0,2.0,0.81,False,strange,1.52,0.53
audio03.TextGrid,1.0,5.0,old,1.52,1.8,JJ,7.9253,0.0,1,5,OLD,1.8,,MAN,6.0,1.8,2.0,1.0,0.28,False,old,1.8,0.28
audio03.TextGrid,1.0,6.0,man,1.8,2.22,NN,10.0996,0.0,1,6,MAN,2.22,,AM,2.0,0.79,1.0,4.0,1.01,True,man,2.22,0.42000000000000015
audio03.TextGrid,2.0,1.0,but,3.35,3.59,RB,11.4625,0.0,2,1,BUT,3.59,,FISH,11.0,5.51,1.0,10.0,2.1599999999999997,False,but,3.59,0.23999999999999977
audio03.TextGrid,2.0,2.0,are,3.59,3.7,VBP,1.8478,0.0,2,2,ARE,3.7,,FISH,11.0,5.51,1.0,9.0,1.92,False,are,3.7,0.11000000000000032
audio03.TextGrid,2.0,3.0,you,3.7,3.85,PRP,4.1902,0.0,2,3,YOU,3.85,,FISH,11.0,5.51,1.0,8.0,1.8099999999999996,False,you,3.85,0.1499999999999999
audio03.TextGrid,2.0,4.0,strong,3.85,4.2,JJ,7.8664,0.0,2,4,STRONG,4.2,,FISH,11.0,5.51,1.0,7.0,1.6599999999999997,False,strong,4.2,0.3500000000000001
audio03.TextGrid,2.0,5.0,enough,4.2,4.47,RB,7.8775,0.0,2,5,ENOUGH,4.47,,FISH,11.0,5.51,1.0,6.0,1.3099999999999996,False,enough,4.47,0.2699999999999996
audio03.TextGrid,2.0,6.0,now,4.47,4.71,RB,5.3332,0.0,2,6,NOW,4.71,,FISH,11.0,5.51,1.0,5.0,1.04,False,now,4.71,0.2400000000000002
audio03.TextGrid,2.0,7.0,for,4.71,4.88,IN,3.5339,0.0,2,7,FOR,4.88,,FISH,11.0,5.51,1.0,4.0,0.7999999999999998,False,for,4.88,0.16999999999999993
audio03.TextGrid,2.0,8.0,a,4.88,4.94,DT,2.0447,0.0,2,8,A,4.94,,FISH,11.0,5.51,1.0,3.0,0.6299999999999999,False,a,4.94,0.0600000000000005
audio03.TextGrid,2.0,9.0,truly,4.94,5.27,RB,3.1182,1.0,2,9,TRULY,5.27,,FISH,11.0,5.51,1.0,2.0,0.5699999999999994,False,truly,5.27,0.3299999999999992
audio03.TextGrid,2.0,10.0,big,5.27,5.51,JJ,7.2249,0.0,2,10,BIG,5.51,,FISH,11.0,5.51,1.0,1.0,0.2400000000000002,False,big,5.51,0.2400000000000002
audio03.TextGrid,2.0,11.0,fish,5.51,5.83,NN,4.8869,1.0,2,11,FISH,5.83,,ROOT,0.0,,0.0,,,True,fish,5.83,0.3200000000000003
audio03.TextGrid,3.0,1.0,i,6.75,6.86,PRP,3.9247,0.0,3,1,I,6.86,,THINK,2.0,6.86,1.0,1.0,0.11000000000000032,False,i,6.86,0.11000000000000032
audio03.TextGrid,3.0,2.0,think,6.86,7.14,VBP,6.5601,0.0,3,2,THINK,7.14,,ROOT,0.0,,0.0,,,True,think,7.14,0.27999999999999936
audio03.TextGrid,3.0,3.0,so,7.14,7.43,RB,5.4181,0.0,3,3,SO,7.43,,THINK,2.0,6.86,1.0,1.0,0.27999999999999936,False,so,7.43,0.29000000000000004
audio03.TextGrid,4.0,1.0,and,7.82,7.95,CC,0.5482,0.0,4,1,AND,7.95,,ROOT,0.0,,0.0,,,False,and,7.95,0.1299999999999999
audio03.TextGrid,4.0,2.0,there,7.95,8.15,EX,-0.0,0.0,4,2,THERE,8.15,,ROOT,0.0,,0.0,,,False,there,8.15,0.20000000000000018
audio03.TextGrid,4.0,3.0,are,8.15,8.24,VBP,1.8478,0.0,4,3,ARE,8.24,,TRICKS,5.0,8.52,1.0,2.0,0.3699999999999992,False,are,8.24,0.08999999999999986
audio03.TextGrid,4.0,4.0,many,8.24,8.52,JJ,5.8664,0.0,4,4,MANY,8.52,,TRICKS,5.0,8.52,1.0,1.0,0.27999999999999936,False,many,8.52,0.27999999999999936
audio03.TextGrid,4.0,5.0,tricks,8.52,9.02,NNS,5.7165,1.0,4,5,TRICKS,9.02,,ROOT,0.0,,0.0,,,True,tricks,9.02,0.5
audio03.TextGrid,5.0,1.0,let,10.18,10.35,VB,8.7336,0.0,5,1,LET,10.35,,ROOT,0.0,,0.0,,,False,let,10.35,0.16999999999999993
audio03.TextGrid,5.0,2.0,us,10.35,10.51,PRP,6.0444,0.0,5,2,US,10.51,,ROOT,0.0,,0.0,,,False,us,10.51,0.16000000000000014
audio03.TextGrid,5.0,3.0,take,10.51,10.73,VB,5.7038,0.0,5,3,TAKE,10.73,,ROOT,0.0,,0.0,,,True,take,10.73,0.22000000000000064
audio03.TextGrid,5.0,4.0,the,10.73,10.8,DT,0.7806,0.0,5,4,THE,10.8,,SAID,9.0,11.85,2.0,5.0,1.1199999999999992,False,the,10.8,0.07000000000000028
audio03.TextGrid,5.0,5.0,stuff,10.8,11.08,NN,13.6845,0.0,5,5,STUFF,11.08,,SAID,9.0,11.85,2.0,4.0,1.049999999999999,False,stuff,11.08,0.27999999999999936
audio03.TextGrid,5.0,6.0,home,11.08,11.41,NN,9.5146,0.0,5,6,HOME,11.41,,SAID,9.0,11.85,2.0,3.0,0.7699999999999996,False,home,11.41,0.33000000000000007
audio03.TextGrid,5.0,7.0,the,11.56,11.64,DT,0.7806,0.0,5,7,THE,11.64,,SAID,9.0,11.85,2.0,2.0,0.28999999999999915,False,the,11.64,0.08000000000000007
audio03.TextGrid,5.0,8.0,boy,11.64,11.85,NN,13.6845,0.0,5,8,BOY,11.85,,SAID,9.0,11.85,2.0,1.0,0.20999999999999908,False,boy,11.85,0.20999999999999908
audio03.TextGrid,5.0,9.0,said,11.85,12.22,VBD,2.3092,0.0,5,9,SAID,12.22,,TAKE,3.0,10.51,1.0,6.0,1.3399999999999999,True,said,12.22,0.370000000000001
audio03.TextGrid,5.0,10.0,so,12.39,12.56,IN,8.512,0.0,5,10,SO,12.56,,TAKE,3.0,10.51,1.0,7.0,1.8800000000000008,False,so,12.56,0.16999999999999993
audio03.TextGrid,5.0,11.0,i,12.56,12.64,PRP,3.9247,0.0,5,11,I,12.64,,ROOT,0.0,,0.0,,,False,i,12.64,0.08000000000000007
audio03.TextGrid,5.0,12.0,can,12.64,12.81,MD,3.3018,0.0,5,12,CAN,12.81,,ROOT,0.0,,0.0,,,False,can,12.81,0.16999999999999993
audio03.TextGrid,5.0,13.0,get,12.81,12.93,VB,5.9966,0.0,5,13,GET,12.93,,ROOT,0.0,,0.0,,,False,get,12.93,0.11999999999999922
audio03.TextGrid,5.0,14.0,the,12.93,13.05,DT,0.7806,0.0,5,14,THE,13.05,,SARDINES,21.0,14.23,1.0,7.0,1.3000000000000007,False,the,13.05,0.120000000000001
audio03.TextGrid,5.0,15.0,cast,13.05,13.44,VBN,9.4744,0.0,5,15,CAST,13.44,,SARDINES,21.0,14.23,1.0,6.0,1.1799999999999997,False,cast,13.44,0.3899999999999988
audio03.TextGrid,6.0,1.0,net,13.44,13.68,JJ,7.084,0.0,5,16,NET,13.68,,SARDINES,21.0,14.23,1.0,5.0,0.7900000000000009,False,net,13.68,0.2400000000000002
audio03.TextGrid,6.0,2.0,and,13.68,13.75,NN,12.6845,0.0,5,17,AND,13.75,,SARDINES,21.0,14.23,1.0,4.0,0.5500000000000007,False,and,13.75,0.07000000000000028
audio03.TextGrid,6.0,3.0,go,13.75,13.97,VB,7.1486,0.0,5,18,GO,13.97,,SARDINES,21.0,14.23,1.0,3.0,0.4800000000000004,False,go,13.97,0.22000000000000064
audio03.TextGrid,6.0,4.0,after,13.97,14.15,IN,6.824,0.0,5,19,AFTER,14.15,,SARDINES,21.0,14.23,1.0,2.0,0.2599999999999998,False,after,14.15,0.17999999999999972
audio03.TextGrid,6.0,5.0,the,14.15,14.23,DT,0.7806,0.0,5,20,THE,14.23,,SARDINES,21.0,14.23,1.0,1.0,0.08000000000000007,False,the,14.23,0.08000000000000007
audio03.TextGrid,6.0,6.0,sardines,14.23,14.85,NNS,5.7165,1.0,5,21,SARDINES,14.85,,ROOT,0.0,,0.0,,,True,sardines,14.85,0.6199999999999992
audio03.TextGrid,7.0,1.0,they,16.75,16.86,PRP,2.7059,0.0,6,1,THEY,16.86,,PICKED,2.0,16.86,1.0,1.0,0.10999999999999943,False,they,16.86,0.10999999999999943
audio03.TextGrid,7.0,2.0,picked,16.86,17.12,VBD,11.5713,0.0,6,2,PICKED,17.12,,ROOT,0.0,,0.0,,,True,picked,17.12,0.26000000000000156
audio03.TextGrid,7.0,3.0,up,17.12,17.23,RP,1.4881,0.0,6,3,UP,17.23,,PICKED,2.0,16.86,1.0,1.0,0.26000000000000156,False,up,17.23,0.10999999999999943
audio03.TextGrid,7.0,4.0,the,17.23,17.31,DT,0.7806,0.0,6,4,THE,17.31,,ROOT,0.0,,0.0,,,False,the,17.31,0.0799999999999983
audio03.TextGrid,7.0,5.0,gear,17.31,17.61,NN,4.8869,1.0,6,5,GEAR,17.61,,BOAT,8.0,17.85,1.0,3.0,0.5400000000000027,False,gear,17.61,0.3000000000000007
audio03.TextGrid,7.0,6.0,from,17.61,17.78,IN,4.6559,0.0,6,6,FROM,17.78,,BOAT,8.0,17.85,1.0,2.0,0.240000000000002,False,from,17.78,0.1700000000000017
audio03.TextGrid,7.0,7.0,the,17.78,17.85,DT,0.7806,0.0,6,7,THE,17.85,,BOAT,8.0,17.85,1.0,1.0,0.07000000000000028,False,the,17.85,0.07000000000000028
audio03.TextGrid,7.0,8.0,boat,17.85,18.26,NN,4.8869,1.0,6,8,BOAT,18.26,,ROOT,0.0,,0.0,,,True,boat,18.26,0.41000000000000014
audio03.TextGrid,8.0,1.0,the,19.2,19.34,DT,0.7806,0.0,7,1,THE,19.34,,ROOT,0.0,,0.0,,,False,the,19.34,0.14000000000000057
audio03.TextGrid,8.0,2.0,old,19.34,19.55,JJ,7.9253,0.0,7,2,OLD,19.55,,LINES,23.0,24.9,1.0,21.0,5.559999999999999,False,old,19.55,0.21000000000000085
audio03.TextGrid,8.0,3.0,man,19.55,19.8,NN,10.0996,0.0,7,3,MAN,19.8,,LINES,23.0,24.9,1.0,20.0,5.349999999999998,False,man,19.8,0.25
audio03.TextGrid,8.0,4.0,carried,19.8,20.12,VBN,9.4744,0.0,7,4,CARRIED,20.12,,LINES,23.0,24.9,1.0,19.0,5.099999999999998,False,carried,20.12,0.3200000000000003
