fichier,phrase_id_con,position_con,mot_con,onset,offset_con,POS,surprisal_bits,oov,phrase_id_dep,position_dep,mot_dep,offset_dep,relation,tete,tete_position,tete_onset,profondeur,dist_pos,dist_temps,est_tete,mot,offset,duree
audio08.TextGrid,,,,115.56,,,,,23,17,MOTORBOATS,116.26,,OF,2.0,111.54,2.0,15.0,4.019999999999996,True,MOTORBOATS,116.26,0.7000000000000028
audio08.TextGrid,37.0,1.0,bought,116.67,116.96,VBN,10.0593,0.0,24,1,BOUGHT,116.96,,MONEY,9.0,118.51,1.0,8.0,1.8400000000000034,False,bought,116.96,0.28999999999999204
audio08.TextGrid,37.0,2.0,when,116.96,117.09,WRB,0.861,0.0,24,2,WHEN,117.09,,MONEY,9.0,118.51,1.0,7.0,1.5500000000000114,False,when,117.09,0.13000000000000966
audio08.TextGrid,37.0,3.0,the,117.09,117.15,DT,0.7806,0.0,24,3,THE,117.15,,MONEY,9.0,118.51,1.0,6.0,1.4200000000000017,False,the,117.15,0.060000000000002274
audio08.TextGrid,37.0,4.0,shark,117.15,117.51,NN,4.8869,1.0,24,4,SHARK,117.51,,MONEY,9.0,118.51,1.0,5.0,1.3599999999999994,False,shark,117.51,0.35999999999999943
audio08.TextGrid,37.0,5.0,livers,117.51,117.9,NNS,5.7165,1.0,24,5,LIVERS,117.9,,MONEY,9.0,118.51,1.0,4.0,1.0,False,livers,117.9,0.39000000000000057
audio08.TextGrid,37.0,6.0,had,117.9,118.01,VBD,4.2494,0.0,24,6,HAD,118.01,,MONEY,9.0,118.51,1.0,3.0,0.6099999999999994,False,had,118.01,0.10999999999999943
audio08.TextGrid,37.0,7.0,brought,118.01,118.28,VBN,9.4744,0.0,24,7,BROUGHT,118.28,,MONEY,9.0,118.51,1.0,2.0,0.5,False,brought,118.28,0.269999999999996
audio08.TextGrid,37.0,8.0,much,118.28,118.51,RB,6.4625,0.0,24,8,MUCH,118.51,,MONEY,9.0,118.51,1.0,1.0,0.23000000000000398,False,much,118.51,0.23000000000000398
audio08.TextGrid,37.0,9.0,money,118.51,118.84,NN,7.8772,0.0,24,9,MONEY,118.84,,ROOT,0.0,,0.0,,,True,money,118.84,0.3299999999999983
audio08.TextGrid,38.0,1.0,spoke,119.24,119.52,VBD,11.5713,0.0,25,1,SPOKE,119.52,,ROOT,0.0,,0.0,,,False,spoke,119.52,0.28000000000000114
audio08.TextGrid,38.0,2.0,of,119.52,119.62,IN,2.0839,0.0,25,2,OF,119.62,,MASCULINE,9.0,121.21,1.0,7.0,1.6899999999999977,False,of,119.62,0.10000000000000853
audio08.TextGrid,38.0,3.0,her,119.62,119.75,PRP,6.5749,0.0,25,3,HER,119.75,,MASCULINE,9.0,121.21,1.0,6.0,1.5899999999999892,False,her,119.75,0.12999999999999545
audio08.TextGrid,38.0,4.0,as,119.75,119.94,IN,4.7671,0.0,25,4,AS,119.94,,MASCULINE,9.0,121.21,1.0,5.0,1.4599999999999937,False,as,119.94,0.18999999999999773
audio08.TextGrid,38.0,5.0,el,120.03,120.23,NN,4.8869,1.0,25,5,EL,120.23,,MASCULINE,9.0,121.21,1.0,4.0,1.1799999999999926,False,el,120.23,0.20000000000000284
audio08.TextGrid,38.0,6.0,mar,120.23,120.62,NN,4.8869,1.0,25,6,MAR,120.62,,MASCULINE,9.0,121.21,1.0,3.0,0.9799999999999898,False,mar,120.62,0.39000000000000057
audio08.TextGrid,38.0,7.0,which,120.94,121.11,WDT,0.9903,0.0,25,7,WHICH,121.11,,MASCULINE,9.0,121.21,1.0,2.0,0.269999999999996,False,which,121.11,0.1700000000000017
audio08.TextGrid,38.0,8.0,is,121.11,121.21,VBZ,1.6609,0.0,25,8,IS,121.21,,MASCULINE,9.0,121.21,1.0,1.0,0.09999999999999432,False,is,121.21,0.09999999999999432
audio08.TextGrid,38.0,9.0,masculine,121.21,121.86,NN,4.8869,1.0,25,9,MASCULINE,121.86,,ROOT,0.0,,0.0,,,True,masculine,121.86,0.6500000000000057
audio08.TextGrid,39.0,1.0,they,122.46,122.6,PRP,2.7059,0.0,26,1,THEY,122.6,,HER,4.0,123.01,1.0,3.0,0.5500000000000114,False,they,122.6,0.14000000000000057
audio08.TextGrid,39.0,2.0,spoke,122.6,122.91,VBD,11.5713,0.0,26,2,SPOKE,122.91,,HER,4.0,123.01,1.0,2.0,0.4100000000000108,False,spoke,122.91,0.3100000000000023
audio08.TextGrid,39.0,3.0,of,122.91,123.01,IN,2.0839,0.0,26,3,OF,123.01,,HER,4.0,123.01,1.0,1.0,0.10000000000000853,False,of,123.01,0.10000000000000853
audio08.TextGrid,39.0,4.0,her,123.01,123.19,PRP,6.5749,0.0,26,4,HER,123.19,,ROOT,0.0,,0.0,,,True,her,123.19,0.1799999999999926
audio08.TextGrid,39.0,5.0,as,123.19,123.31,IN,4.7671,0.0,26,5,AS,123.31,,HER,4.0,123.01,1.0,1.0,0.1799999999999926,True,as,123.31,0.12000000000000455
audio08.TextGrid,39.0,6.0,a,123.31,123.35,DT,2.0447,0.0,26,6,A,123.35,,ENEMY,14.0,125.41,3.0,8.0,2.0999999999999943,False,a,123.35,0.03999999999999204
audio08.TextGrid,39.0,7.0,contestant,123.35,124.16,NN,4.8869,1.0,26,7,CONTESTANT,124.16,,ENEMY,14.0,125.41,3.0,7.0,2.0600000000000023,False,contestant,124.16,0.8100000000000023
audio08.TextGrid,39.0,8.0,or,124.16,124.32,CC,2.9456,0.0,26,8,OR,124.32,,ENEMY,14.0,125.41,3.0,6.0,1.25,False,or,124.32,0.1599999999999966
audio08.TextGrid,39.0,9.0,a,124.32,124.36,DT,2.0447,0.0,26,9,A,124.36,,ENEMY,14.0,125.41,3.0,5.0,1.0900000000000034,False,a,124.36,0.04000000000000625
audio08.TextGrid,39.0,10.0,place,124.36,124.91,NN,9.5971,0.0,26,10,PLACE,124.91,,ENEMY,14.0,125.41,3.0,4.0,1.0499999999999972,False,place,124.91,0.5499999999999972
audio08.TextGrid,39.0,11.0,or,124.91,125.08,CC,2.9456,0.0,26,11,OR,125.08,,ENEMY,14.0,125.41,3.0,3.0,0.5,False,or,125.08,0.1700000000000017
audio08.TextGrid,39.0,12.0,even,125.08,125.31,RB,5.2926,0.0,26,12,EVEN,125.31,,ENEMY,14.0,125.41,3.0,2.0,0.3299999999999983,False,even,125.31,0.23000000000000398
audio08.TextGrid,39.0,13.0,an,125.31,125.41,DT,4.6072,0.0,26,13,AN,125.41,,ENEMY,14.0,125.41,3.0,1.0,0.09999999999999432,False,an,125.41,0.09999999999999432
audio08.TextGrid,39.0,14.0,enemy,125.41,125.84,NN,4.8869,1.0,26,14,ENEMY,125.84,,AS,5.0,123.19,2.0,9.0,2.219999999999999,True,enemy,125.84,0.4300000000000068
audio08.TextGrid,40.0,1.0,but,126.95,127.07,CC,2.8832,0.0,27,1,BUT,127.07,,ROOT,0.0,,0.0,,,True,but,127.07,0.11999999999999034
audio08.TextGrid,40.0,2.0,the,127.07,127.18,DT,0.7806,0.0,27,2,THE,127.18,,FAVOURS,19.0,131.82,2.0,17.0,4.75,False,the,127.18,0.11000000000001364
audio08.TextGrid,40.0,3.0,old,127.18,127.4,JJ,7.9253,0.0,27,3,OLD,127.4,,FAVOURS,19.0,131.82,2.0,16.0,4.639999999999986,False,old,127.4,0.21999999999999886
audio08.TextGrid,40.0,4.0,man,127.4,127.63,NN,10.0996,0.0,27,4,MAN,127.63,,FAVOURS,19.0,131.82,2.0,15.0,4.4199999999999875,False,man,127.63,0.22999999999998977
audio08.TextGrid,40.0,5.0,always,127.63,128.0,RB,7.4625,0.0,27,5,ALWAYS,128.0,,FAVOURS,19.0,131.82,2.0,14.0,4.189999999999998,False,always,128.0,0.37000000000000455
audio08.TextGrid,40.0,6.0,thought,128.0,128.21,VBD,9.2494,0.0,27,6,THOUGHT,128.21,,FAVOURS,19.0,131.82,2.0,13.0,3.819999999999993,False,thought,128.21,0.21000000000000796
audio08.TextGrid,40.0,7.0,of,128.21,128.31,IN,2.0839,0.0,27,7,OF,128.31,,FAVOURS,19.0,131.82,2.0,12.0,3.609999999999985,False,of,128.31,0.09999999999999432
audio08.TextGrid,40.0,8.0,her,128.31,128.48,PRP,6.5749,0.0,27,8,HER,128.48,,FAVOURS,19.0,131.82,2.0,11.0,3.509999999999991,False,her,128.48,0.1699999999999875
audio08.TextGrid,40.0,9.0,as,128.48,128.65,IN,4.7671,0.0,27,9,AS,128.65,,FAVOURS,19.0,131.82,2.0,10.0,3.3400000000000034,False,as,128.65,0.17000000000001592
audio08.TextGrid,40.0,10.0,feminine,128.65,129.16,NN,4.8869,1.0,27,10,FEMININE,129.16,,FAVOURS,19.0,131.82,2.0,9.0,3.1699999999999875,False,feminine,129.16,0.5099999999999909
audio08.TextGrid,40.0,11.0,and,129.39,129.51,CC,0.5482,0.0,27,11,AND,129.51,,FAVOURS,19.0,131.82,2.0,8.0,2.430000000000007,False,and,129.51,0.12000000000000455
audio08.TextGrid,40.0,12.0,as,129.51,129.6,IN,4.7671,0.0,27,12,AS,129.6,,FAVOURS,19.0,131.82,2.0,7.0,2.3100000000000023,False,as,129.6,0.09000000000000341
audio08.TextGrid,40.0,13.0,something,129.6,130.03,NN,9.8772,0.0,27,13,SOMETHING,130.03,,FAVOURS,19.0,131.82,2.0,6.0,2.219999999999999,False,something,130.03,0.4300000000000068
audio08.TextGrid,40.0,14.0,that,130.03,130.2,DT,6.1623,0.0,27,14,THAT,130.2,,FAVOURS,19.0,131.82,2.0,5.0,1.789999999999992,False,that,130.2,0.1699999999999875
audio08.TextGrid,40.0,15.0,gave,130.23,130.65,VBD,8.2494,0.0,27,15,GAVE,130.65,,FAVOURS,19.0,131.82,2.0,4.0,1.5900000000000034,False,gave,130.65,0.4200000000000159
audio08.TextGrid,,,,130.65,,,,,27,16,OR,130.8,,FAVOURS,19.0,131.82,2.0,3.0,1.1699999999999875,False,OR,130.8,0.15000000000000568
audio08.TextGrid,,,,130.8,,,,,27,17,WITHHELD,131.43,,FAVOURS,19.0,131.82,2.0,2.0,1.0199999999999818,False,WITHHELD,131.43,0.6299999999999955
audio08.TextGrid,,,,131.43,,,,,27,18,GREAT,131.82,,FAVOURS,19.0,131.82,2.0,1.0,0.38999999999998636,False,GREAT,131.82,0.38999999999998636
audio08.TextGrid,,,,131.82,,,,,27,19,FAVOURS,132.32,,BUT,1.0,126.95,1.0,18.0,4.86999999999999,True,FAVOURS,132.32,0.5
audio08.TextGrid,42.0,1.0,and,133.09,133.2,CC,0.5482,0.0,28,1,AND,133.2,,ROOT,0.0,,0.0,,,False,and,133.2,0.10999999999998522
audio08.TextGrid,42.0,2.0,if,133.2,133.3,IN,6.36,0.0,28,2,IF,133.3,,WICKED,7.0,134.14,1.0,5.0,0.9399999999999977,False,if,133.3,0.10000000000002274
audio08.TextGrid,42.0,3.0,she,133.3,133.47,PRP,4.1301,0.0,28,3,SHE,133.47,,WICKED,7.0,134.14,1.0,4.0,0.839999999999975,False,she,133.47,0.1699999999999875
audio08.TextGrid,42.0,4.0,did,133.47,133.64,VBD,5.6171,0.0,28,4,DID,133.64,,WICKED,7.0,134.14,1.0,3.0,0.6699999999999875,False,did,133.64,0.1699999999999875
audio08.TextGrid,42.0,5.0,wild,133.64,134.03,JJ,11.5103,0.0,28,5,WILD,134.03,,WICKED,7.0,134.14,1.0,2.0,0.5,False,wild,134.03,0.3900000000000148
audio08.TextGrid,42.0,6.0,or,134.03,134.14,CC,2.9456,0.0,28,6,OR,134.14,,WICKED,7.0,134.14,1.0,1.0,0.10999999999998522,False,or,134.14,0.10999999999998522
audio08.TextGrid,42.0,7.0,wicked,134.14,134.5,JJ,5.118,1.0,28,7,WICKED,134.5,,ROOT,0.0,,0.0,,,True,wicked,134.5,0.36000000000001364
audio08.TextGrid,42.0,8.0,things,134.5,134.92,NNS,8.6551,0.0,28,8,THINGS,134.92,,ROOT,0.0,,0.0,,,True,things,134.92,0.4199999999999875
audio08.TextGrid,42.0,9.0,it,134.92,135.0,PRP,1.5724,0.0,28,9,IT,135.0,,HELP,15.0,136.02,2.0,6.0,1.1000000000000227,False,it,135.0,0.0800000000000125
audio08.TextGrid,42.0,10.0,was,135.0,135.14,VBD,3.0516,0.0,28,10,WAS,135.14,,HELP,15.0,136.02,2.0,5.0,1.0200000000000102,False,was,135.14,0.13999999999998636
audio08.TextGrid,42.0,11.0,because,135.14,135.49,IN,6.3362,0.0,28,11,BECAUSE,135.49,,HELP,15.0,136.02,2.0,4.0,0.8800000000000239,False,because,135.49,0.35000000000002274
audio08.TextGrid,42.0,12.0,she,135.49,135.62,PRP,4.1301,0.0,28,12,SHE,135.62,,HELP,15.0,136.02,2.0,3.0,0.5300000000000011,False,she,135.62,0.12999999999999545
audio08.TextGrid,42.0,13.0,could,135.62,135.8,MD,2.9376,0.0,28,13,COULD,135.8,,HELP,15.0,136.02,2.0,2.0,0.4000000000000057,False,could,135.8,0.18000000000000682
audio08.TextGrid,42.0,14.0,not,135.8,136.02,RB,4.3332,0.0,28,14,NOT,136.02,,HELP,15.0,136.02,2.0,1.0,0.21999999999999886,False,not,136.02,0.21999999999999886
audio08.TextGrid,42.0,15.0,help,136.02,136.22,VB,6.1091,0.0,28,15,HELP,136.22,,THINGS,8.0,134.5,1.0,7.0,1.5200000000000102,True,help,136.22,0.19999999999998863
audio08.TextGrid,,,,136.27,,,,,28,16,THEM,136.57,,THINGS,8.0,134.5,1.0,8.0,1.7700000000000102,False,THEM,136.57,0.29999999999998295
audio08.TextGrid,44.0,1.0,the,137.14,137.24,DT,0.7806,0.0,29,1,THE,137.24,,HER,4.0,138.06,1.0,3.0,0.9200000000000159,False,the,137.24,0.10000000000002274
audio08.TextGrid,44.0,2.0,moon,137.24,137.64,NN,4.8869,1.0,29,2,MOON,137.64,,HER,4.0,138.06,1.0,2.0,0.8199999999999932,False,moon,137.64,0.39999999999997726
audio08.TextGrid,44.0,3.0,affects,137.64,138.06,VBZ,1.6609,1.0,29,3,AFFECTS,138.06,,HER,4.0,138.06,1.0,1.0,0.4200000000000159,False,affects,138.06,0.4200000000000159
audio08.TextGrid,44.0,4.0,her,138.06,138.32,PRP,6.5749,0.0,29,4,HER,138.32,,ROOT,0.0,,0.0,,,True,her,138.32,0.2599999999999909
audio08.TextGrid,44.0,5.0,as,138.32,138.46,IN,4.7671,0.0,29,5,AS,138.46,,HER,4.0,138.06,1.0,1.0,0.2599999999999909,True,as,138.46,0.14000000000001478
audio08.TextGrid,44.0,6.0,it,138.46,138.52,PRP,1.5724,0.0,29,6,IT,138.52,,DOES,7.0,138.52,3.0,1.0,0.060000000000002274,False,it,138.52,0.060000000000002274
audio08.TextGrid,44.0,7.0,does,138.52,138.74,VBZ,5.2984,0.0,29,7,DOES,138.74,,AS,5.0,138.32,2.0,2.0,0.20000000000001705,True,does,138.74,0.21999999999999886
audio08.TextGrid,44.0,8.0,a,138.74,138.79,DT,2.0447,0.0,29,8,A,138.79,,THOUGHT,11.0,139.56,1.0,3.0,0.8199999999999932,False,a,138.79,0.04999999999998295
audio08.TextGrid,44.0,9.0,woman,138.79,139.26,NN,10.5146,0.0,29,9,WOMAN,139.26,,THOUGHT,11.0,139.56,1.0,2.0,0.7700000000000102,False,woman,139.26,0.46999999999999886
audio08.TextGrid,44.0,10.0,he,139.44,139.56,PRP,2.5017,0.0,29,10,HE,139.56,,THOUGHT,11.0,139.56,1.0,1.0,0.12000000000000455,False,he,139.56,0.12000000000000455
audio08.TextGrid,44.0,11.0,thought,139.56,139.98,VBD,9.2494,0.0,29,11,THOUGHT,139.98,,ROOT,0.0,,0.0,,,True,thought,139.98,0.4199999999999875
audio08.TextGrid,45.0,1.0,he,142.19,142.31,PRP,2.5017,0.0,30,1,HE,142.31,,SURFACE,21.0,147.08,1.0,20.0,4.890000000000015,False,he,142.31,0.12000000000000455
audio08.TextGrid,45.0,2.0,was,142.31,142.47,VBD,3.0516,0.0,30,2,WAS,142.47,,SPEED,18.0,146.18,2.0,16.0,3.8700000000000045,False,was,142.47,0.1599999999999966
audio08.TextGrid,45.0,3.0,rowing,142.47,142.81,VBG,5.2638,1.0,30,3,ROWING,142.81,,SPEED,18.0,146.18,2.0,15.0,3.710000000000008,False,rowing,142.81,0.3400000000000034
audio08.TextGrid,45.0,4.0,steadily,142.81,143.41,RB,11.4625,0.0,30,4,STEADILY,143.41,,SPEED,18.0,146.18,2.0,14.0,3.3700000000000045,False,steadily,143.41,0.5999999999999943
audio08.TextGrid,45.0,5.0,and,143.41,143.5,CC,0.5482,0.0,30,5,AND,143.5,,SPEED,18.0,146.18,2.0,13.0,2.7700000000000102,False,and,143.5,0.09000000000000341
audio08.TextGrid,45.0,6.0,it,143.5,143.64,PRP,1.5724,0.0,30,6,IT,143.64,,SPEED,18.0,146.18,2.0,12.0,2.680000000000007,False,it,143.64,0.13999999999998636
audio08.TextGrid,45.0,7.0,was,143.64,143.77,VBD,3.0516,0.0,30,7,WAS,143.77,,SPEED,18.0,146.18,2.0,11.0,2.5400000000000205,False,was,143.77,0.13000000000002387
audio08.TextGrid,45.0,8.0,no,143.77,143.99,DT,6.569,0.0,30,8,NO,143.99,,SPEED,18.0,146.18,2.0,10.0,2.4099999999999966,False,no,143.99,0.21999999999999886
audio08.TextGrid,45.0,9.0,effort,143.99,144.29,NN,10.2251,0.0,30,9,EFFORT,144.29,,SPEED,18.0,146.18,2.0,9.0,2.1899999999999977,False,effort,144.29,0.29999999999998295
audio08.TextGrid,45.0,10.0,for,144.29,144.53,IN,3.5339,0.0,30,10,FOR,144.53,,SPEED,18.0,146.18,2.0,8.0,1.8900000000000148,True,for,144.53,0.2400000000000091
audio08.TextGrid,45.0,11.0,him,144.53,144.77,PRP,6.7448,0.0,30,11,HIM,144.77,,SPEED,18.0,146.18,2.0,7.0,1.6500000000000057,False,him,144.77,0.2400000000000091
audio08.TextGrid,45.0,12.0,since,144.77,145.03,IN,7.4596,0.0,30,12,SINCE,145.03,,SPEED,18.0,146.18,2.0,6.0,1.4099999999999966,False,since,145.03,0.2599999999999909
audio08.TextGrid,45.0,13.0,he,145.03,145.14,PRP,2.5017,0.0,30,13,HE,145.14,,SPEED,18.0,146.18,2.0,5.0,1.1500000000000057,False,he,145.14,0.10999999999998522
audio08.TextGrid,45.0,14.0,kept,145.14,145.43,VBD,9.5713,0.0,30,14,KEPT,145.43,,SPEED,18.0,146.18,2.0,4.0,1.0400000000000205,False,kept,145.43,0.29000000000002046
audio08.TextGrid,45.0,15.0,well,145.43,145.65,RB,5.9389,0.0,30,15,WELL,145.65,,SPEED,18.0,146.18,2.0,3.0,0.75,False,well,145.65,0.21999999999999886
audio08.TextGrid,46.0,1.0,within,145.65,145.99,IN,9.5665,0.0,30,16,WITHIN,145.99,,SPEED,18.0,146.18,2.0,2.0,0.5300000000000011,False,within,145.99,0.3400000000000034
audio08.TextGrid,46.0,2.0,his,145.99,146.18,PRP$,2.6039,0.0,30,17,HIS,146.18,,SPEED,18.0,146.18,2.0,1.0,0.18999999999999773,False,his,146.18,0.18999999999999773
audio08.TextGrid,46.0,3.0,speed,146.18,146.73,NN,12.6845,0.0,30,18,SPEED,146.73,,SURFACE,21.0,147.08,1.0,3.0,0.9000000000000057,True,speed,146.73,0.549999999999983
audio08.TextGrid,46.0,4.0,and,146.88,146.98,CC,0.5482,0.0,30,19,AND,146.98,,SURFACE,21.0,147.08,1.0,2.0,0.20000000000001705,False,and,146.98,0.09999999999999432
audio08.TextGrid,46.0,5.0,the,146.98,147.08,DT,0.7806,0.0,30,20,THE,147.08,,SURFACE,21.0,147.08,1.0,1.0,0.10000000000002274,False,the,147.08,0.10000000000002274
audio08.TextGrid,46.0,6.0,surface,147.08,147.46,NN,4.8869,1.0,30,21,SURFACE,147.46,,ROOT,0.0,,0.0,,,True,surface,147.46,0.37999999999999545
audio08.TextGrid,46.0,7.0,of,147.46,147.53,IN,2.0839,0.0,30,22,OF,147.53,,SURFACE,21.0,147.08,1.0,1.0,0.37999999999999545,True,of,147.53,0.06999999999999318
audio08.TextGrid,46.0,8.0,the,147.53,147.69,DT,0.7806,0.0,30,23,THE,147.69,,EXCEPT,27.0,148.56,3.0,4.0,1.0300000000000011,False,the,147.69,0.1599999999999966
audio08.TextGrid,46.0,9.0,ocean,147.69,147.98,NN,4.8869,1.0,30,24,OCEAN,147.98,,EXCEPT,27.0,148.56,3.0,3.0,0.8700000000000045,False,ocean,147.98,0.28999999999999204
audio08.TextGrid,46.0,10.0,was,147.98,148.14,VBD,3.0516,0.0,30,25,WAS,148.14,,EXCEPT,27.0,148.56,3.0,2.0,0.5800000000000125,False,was,148.14,0.1599999999999966
audio08.TextGrid,46.0,11.0,flat,148.14,148.56,JJ,9.5103,0.0,30,26,FLAT,148.56,,EXCEPT,27.0,148.56,3.0,1.0,0.4200000000000159,False,flat,148.56,0.4200000000000159
audio08.TextGrid,46.0,12.0,except,148.56,148.88,IN,10.2669,0.0,30,27,EXCEPT,148.88,,OF,22.0,147.46,2.0,5.0,1.0999999999999943,True,except,148.88,0.3199999999999932
audio08.TextGrid,46.0,13.0,for,148.88,148.95,IN,3.5339,0.0,30,28,FOR,148.95,,SURFACE,21.0,147.08,1.0,7.0,1.799999999999983,True,for,148.95,0.06999999999999318
audio08.TextGrid,46.0,14.0,the,148.95,149.14,DT,0.7806,0.0,30,29,THE,149.14,,OCCASIONAL,30.0,149.14,4.0,1.0,0.18999999999999773,False,the,149.14,0.18999999999999773
audio08.TextGrid,46.0,15.0,occasional,149.14,149.64,JJ,5.118,1.0,30,30,OCCASIONAL,149.64,,FOR,10.0,144.29,3.0,20.0,4.849999999999994,True,occasional,149.64,0.5
audio08.TextGrid,47.0,1.0,swirls,149.64,150.1,NNS,5.7165,1.0,31,1,SWIRLS,150.1,,ROOT,0.0,,0.0,,,True,swirls,150.1,0.46000000000000796
audio08.TextGrid,47.0,2.0,of,150.1,150.17,IN,2.0839,0.0,31,2,OF,150.17,,SWIRLS,1.0,149.64,1.0,1.0,0.46000000000000796,True,of,150.17,0.06999999999999318
audio08.TextGrid,47.0,3.0,the,150.17,150.27,DT,0.7806,0.0,31,3,THE,150.27,,CURRENT,4.0,150.27,3.0,1.0,0.10000000000002274,False,the,150.27,0.10000000000002274
audio08.TextGrid,47.0,4.0,current,150.27,150.76,NN,12.6845,0.0,31,4,CURRENT,150.76,,OF,2.0,150.1,2.0,2.0,0.17000000000001592,True,current,150.76,0.4899999999999807
audio08.TextGrid,48.0,1.0,he,151.75,151.85,PRP,2.5017,0.0,32,1,HE,151.85,,WAS,2.0,151.85,2.0,1.0,0.09999999999999432,False,he,151.85,0.09999999999999432
audio08.TextGrid,48.0,2.0,was,151.85,152.02,VBD,3.0516,0.0,32,2,WAS,152.02,,THIRD,8.0,152.9,1.0,6.0,1.0500000000000114,True,was,152.02,0.17000000000001592
audio08.TextGrid,48.0,3.0,letting,152.02,152.26,VBG,9.5118,0.0,32,3,LETTING,152.26,,THIRD,8.0,152.9,1.0,5.0,0.8799999999999955,False,letting,152.26,0.23999999999998067
audio08.TextGrid,48.0,4.0,the,152.26,152.35,DT,0.7806,0.0,32,4,THE,152.35,,THIRD,8.0,152.9,1.0,4.0,0.6400000000000148,False,the,152.35,0.09000000000000341
audio08.TextGrid,48.0,5.0,current,152.35,152.77,NN,12.6845,0.0,32,5,CURRENT,152.77,,THIRD,8.0,152.9,1.0,3.0,0.5500000000000114,False,current,152.77,0.4200000000000159
audio08.TextGrid,48.0,6.0,do,152.77,152.86,VB,6.1893,0.0,32,6,DO,152.86,,THIRD,8.0,152.9,1.0,2.0,0.12999999999999545,False,do,152.86,0.09000000000000341
audio08.TextGrid,48.0,7.0,a,152.86,152.9,DT,2.0447,0.0,32,7,A,152.9,,THIRD,8.0,152.9,1.0,1.0,0.03999999999999204,False,a,152.9,0.03999999999999204
audio08.TextGrid,48.0,8.0,third,152.9,153.17,JJ,8.5103,0.0,32,8,THIRD,153.17,,ROOT,0.0,,0.0,,,True,third,153.17,0.2699999999999818
audio08.TextGrid,48.0,9.0,of,153.17,153.25,IN,2.0839,0.0,32,9,OF,153.25,,THIRD,8.0,152.9,1.0,1.0,0.2699999999999818,True,of,153.25,0.0800000000000125
audio08.TextGrid,48.0,10.0,the,153.25,153.32,DT,0.7806,0.0,32,10,THE,153.32,,WORK,11.0,153.32,3.0,1.0,0.06999999999999318,False,the,153.32,0.06999999999999318
audio08.TextGrid,48.0,11.0,work,153.32,153.63,NN,9.4366,0.0,32,11,WORK,153.63,,OF,9.0,153.17,2.0,2.0,0.15000000000000568,True,work,153.63,0.3100000000000023
audio08.TextGrid,49.0,1.0,and,154.17,154.29,CC,0.5482,0.0,33,1,AND,154.29,,ROOT,0.0,,0.0,,,False,and,154.29,0.12000000000000455
audio08.TextGrid,49.0,2.0,as,154.29,154.4,IN,4.7671,0.0,33,2,AS,154.4,,ROOT,0.0,,0.0,,,True,as,154.4,0.11000000000001364
audio08.TextGrid,49.0,3.0,it,154.4,154.54,PRP,1.5724,0.0,33,3,IT,154.54,,HOUR,23.0,158.16,2.0,20.0,3.759999999999991,False,it,154.54,0.13999999999998636
audio08.TextGrid,49.0,4.0,started,154.54,154.89,VBD,9.5713,0.0,33,4,STARTED,154.89,,HOUR,23.0,158.16,2.0,19.0,3.6200000000000045,False,started,154.89,0.3499999999999943
audio08.TextGrid,49.0,5.0,to,154.89,154.95,TO,-0.0,0.0,33,5,TO,154.95,,HOUR,23.0,158.16,2.0,18.0,3.2700000000000102,False,to,154.95,0.060000000000002274
audio08.TextGrid,49.0,6.0,be,154.95,155.1,VB,2.8428,0.0,33,6,BE,155.1,,HOUR,23.0,158.16,2.0,17.0,3.210000000000008,False,be,155.1,0.15000000000000568
audio08.TextGrid,49.0,7.0,light,155.1,155.42,JJ,8.9253,0.0,33,7,LIGHT,155.42,,HOUR,23.0,158.16,2.0,16.0,3.0600000000000023,False,light,155.42,0.3199999999999932
audio08.TextGrid,49.0,8.0,he,155.42,155.52,PRP,2.5017,0.0,33,8,HE,155.52,,HOUR,23.0,158.16,2.0,15.0,2.740000000000009,False,he,155.52,0.10000000000002274
audio08.TextGrid,49.0,9.0,saw,155.52,155.77,VBD,9.2494,0.0,33,9,SAW,155.77,,HOUR,23.0,158.16,2.0,14.0,2.6399999999999864,False,saw,155.77,0.25
audio08.TextGrid,49.0,10.0,he,155.77,155.86,PRP,2.5017,0.0,33,10,HE,155.86,,HOUR,23.0,158.16,2.0,13.0,2.3899999999999864,False,he,155.86,0.09000000000000341
audio08.TextGrid,49.0,11.0,was,155.86,156.01,VBD,3.0516,0.0,33,11,WAS,156.01,,HOUR,23.0,158.16,2.0,12.0,2.299999999999983,False,was,156.01,0.14999999999997726
audio08.TextGrid,49.0,12.0,already,156.01,156.42,RB,6.2926,0.0,33,12,ALREADY,156.42,,HOUR,23.0,158.16,2.0,11.0,2.1500000000000057,False,already,156.42,0.4099999999999966
audio08.TextGrid,49.0,13.0,further,156.42,156.77,JJ,9.1883,0.0,33,13,FURTHER,156.77,,HOUR,23.0,158.16,2.0,10.0,1.740000000000009,False,further,156.77,0.35000000000002274
audio08.TextGrid,49.0,14.0,out,156.77,156.98,IN,8.4596,0.0,33,14,OUT,156.98,,HOUR,23.0,158.16,2.0,9.0,1.3899999999999864,False,out,156.98,0.20999999999997954
audio08.TextGrid,49.0,15.0,than,156.98,157.14,IN,5.7671,0.0,33,15,THAN,157.14,,HOUR,23.0,158.16,2.0,8.0,1.1800000000000068,False,than,157.14,0.1599999999999966
audio08.TextGrid,50.0,1.0,he,157.14,157.21,PRP,2.5017,0.0,33,16,HE,157.21,,HOUR,23.0,158.16,2.0,7.0,1.0200000000000102,False,he,157.21,0.0700000000000216
