fichier,phrase_id,position,mot,onset,offset,relation,tete
audio09.TextGrid,10,9,BEFORE,48.580,49.150,,USED
audio09.TextGrid,11,1,BUT,49.530,49.650,,ROOT
audio09.TextGrid,11,2,THEY,49.650,49.780,,STILL
audio09.TextGrid,11,3,WERE,49.780,49.950,,STILL
audio09.TextGrid,11,4,IN,49.950,50.060,,STILL
audio09.TextGrid,11,5,GOOD,50.060,50.270,,STILL
audio09.TextGrid,11,6,CONDITION,50.270,50.810,,STILL
audio09.TextGrid,11,7,STILL,50.810,51.240,,BUT
audio09.TextGrid,12,1,AND,51.630,51.750,,HAD
audio09.TextGrid,12,2,HAD,51.750,51.900,,ROOT
audio09.TextGrid,12,3,THE,51.900,52.040,,ROOT
audio09.TextGrid,12,4,EXCELLENT,52.040,52.500,,TO
audio09.TextGrid,12,5,SARDINES,52.500,53.340,,TO
audio09.TextGrid,12,6,TO,53.340,53.440,,ROOT
audio09.TextGrid,12,7,GIVE,53.440,53.610,,ROOT
audio09.TextGrid,12,8,THEM,53.610,53.790,,ATTRACTIVENESS
audio09.TextGrid,12,9,SCENT,53.790,54.200,,ATTRACTIVENESS
audio09.TextGrid,12,10,AND,54.200,54.330,,ATTRACTIVENESS
audio09.TextGrid,12,11,ATTRACTIVENESS,54.330,55.190,,ROOT
audio09.TextGrid,13,1,EACH,56.000,56.260,,ROOT
audio09.TextGrid,13,2,LINE,56.260,56.710,,ROOT
audio09.TextGrid,13,3,AS,56.880,57.070,,ROOT
audio09.TextGrid,13,4,THICK,57.070,57.240,,AROUND
audio09.TextGrid,13,5,AROUND,57.240,57.610,,AS
audio09.TextGrid,13,6,AS,57.610,57.720,,ROOT
audio09.TextGrid,13,7,A,57.720,57.780,,PENCIL
audio09.TextGrid,13,8,BIG,57.780,58.000,,PENCIL
audio09.TextGrid,13,9,PENCIL,58.000,58.520,,AS
audio09.TextGrid,14,1,WAS,58.900,59.060,,TOUCH
audio09.TextGrid,14,2,LOOPED,59.060,59.380,,TOUCH
audio09.TextGrid,14,3,ONTO,59.380,59.700,,TOUCH
audio09.TextGrid,14,4,A,59.700,59.740,,TOUCH
audio09.TextGrid,14,5,GREEN,59.740,60.120,,TOUCH
audio09.TextGrid,14,6,SAPPED,60.120,60.500,,TOUCH
audio09.TextGrid,14,7,STICK,60.500,60.900,,TOUCH
audio09.TextGrid,14,8,SO,61.050,61.210,,TOUCH
audio09.TextGrid,14,9,THAT,61.210,61.370,,TOUCH
audio09.TextGrid,14,10,ANY,61.370,61.550,,TOUCH
audio09.TextGrid,14,11,PULL,61.550,61.960,,TOUCH
audio09.TextGrid,14,12,OR,61.960,62.120,,TOUCH
audio09.TextGrid,14,13,TOUCH,62.120,62.480,,ROOT
audio09.TextGrid,14,14,ON,62.480,62.600,,TOUCH
audio09.TextGrid,14,15,THE,62.600,62.690,,WHICH
audio09.TextGrid,14,16,BAIT,62.690,63.070,,WHICH
audio09.TextGrid,14,17,WOULD,63.070,63.230,,WHICH
audio09.TextGrid,14,18,MAKE,63.230,63.450,,WHICH
audio09.TextGrid,14,19,THE,63.450,63.540,,WHICH
audio09.TextGrid,14,20,STICK,63.540,63.860,,WHICH
audio09.TextGrid,14,21,DIP,63.860,64.170,,WHICH
audio09.TextGrid,14,22,AND,64.520,64.650,,WHICH
audio09.TextGrid,14,23,EACH,64.650,64.890,,WHICH
audio09.TextGrid,14,24,LINE,64.890,65.160,,WHICH
audio09.TextGrid,14,25,HAD,65.160,65.330,,WHICH
audio09.TextGrid,14,26,TWO,65.330,65.390,,WHICH
audio09.TextGrid,14,27,FORTY,65.390,65.830,,WHICH
audio09.TextGrid,14,28,FATHOM,65.830,66.190,,WHICH
audio09.TextGrid,14,29,COILS,66.190,66.800,,WHICH
audio09.TextGrid,14,30,WHICH,66.800,66.950,,ON
audio09.TextGrid,15,1,COULD,66.950,67.120,,SO
audio09.TextGrid,15,2,BE,67.120,67.250,,SO
audio09.TextGrid,15,3,MADE,67.250,67.520,,SO
audio09.TextGrid,15,4,FAST,67.520,67.810,,SO
audio09.TextGrid,15,5,TO,67.810,67.910,,SO
audio09.TextGrid,15,6,THE,67.910,68.060,,SO
audio09.TextGrid,15,7,OTHER,68.060,68.260,,SO
audio09.TextGrid,15,8,SPARE,68.260,68.580,,SO
audio09.TextGrid,15,9,COILS,68.580,69.150,,SO
audio09.TextGrid,15,10,SO,69.150,69.410,,ROOT
audio09.TextGrid,15,11,THAT,69.410,69.610,,SO
audio09.TextGrid,16,1,IF,70.020,70.160,,ROOT
audio09.TextGrid,16,2,IT,70.160,70.270,,LINE
audio09.TextGrid,16,3,WERE,70.270,70.390,,LINE
audio09.TextGrid,16,4,NECESSARY,70.390,71.040,,LINE
audio09.TextGrid,16,5,A,71.340,71.430,,LINE
audio09.TextGrid,16,6,FISH,71.430,71.690,,LINE
audio09.TextGrid,16,7,COULD,71.690,71.960,,LINE
audio09.TextGrid,16,8,TAKE,71.960,72.210,,LINE
audio09.TextGrid,16,9,OUT,72.210,72.480,,LINE
audio09.TextGrid,16,10,OVER,72.480,72.700,,LINE
audio09.TextGrid,16,11,THREE,72.700,73.020,,LINE
audio09.TextGrid,16,12,HUNDRED,73.020,73.360,,LINE
audio09.TextGrid,16,13,FATHOMS,73.360,73.820,,LINE
audio09.TextGrid,16,14,OF,73.820,73.940,,LINE
audio09.TextGrid,16,15,LINE,73.940,74.380,,IF
audio09.TextGrid,17,1,NOW,75.920,76.290,,DIP
audio09.TextGrid,17,2,THE,76.290,76.490,,DIP
audio09.TextGrid,17,3,MAN,76.490,76.740,,DIP
audio09.TextGrid,17,4,WATCHED,76.740,77.170,,DIP
audio09.TextGrid,17,5,THE,77.170,77.250,,DIP
audio09.TextGrid,17,6,DIP,77.250,77.650,,ROOT
audio09.TextGrid,17,7,OF,77.650,77.750,,DIP
audio09.TextGrid,17,8,THE,77.750,77.880,,STICKS
audio09.TextGrid,17,9,THREE,77.880,78.140,,STICKS
audio09.TextGrid,17,10,STICKS,78.140,78.540,,OF
audio09.TextGrid,17,11,OVER,78.540,78.700,,OF
audio09.TextGrid,17,12,THE,78.700,78.810,,SIDE
audio09.TextGrid,17,13,SIDE,78.810,79.130,,OVER
audio09.TextGrid,17,14,OF,79.130,79.210,,DIP
audio09.TextGrid,17,15,THE,79.210,79.300,,THEIR
audio09.TextGrid,17,16,SKIFF,79.300,79.810,,THEIR
audio09.TextGrid,17,17,AND,79.810,79.920,,THEIR
audio09.TextGrid,17,18,ROWED,79.920,80.200,,THEIR
audio09.TextGrid,17,19,GENTLY,80.200,80.610,,THEIR
audio09.TextGrid,17,20,TO,80.610,80.700,,THEIR
audio09.TextGrid,17,21,KEEP,80.700,80.930,,THEIR
audio09.TextGrid,17,22,THE,80.930,81.030,,THEIR
audio09.TextGrid,17,23,LINES,81.030,81.400,,THEIR
audio09.TextGrid,17,24,STRAIGHT,81.400,81.730,,THEIR
audio09.TextGrid,17,25,UP,81.730,81.870,,THEIR
audio09.TextGrid,17,26,AND,81.870,81.970,,THEIR
audio09.TextGrid,17,27,DOWN,81.970,82.370,,THEIR
audio09.TextGrid,17,28,AND,82.370,82.470,,THEIR
audio09.TextGrid,17,29,AT,82.470,82.530,,THEIR
audio09.TextGrid,17,30,THEIR,82.530,82.690,,OF
audio09.TextGrid,18,1,PROPER,82.690,83.040,,ROOT
audio09.TextGrid,18,2,DEPTHS,83.040,83.600,,ROOT
audio09.TextGrid,19,1,IT,84.410,84.540,,RISE
audio09.TextGrid,19,2,WAS,84.540,84.730,,RISE
audio09.TextGrid,19,3,QUITE,84.730,85.020,,RISE
audio09.TextGrid,19,4,LIGHT,85.020,85.470,,RISE
audio09.TextGrid,19,5,AND,85.470,85.740,,RISE
audio09.TextGrid,19,6,ANY,85.740,85.900,,RISE
audio09.TextGrid,19,7,MOMENT,85.900,86.280,,RISE
audio09.TextGrid,19,8,NOW,86.280,86.520,,RISE
audio09.TextGrid,19,9,THE,86.520,86.630,,RISE
audio09.TextGrid,19,10,SUN,86.630,86.930,,RISE
audio09.TextGrid,19,11,WOULD,86.930,87.100,,RISE
audio09.TextGrid,19,12,RISE,87.100,87.570,,ROOT
audio09.TextGrid,20,1,THE,88.850,88.940,,ROOT
audio09.TextGrid,20,2,SUN,88.940,89.220,,SHORE
audio09.TextGrid,20,3,ROSE,89.220,89.670,,SHORE
audio09.TextGrid,20,4,THINLY,89.670,90.120,,SHORE
audio09.TextGrid,20,5,FROM,90.120,90.340,,SHORE
audio09.TextGrid,20,6,THE,90.340,90.420,,SHORE
audio09.TextGrid,20,7,SEA,90.420,90.830,,SHORE
audio09.TextGrid,20,8,AND,91.010,91.120,,SHORE
audio09.TextGrid,20,9,THE,91.120,91.240,,SHORE
audio09.TextGrid,20,10,OLD,91.240,91.460,,SHORE
audio09.TextGrid,20,11,MAN,91.460,91.690,,SHORE
audio09.TextGrid,20,12,COULD,91.690,91.870,,SHORE
audio09.TextGrid,20,13,SEE,91.870,92.060,,SHORE
audio09.TextGrid,20,14,THE,92.060,92.240,,SHORE
audio09.TextGrid,20,15,OTHER,92.240,92.400,,SHORE
audio09.TextGrid,20,16,BOATS,92.400,93.060,,SHORE
audio09.TextGrid,20,17,LOW,93.060,93.320,,SHORE
audio09.TextGrid,20,18,ON,93.320,93.450,,SHORE
audio09.TextGrid,20,19,THE,93.450,93.530,,SHORE
audio09.TextGrid,20,20,WATER,93.530,93.940,,SHORE
audio09.TextGrid,20,21,AND,93.940,94.060,,SHORE
audio09.TextGrid,20,22,WELL,94.060,94.330,,SHORE
audio09.TextGrid,20,23,IN,94.330,94.480,,SHORE
audio09.TextGrid,20,24,TOWARD,94.480,94.750,,SHORE
audio09.TextGrid,20,25,THE,94.750,94.830,,SHORE
audio09.TextGrid,20,26,SHORE,94.830,95.270,,ROOT
audio09.TextGrid,21,1,SPREAD,95.640,95.910,,OUT
audio09.TextGrid,21,2,OUT,95.910,96.120,,ROOT
audio09.TextGrid,21,3,ACROSS,96.120,96.450,,OUT
audio09.TextGrid,21,4,THE,96.450,96.550,,CURRENT
audio09.TextGrid,21,5,CURRENT,96.550,97.040,,ACROSS
audio09.TextGrid,22,1,THEN,98.090,98.360,,ROOT
audio09.TextGrid,22,2,THE,98.360,98.440,,ROOT
audio09.TextGrid,22,3,SUN,98.440,98.670,,BRIGHTER
audio09.TextGrid,22,4,WAS,98.670,98.830,,BRIGHTER
audio09.TextGrid,22,5,BRIGHTER,98.830,99.340,,ROOT
audio09.TextGrid,22,6,AND,99.610,99.710,,ROOT
audio09.TextGrid,22,7,THE,99.710,99.820,,WATER
audio09.TextGrid,22,8,GLARE,99.820,100.170,,WATER
audio09.TextGrid,22,9,CAME,100.170,100.460,,WATER
audio09.TextGrid,22,10,ON,100.460,100.580,,WATER
audio09.TextGrid,22,11,THE,100.580,100.640,,WATER
audio09.TextGrid,22,12,WATER,100.640,101.100,,ROOT
audio09.TextGrid,23,1,AND,101.490,101.610,,ROOT
audio09.TextGrid,23,2,THEN,101.610,101.880,,ROOT
audio09.TextGrid,23,3,AS,101.880,102.010,,ROOT
audio09.TextGrid,23,4,IT,102.010,102.150,,SEA
audio09.TextGrid,23,5,ROSE,102.150,102.520,,SEA
audio09.TextGrid,23,6,CLEAR,102.520,102.970,,SEA
audio09.TextGrid,23,7,THE,103.300,103.400,,SEA
audio09.TextGrid,23,8,FLAT,103.400,103.710,,SEA
audio09.TextGrid,23,9,SEA,103.710,104.080,,SENT
audio09.TextGrid,23,10,SENT,104.080,104.350,,AS
audio09.TextGrid,23,11,IT,104.350,104.460,,SO
audio09.TextGrid,23,12,BACK,104.500,104.780,,SO
audio09.TextGrid,23,13,AT,104.780,104.860,,SO
audio09.TextGrid,23,14,HIS,104.860,105.010,,SO
audio09.TextGrid,23,15,EYES,105.010,105.580,,SO
audio09.TextGrid,23,16,SO,105.640,105.800,,SENT
audio09.TextGrid,23,17,THAT,105.800,105.960,,SO
audio09.TextGrid,23,18,IT,105.960,106.040,,SHARPLY
audio09.TextGrid,23,19,HURT,106.040,106.310,,SHARPLY
audio09.TextGrid,23,20,SHARPLY,106.310,106.920,,THAT
audio09.TextGrid,24,1,AND,107.330,107.390,,ROOT
audio09.TextGrid,24,2,HE,107.390,107.510,,IT
audio09.TextGrid,24,3,ROWED,107.510,107.820,,IT
audio09.TextGrid,24,4,WITHOUT,107.820,108.210,,IT
audio09.TextGrid,24,5,LOOKING,108.210,108.490,,IT
audio09.TextGrid,24,6,INTO,108.490,108.780,,IT
audio09.TextGrid,24,7,IT,108.780,108.980,,ROOT
audio09.TextGrid,25,1,HE,110.180,110.290,,LOOKED
audio09.TextGrid,25,2,LOOKED,110.290,110.490,,ROOT
audio09.TextGrid,25,3,DOWN,110.490,110.720,,DARK
audio09.TextGrid,25,4,INTO,110.720,110.860,,DARK
audio09.TextGrid,25,5,THE,110.860,110.940,,DARK
audio09.TextGrid,25,6,WATER,110.940,111.360,,DARK
audio09.TextGrid,25,7,AND,111.360,111.440,,DARK
audio09.TextGrid,25,8,WATCHED,111.440,111.840,,DARK
audio09.TextGrid,25,9,THE,111.840,111.950,,DARK
audio09.TextGrid,25,10,LINES,111.950,112.440,,DARK
audio09.TextGrid,25,11,THAT,112.440,112.600,,DARK
audio09.TextGrid,25,12,WENT,112.600,112.790,,DARK
audio09.TextGrid,25,13,STRAIGHT,112.790,113.160,,DARK
audio09.TextGrid,25,14,DOWN,113.160,113.440,,DARK
audio09.TextGrid,25,15,INTO,113.440,113.590,,DARK
audio09.TextGrid,25,16,THE,113.590,113.710,,DARK
audio09.TextGrid,25,17,DARK,113.710,114.010,,LOOKED
audio09.TextGrid,25,18,OF,114.010,114.120,,DARK
audio09.TextGrid,25,19,THE,114.120,114.180,,WATER
audio09.TextGrid,25,20,WATER,114.180,114.620,,OF
audio09.TextGrid,26,1,HE,115.160,115.260,,DID
audio09.TextGrid,26,2,KEPT,115.260,115.490,,DID
audio09.TextGrid,26,3,THEM,115.490,115.640,,DID
audio09.TextGrid,26,4,STRAIGHTER,115.640,116.060,,DID
audio09.TextGrid,26,5,THAN,116.060,116.200,,DID
audio09.TextGrid,26,6,ANYONE,116.200,116.570,,DID
audio09.TextGrid,26,7,DID,116.570,116.820,,ROOT
audio09.TextGrid,27,1,SO,117.280,117.420,,ROOT
audio09.TextGrid,27,2,THAT,117.420,117.580,,DARKNESS
audio09.TextGrid,27,3,AT,117.580,117.670,,DARKNESS
audio09.TextGrid,27,4,EACH,117.670,117.930,,DARKNESS
audio09.TextGrid,27,5,LEVEL,117.930,118.220,,DARKNESS
audio09.TextGrid,27,6,IN,118.220,118.300,,DARKNESS
audio09.TextGrid,27,7,THE,118.300,118.370,,DARKNESS
audio09.TextGrid,27,8,DARKNESS,118.370,118.850,,ROOT
audio09.TextGrid,27,9,OF,118.850,118.930,,ROOT
audio09.TextGrid,27,10,THE,118.930,119.020,,WOULD
audio09.TextGrid,27,11,STREAM,119.020,119.490,,WOULD
audio09.TextGrid,27,12,THERE,119.710,119.860,,WOULD
audio09.TextGrid,27,13,WOULD,119.860,119.970,,ROOT
audio09.TextGrid,27,14,BE,119.970,120.120,,ROOT
audio09.TextGrid,27,15,A,120.120,120.160,,WISHED
audio09.TextGrid,27,16,BAIT,120.160,120.580,,HE
audio09.TextGrid,27,17,WAITING,120.580,120.900,,HE
audio09.TextGrid,27,18,EXACTLY,120.900,121.500,,HE
audio09.TextGrid,27,19,WHERE,121.500,121.740,,HE
audio09.TextGrid,27,20,HE,121.740,121.850,,WISHED
audio09.TextGrid,27,21,WISHED,121.850,122.180,,BE
audio09.TextGrid,27,22,IT,122.180,122.280,,THERE
audio09.TextGrid,27,23,TO,122.280,122.360,,THERE
audio09.TextGrid,27,24,BE,122.360,122.640,,THERE
audio09.TextGrid,27,25,FOR,122.640,122.890,,THERE
audio09.TextGrid,27,26,ANY,122.890,123.080,,THERE
audio09.TextGrid,27,27,FISH,123.080,123.400,,THERE
audio09.TextGrid,27,28,THAT,123.400,123.590,,THERE
audio09.TextGrid,27,29,SWAM,123.590,124.000,,THERE
audio09.TextGrid,27,30,THERE,124.000,124.260,,ROOT
audio09.TextGrid,28,1,OTHERS,125.000,125.350,,LET
audio09.TextGrid,28,2,LET,125.350,125.470,,ROOT
audio09.TextGrid,28,3,THEM,125.470,125.610,,CURRENT
audio09.TextGrid,28,4,DRIFT,125.610,125.930,,CURRENT
audio09.TextGrid,28,5,WITH,125.930,126.020,,CURRENT
audio09.TextGrid,28,6,THE,126.020,126.110,,CURRENT
audio09.TextGrid,28,7,CURRENT,126.110,126.560,,ROOT
audio09.TextGrid,29,1,AND,127.020,127.110,,ROOT
audio09.TextGrid,29,2,SOMETIMES,127.110,127.600,,HUNDRED
audio09.TextGrid,29,3,THEY,127.600,127.740,,HUNDRED
audio09.TextGrid,29,4,WERE,127.740,127.880,,HUNDRED
audio09.TextGrid,29,5,AT,127.880,127.980,,HUNDRED
audio09.TextGrid,29,6,SIXTY,127.980,128.370,,HUNDRED
audio09.TextGrid,29,7,FATHOMS,128.370,128.900,,HUNDRED
audio09.TextGrid,29,8,WHEN,128.900,129.020,,HUNDRED
audio09.TextGrid,29,9,THE,129.020,129.090,,HUNDRED
audio09.TextGrid,29,10,FISHERMEN,129.090,129.530,,HUNDRED
audio09.TextGrid,29,11,THOUGHT,129.530,129.710,,HUNDRED
audio09.TextGrid,29,12,THEY,129.710,129.870,,HUNDRED
audio09.TextGrid,29,13,WERE,129.870,130.050,,HUNDRED
audio09.TextGrid,29,14,AT,130.050,130.150,,HUNDRED
audio09.TextGrid,29,15,A,130.150,130.230,,HUNDRED
audio09.TextGrid,29,16,HUNDRED,130.230,130.700,,ROOT
audio09.TextGrid,30,1,BUT,131.760,132.150,,ROOT
audio09.TextGrid,30,2,HE,132.260,132.380,,THOUGHT
audio09.TextGrid,30,3,THOUGHT,132.380,132.740,,BUT
audio09.TextGrid,31,1,I,133.420,133.510,,KEEP
audio09.TextGrid,31,2,KEEP,133.510,133.780,,ROOT
audio09.TextGrid,31,3,THEM,133.780,133.980,,PRECISION
audio09.TextGrid,31,4,WITH,133.980,134.120,,PRECISION
audio09.TextGrid,31,5,PRECISION,134.120,134.710,,ROOT
audio09.TextGrid,32,1,ONLY,135.600,135.910,,HAVE
audio09.TextGrid,32,2,I,135.910,136.050,,HAVE
audio09.TextGrid,32,3,HAVE,136.050,136.250,,ROOT
audio09.TextGrid,32,4,NO,136.250,136.400,,ROOT
audio09.TextGrid,32,5,LUCK,136.400,136.610,,MORE
audio09.TextGrid,32,6,ANY,136.610,136.780,,MORE
audio09.TextGrid,32,7,MORE,136.780,137.090,,ROOT
audio09.TextGrid,33,1,BUT,138.070,138.200,,EVERY
audio09.TextGrid,33,2,WHO,138.200,138.360,,EVERY
audio09.TextGrid,33,3,KNOWS,138.360,139.020,,EVERY
audio09.TextGrid,33,4,MAYBE,139.100,139.350,,EVERY
audio09.TextGrid,33,5,TODAY,139.350,139.610,,EVERY
audio09.TextGrid,33,6,EVERY,139.610,139.910,,ROOT
audio09.TextGrid,34,1,DAY,140.640,141.200,,IS
audio09.TextGrid,34,2,IS,141.200,141.330,,ROOT
audio09.TextGrid,34,3,A,141.330,141.390,,ROOT
audio09.TextGrid,34,4,NEW,141.390,141.560,,ROOT
audio09.TextGrid,34,5,DAY,141.560,141.930,,ROOT
audio09.TextGrid,35,1,IT,142.390,142.520,,IS
audio09.TextGrid,35,2,IS,142.520,142.650,,ROOT
audio09.TextGrid,35,3,BETTER,142.650,142.900,,LUCKY
audio09.TextGrid,35,4,TO,142.900,143.000,,LUCKY
audio09.TextGrid,35,5,BE,143.000,143.140,,LUCKY
audio09.TextGrid,35,6,LUCKY,143.140,143.580,,IS
audio09.TextGrid,36,1,BUT,144.020,144.140,,WOULD
audio09.TextGrid,36,2,I,144.140,144.260,,WOULD
audio09.TextGrid,36,3,WOULD,144.260,144.460,,ROOT
audio09.TextGrid,36,4,RATHER,144.460,144.670,,ROOT
audio09.TextGrid,36,5,BE,144.670,144.870,,ROOT
audio09.TextGrid,36,6,EXACT,144.870,145.470,,YOU
audio09.TextGrid,36,7,THEN,145.820,146.220,,YOU
audio09.TextGrid,36,8,WHEN,146.410,146.580,,YOU
audio09.TextGrid,36,9,LUCK,146.580,146.840,,YOU
audio09.TextGrid,36,10,COMES,146.840,147.410,,YOU
audio09.TextGrid,36,11,YOU,147.410,147.560,,ROOT
audio09.TextGrid,36,12,ARE,147.560,147.680,,ROOT
audio09.TextGrid,36,13,READY,147.680,148.050,,ROOT
audio09.TextGrid,37,1,THE,150.270,150.360,,ROOT
audio09.TextGrid,37,2,SUN,150.360,150.660,,ROOT
audio09.TextGrid,37,3,WAS,150.660,150.830,,NOW
audio09.TextGrid,37,4,TWO,150.830,151.040,,NOW
audio09.TextGrid,37,5,HOURS,151.040,151.350,,NOW
audio09.TextGrid,37,6,HIGHER,151.350,151.660,,NOW
audio09.TextGrid,37,7,NOW,151.660,152.010,,ROOT
audio09.TextGrid,37,8,AND,152.010,152.150,,ROOT
audio09.TextGrid,37,9,IT,152.150,152.210,,EAST
audio09.TextGrid,37,10,DID,152.210,152.410,,EAST
audio09.TextGrid,37,11,NOT,152.410,152.610,,EAST
audio09.TextGrid,37,12,HURT,152.610,152.760,,EAST
audio09.TextGrid,37,13,HIS,152.760,152.910,,EAST
audio09.TextGrid,37,14,EYES,152.910,153.200,,EAST
audio09.TextGrid,37,15,SO,153.200,153.350,,EAST
audio09.TextGrid,37,16,MUCH,153.350,153.590,,EAST
audio09.TextGrid,37,17,TO,153.590,153.700,,EAST
audio09.TextGrid,37,18,LOOK,153.700,153.890,,EAST
audio09.TextGrid,37,19,INTO,153.890,154.060,,EAST
audio09.TextGrid,37,20,THE,154.060,154.220,,EAST
audio09.TextGrid,37,21,EAST,154.220,154.640,,ROOT
audio09.TextGrid,38,1,THERE,155.700,155.820,,ROOT
audio09.TextGrid,38,2,WERE,155.820,155.940,,INSHORE
audio09.TextGrid,38,3,ONLY,155.940,156.180,,INSHORE
audio09.TextGrid,38,4,THREE,156.180,156.470,,INSHORE
audio09.TextGrid,38,5,BOATS,156.470,156.810,,INSHORE
audio09.TextGrid,38,6,IN,156.810,156.930,,INSHORE
audio09.TextGrid,38,7,SIGHT,156.930,157.280,,INSHORE
audio09.TextGrid,38,8,NOW,157.280,157.600,,INSHORE
audio09.TextGrid,38,9,AND,157.810,157.920,,INSHORE
audio09.TextGrid,38,10,THEY,157.920,158.070,,INSHORE
audio09.TextGrid,38,11,SHOWED,158.070,158.420,,INSHORE
audio09.TextGrid,38,12,VERY,158.420,158.730,,INSHORE
audio09.TextGrid,38,13,LOW,158.730,159.110,,INSHORE
audio09.TextGrid,38,14,AND,159.110,159.240,,INSHORE
audio09.TextGrid,38,15,FAR,159.240,159.570,,INSHORE
audio09.TextGrid,38,16,INSHORE,159.570,160.150,,ROOT
audio09.TextGrid,39,1,ALL,161.830,162.020,,ROOT
audio09.TextGrid,39,2,MY,162.020,162.230,,THOUGHT
audio09.TextGrid,39,3,LIFE,162.230,162.540,,THOUGHT
audio09.TextGrid,39,4,THE,162.610,162.760,,THOUGHT
audio09.TextGrid,39,5,EARLY,162.760,163.010,,THOUGHT
audio09.TextGrid,39,6,SUN,163.010,163.250,,THOUGHT
audio09.TextGrid,39,7,HAS,163.250,163.440,,THOUGHT
audio09.TextGrid,39,8,HURT,163.440,163.660,,THOUGHT
audio09.TextGrid,39,9,MY,163.660,163.850,,THOUGHT
audio09.TextGrid,39,10,EYES,163.850,164.280,,THOUGHT
audio09.TextGrid,39,11,HE,164.490,164.610,,THOUGHT
audio09.TextGrid,39,12,THOUGHT,164.610,165.020,,ROOT
audio09.TextGrid,40,1,YET,165.520,165.700,,ROOT
audio09.TextGrid,40,2,THEY,165.700,165.840,,GOOD
audio09.TextGrid,40,3,ARE,165.840,165.950,,GOOD
audio09.TextGrid,40,4,STILL,165.950,166.290,,GOOD
audio09.TextGrid,40,5,GOOD,166.290,166.730,,ROOT
audio09.TextGrid,41,1,IN,167.280,167.380,,EVENING
audio09.TextGrid,41,2,THE,167.380,167.470,,EVENING
audio09.TextGrid,41,3,EVENING,167.470,167.920,,CAN
audio09.TextGrid,41,4,I,167.920,168.010,,CAN
audio09.TextGrid,41,5,CAN,168.010,168.190,,ROOT
audio09.TextGrid,41,6,LOOK,168.190,168.350,,CAN
audio09.TextGrid,41,7,STRAIGHT,168.350,168.700,,BLACKNESS
audio09.TextGrid,41,8,INTO,168.700,168.960,,BLACKNESS
audio09.TextGrid,41,9,IT,168.960,169.080,,BLACKNESS
audio09.TextGrid,41,10,WITHOUT,169.080,169.320,,BLACKNESS
audio09.TextGrid,41,11,GETTING,169.320,169.640,,BLACKNESS
audio09.TextGrid,41,12,THE,169.640,169.710,,BLACKNESS
audio09.TextGrid,41,13,BLACKNESS,169.710,170.330,,LOOK
audio09.TextGrid,42,1,IT,171.020,171.110,,TOO
audio09.TextGrid,42,2,HAS,171.110,171.290,,TOO
audio09.TextGrid,42,3,MORE,171.290,171.510,,TOO
audio09.TextGrid,42,4,FORCE,171.510,171.860,,TOO
audio09.TextGrid,42,5,IN,171.860,171.960,,TOO
audio09.TextGrid,42,6,THE,171.960,172.040,,TOO
audio09.TextGrid,42,7,EVENING,172.040,172.410,,TOO
audio09.TextGrid,42,8,TOO,172.410,172.790,,ROOT
audio09.TextGrid,43,1,BUT,173.530,173.660,,IS
audio09.TextGrid,43,2,IN,173.660,173.750,,IS
audio09.TextGrid,43,3,THE,173.750,173.820,,IS
audio09.TextGrid,43,4,MORNING,173.820,174.290,,IS
audio09.TextGrid,43,5,IT,174.290,174.380,,IS
audio09.TextGrid,43,6,IS,174.380,174.490,,ROOT
audio09.TextGrid,43,7,PAINFUL,174.490,175.060,,IS
audio10.TextGrid,1,1,JUST,1.130,1.380,,SAW
audio10.TextGrid,1,2,THEN,1.380,1.650,,HE
audio10.TextGrid,1,3,HE,1.650,1.770,,SAW
audio10.TextGrid,1,4,SAW,1.770,2.020,,ROOT
audio10.TextGrid,1,5,A,2.020,2.050,,HIM
audio10.TextGrid,1,6,MAN,2.050,2.280,,HIM
audio10.TextGrid,1,7,OF,2.280,2.420,,HIM
audio10.TextGrid,1,8,WAR,2.420,2.640,,HIM
audio10.TextGrid,1,9,BIRD,2.640,3.040,,HIM
audio10.TextGrid,1,10,WITH,3.040,3.200,,HIM
audio10.TextGrid,1,11,HIS,3.200,3.360,,HIM
audio10.TextGrid,1,12,LONG,3.360,3.660,,HIM
audio10.TextGrid,1,13,BLACK,3.660,3.970,,HIM
audio10.TextGrid,1,14,WINGS,3.970,4.490,,HIM
audio10.TextGrid,1,15,CIRCLING,4.600,5.100,,HIM
audio10.TextGrid,1,16,IN,5.100,5.190,,HIM
audio10.TextGrid,1,17,THE,5.190,5.270,,HIM
audio10.TextGrid,1,18,SKY,5.270,5.710,,HIM
audio10.TextGrid,1,19,AHEAD,5.710,5.890,,HIM
audio10.TextGrid,1,20,OF,5.890,6.000,,HIM
audio10.TextGrid,1,21,HIM,6.000,6.280,,SAW
audio10.TextGrid,2,1,HE,7.030,7.130,,MADE
audio10.TextGrid,2,2,MADE,7.130,7.340,,ROOT
audio10.TextGrid,2,3,A,7.340,7.380,,ROOT
audio10.TextGrid,2,4,QUICK,7.380,7.640,,AGAIN
audio10.TextGrid,2,5,DROP,7.650,8.050,,AGAIN
audio10.TextGrid,2,6,SLANTING,8.190,8.680,,AGAIN
audio10.TextGrid,2,7,DOWN,8.680,9.030,,AGAIN
audio10.TextGrid,2,8,ON,9.030,9.160,,AGAIN
audio10.TextGrid,2,9,HIS,9.160,9.390,,AGAIN
audio10.TextGrid,2,10,BACK,9.390,9.660,,AGAIN
