fichier,phrase_id,position,mot,onset,offset,relation,tete
audio06.TextGrid,4,15,THE,13.120,13.210,,MANAGER
audio06.TextGrid,4,16,GREATEST,13.210,13.650,,MANAGER
audio06.TextGrid,4,17,MANAGER,13.650,14.160,,ROOT
audio06.TextGrid,5,1,WHO,15.780,15.960,,IS
audio06.TextGrid,5,2,IS,15.960,16.080,,ROOT
audio06.TextGrid,5,3,THE,16.080,16.160,,ROOT
audio06.TextGrid,5,4,GREATEST,16.160,16.580,,REALLY
audio06.TextGrid,5,5,MANAGER,16.580,17.050,,REALLY
audio06.TextGrid,5,6,REALLY,17.050,17.410,,ROOT
audio06.TextGrid,6,1,LUQUE,17.780,18.020,,GONZALEZ
audio06.TextGrid,6,2,OR,18.020,18.270,,GONZALEZ
audio06.TextGrid,6,3,MIKE,18.270,18.450,,GONZALEZ
audio06.TextGrid,6,4,GONZALEZ,18.450,19.120,,ROOT
audio06.TextGrid,7,1,I,20.070,20.140,,THINK
audio06.TextGrid,7,2,THINK,20.140,20.370,,ROOT
audio06.TextGrid,7,3,THEY,20.370,20.520,,THINK
audio06.TextGrid,7,4,ARE,20.520,20.700,,THEY
audio06.TextGrid,7,5,EQUAL,20.700,21.160,,ROOT
audio06.TextGrid,8,1,AND,22.330,22.430,,ROOT
audio06.TextGrid,8,2,THE,22.430,22.510,,ROOT
audio06.TextGrid,8,3,BEST,22.510,22.810,,YOU
audio06.TextGrid,8,4,FISHERMAN,22.810,23.230,,YOU
audio06.TextGrid,8,5,IS,23.230,23.370,,YOU
audio06.TextGrid,8,6,YOU,23.370,23.670,,ROOT
audio06.TextGrid,9,1,NO,24.420,25.030,,KNOW
audio06.TextGrid,9,2,I,25.170,25.350,,KNOW
audio06.TextGrid,9,3,KNOW,25.350,25.580,,ROOT
audio06.TextGrid,9,4,OTHERS,25.580,25.880,,KNOW
audio06.TextGrid,9,5,BETTER,25.880,26.270,,ROOT
audio06.TextGrid,10,1,QUE,27.150,27.340,,ROOT
audio06.TextGrid,10,2,VA,27.340,27.770,,FISHERMEN
audio06.TextGrid,10,3,THE,27.880,27.960,,FISHERMEN
audio06.TextGrid,10,4,BOY,27.960,28.200,,FISHERMEN
audio06.TextGrid,10,5,SAID,28.200,28.540,,FISHERMEN
audio06.TextGrid,10,6,THERE,28.800,28.940,,FISHERMEN
audio06.TextGrid,10,7,ARE,28.940,29.080,,FISHERMEN
audio06.TextGrid,10,8,MANY,29.080,29.330,,FISHERMEN
audio06.TextGrid,10,9,GOOD,29.330,29.560,,FISHERMEN
audio06.TextGrid,10,10,FISHERMEN,29.560,30.020,,ROOT
audio06.TextGrid,10,11,AND,30.020,30.150,,ROOT
audio06.TextGrid,10,12,SOME,30.150,30.340,,THERE
audio06.TextGrid,10,13,GREAT,30.340,30.670,,THERE
audio06.TextGrid,10,14,ONES,30.670,31.020,,THERE
audio06.TextGrid,10,15,BUT,31.330,31.500,,THERE
audio06.TextGrid,10,16,THERE,31.500,31.640,,IS
audio06.TextGrid,10,17,IS,31.640,31.760,,ROOT
audio06.TextGrid,10,18,ONLY,31.760,32.100,,YOU
audio06.TextGrid,10,19,YOU,32.100,32.390,,ROOT
audio06.TextGrid,11,1,THANK,33.610,33.920,,HAPPY
audio06.TextGrid,11,2,YOU,33.920,34.120,,HAPPY
audio06.TextGrid,11,3,YOU,34.280,34.380,,HAPPY
audio06.TextGrid,11,4,MAKE,34.380,34.580,,HAPPY
audio06.TextGrid,11,5,ME,34.580,34.770,,HAPPY
audio06.TextGrid,11,6,HAPPY,34.770,35.230,,ROOT
audio06.TextGrid,12,1,I,36.040,36.140,,HOPE
audio06.TextGrid,12,2,HOPE,36.140,36.410,,ROOT
audio06.TextGrid,12,3,NO,36.410,36.580,,WILL
audio06.TextGrid,12,4,FISH,36.580,36.860,,WILL
audio06.TextGrid,12,5,WILL,36.860,36.970,,HOPE
audio06.TextGrid,12,6,COME,36.970,37.190,,WILL
audio06.TextGrid,12,7,ALONG,37.190,37.510,,GREAT
audio06.TextGrid,12,8,SO,37.510,37.730,,GREAT
audio06.TextGrid,12,9,GREAT,37.730,37.960,,COME
audio06.TextGrid,12,10,THAT,37.960,38.120,,GREAT
audio06.TextGrid,12,11,HE,38.120,38.200,,THAT
audio06.TextGrid,12,12,WILL,38.200,38.350,,THAT
audio06.TextGrid,12,13,PROVE,38.350,38.610,,WILL
audio06.TextGrid,12,14,US,38.610,38.820,,WRONG
audio06.TextGrid,12,15,WRONG,38.820,39.270,,PROVE
audio06.TextGrid,13,1,THERE,40.830,41.030,,IS
audio06.TextGrid,13,2,IS,41.030,41.210,,ROOT
audio06.TextGrid,13,3,NO,41.210,41.370,,ARE
audio06.TextGrid,13,4,SUCH,41.370,41.650,,FISH
audio06.TextGrid,13,5,FISH,41.650,41.910,,ARE
audio06.TextGrid,13,6,IF,41.910,42.020,,ARE
audio06.TextGrid,13,7,YOU,42.020,42.200,,ARE
audio06.TextGrid,13,8,ARE,42.200,42.230,,IS
audio06.TextGrid,13,9,STILL,42.230,42.500,,STRONG
audio06.TextGrid,13,10,STRONG,42.500,42.860,,ARE
audio06.TextGrid,13,11,AS,42.860,42.970,,STRONG
audio06.TextGrid,13,12,YOU,42.970,43.070,,AS
audio06.TextGrid,13,13,SAY,43.070,43.470,,AS
audio06.TextGrid,14,1,I,44.620,44.740,,MAY
audio06.TextGrid,14,2,MAY,44.740,44.880,,ROOT
audio06.TextGrid,14,3,NOT,44.880,45.000,,ROOT
audio06.TextGrid,14,4,BE,45.000,45.230,,NOT
audio06.TextGrid,14,5,AS,45.230,45.320,,STRONG
audio06.TextGrid,14,6,STRONG,45.320,45.650,,BE
audio06.TextGrid,14,7,AS,45.650,45.770,,BE
audio06.TextGrid,14,8,I,45.770,45.900,,THINK
audio06.TextGrid,14,9,THINK,45.900,46.250,,AS
audio06.TextGrid,15,1,THE,46.740,46.850,,KNOW
audio06.TextGrid,15,2,OLD,46.850,47.060,,BUT
audio06.TextGrid,15,3,MAN,47.060,47.280,,BUT
audio06.TextGrid,15,4,SAID,47.280,47.600,,BUT
audio06.TextGrid,15,5,BUT,47.890,48.030,,KNOW
audio06.TextGrid,15,6,I,48.030,48.170,,KNOW
audio06.TextGrid,15,7,KNOW,48.170,48.340,,ROOT
audio06.TextGrid,15,8,MANY,48.340,48.620,,HAVE
audio06.TextGrid,15,9,TRICKS,48.620,49.270,,HAVE
audio06.TextGrid,15,10,AND,49.470,49.590,,HAVE
audio06.TextGrid,15,11,I,49.590,49.720,,HAVE
audio06.TextGrid,15,12,HAVE,49.720,49.890,,KNOW
audio06.TextGrid,15,13,RESOLUTION,49.890,50.510,,HAVE
audio06.TextGrid,16,1,YOU,52.370,52.550,,OUGHT
audio06.TextGrid,16,2,OUGHT,52.550,52.630,,ROOT
audio06.TextGrid,16,3,TO,52.630,52.700,,OUGHT
audio06.TextGrid,16,4,GO,52.700,52.830,,SO
audio06.TextGrid,16,5,TO,52.830,52.900,,SO
audio06.TextGrid,16,6,BED,52.900,53.140,,SO
audio06.TextGrid,16,7,NOW,53.140,53.390,,SO
audio06.TextGrid,16,8,SO,53.390,53.540,,TO
audio06.TextGrid,16,9,THAT,53.540,53.700,,SO
audio06.TextGrid,16,10,YOU,53.700,53.790,,THAT
audio06.TextGrid,16,11,WILL,53.790,53.900,,THAT
audio06.TextGrid,16,12,BE,53.900,54.050,,WILL
audio06.TextGrid,16,13,FRESH,54.050,54.340,,MORNING
audio06.TextGrid,16,14,IN,54.340,54.410,,MORNING
audio06.TextGrid,16,15,THE,54.410,54.490,,MORNING
audio06.TextGrid,16,16,MORNING,54.490,54.890,,BE
audio06.TextGrid,17,1,I,55.550,55.640,,WILL
audio06.TextGrid,17,2,WILL,55.640,55.770,,ROOT
audio06.TextGrid,17,3,TAKE,55.770,55.990,,WILL
audio06.TextGrid,17,4,THE,55.990,56.070,,TERRACE
audio06.TextGrid,17,5,THINGS,56.070,56.400,,TERRACE
audio06.TextGrid,17,6,BACK,56.400,56.600,,TERRACE
audio06.TextGrid,17,7,TO,56.600,56.710,,TERRACE
audio06.TextGrid,17,8,THE,56.710,56.800,,TERRACE
audio06.TextGrid,17,9,TERRACE,56.800,57.330,,TAKE
audio06.TextGrid,18,1,GOOD,58.690,58.910,,ROOT
audio06.TextGrid,18,2,NIGHT,58.910,59.040,,THEN
audio06.TextGrid,18,3,THEN,59.040,59.370,,ROOT
audio06.TextGrid,18,4,I,59.400,59.450,,ROOT
audio06.TextGrid,19,1,WILL,59.880,60.030,,ROOT
audio06.TextGrid,19,2,WAKE,60.030,60.400,,WILL
audio06.TextGrid,19,3,YOU,60.400,60.510,,MORNING
audio06.TextGrid,19,4,IN,60.510,60.570,,MORNING
audio06.TextGrid,19,5,THE,60.570,60.650,,MORNING
audio06.TextGrid,19,6,MORNING,60.650,61.110,,WAKE
audio06.TextGrid,20,1,YOU,62.260,62.380,,ROOT
audio06.TextGrid,20,2,RE,62.380,62.440,,SAID
audio06.TextGrid,20,3,MY,62.440,62.650,,SAID
audio06.TextGrid,20,4,ALARM,62.650,62.970,,SAID
audio06.TextGrid,20,5,CLOCK,62.970,63.320,,SAID
audio06.TextGrid,20,6,THE,63.440,63.540,,SAID
audio06.TextGrid,20,7,BOY,63.540,63.760,,SAID
audio06.TextGrid,20,8,SAID,63.760,64.130,,ROOT
audio06.TextGrid,21,1,AGE,64.960,65.410,,IS
audio06.TextGrid,21,2,IS,65.410,65.550,,ROOT
audio06.TextGrid,21,3,MY,65.550,65.790,,SAID
audio06.TextGrid,21,4,ALARM,65.790,66.080,,SAID
audio06.TextGrid,21,5,CLOCK,66.080,66.450,,SAID
audio06.TextGrid,21,6,THE,66.750,66.870,,SAID
audio06.TextGrid,21,7,OLD,66.870,67.060,,SAID
audio06.TextGrid,21,8,MAN,67.060,67.290,,SAID
audio06.TextGrid,21,9,SAID,67.290,67.670,,IS
audio06.TextGrid,22,1,WHY,68.300,68.500,,ROOT
audio06.TextGrid,22,2,DO,68.500,68.690,,EARLY
audio06.TextGrid,22,3,OLD,68.690,68.920,,EARLY
audio06.TextGrid,22,4,MEN,68.920,69.100,,EARLY
audio06.TextGrid,22,5,WAKE,69.100,69.390,,EARLY
audio06.TextGrid,22,6,SO,69.390,69.680,,EARLY
audio06.TextGrid,22,7,EARLY,69.680,70.040,,ROOT
audio06.TextGrid,23,1,IS,70.620,70.760,,ROOT
audio06.TextGrid,23,2,IT,70.760,70.920,,DAY
audio06.TextGrid,23,3,TO,70.920,71.000,,DAY
audio06.TextGrid,23,4,HAVE,71.000,71.210,,DAY
audio06.TextGrid,23,5,ONE,71.210,71.510,,DAY
audio06.TextGrid,23,6,LONGER,71.510,71.990,,DAY
audio06.TextGrid,23,7,DAY,71.990,72.430,,IS
audio06.TextGrid,24,1,I,73.870,74.000,,ROOT
audio06.TextGrid,24,2,DON,74.000,74.170,,SAID
audio06.TextGrid,24,3,T,74.170,74.200,,SAID
audio06.TextGrid,24,4,KNOW,74.200,74.500,,SAID
audio06.TextGrid,24,5,THE,74.660,74.770,,SAID
audio06.TextGrid,24,6,BOY,74.770,74.990,,SAID
audio06.TextGrid,24,7,SAID,74.990,75.350,,ROOT
audio06.TextGrid,25,1,ALL,75.910,76.140,,IS
audio06.TextGrid,25,2,I,76.140,76.270,,IS
audio06.TextGrid,25,3,KNOW,76.270,76.490,,IS
audio06.TextGrid,25,4,IS,76.490,76.630,,ROOT
audio06.TextGrid,25,5,THAT,76.630,76.820,,IS
audio06.TextGrid,25,6,YOUNG,76.820,77.040,,HARD
audio06.TextGrid,25,7,BOYS,77.040,77.430,,HARD
audio06.TextGrid,25,8,SLEEP,77.430,77.770,,HARD
audio06.TextGrid,25,9,LATE,77.770,78.010,,HARD
audio06.TextGrid,25,10,AND,78.010,78.150,,HARD
audio06.TextGrid,25,11,HARD,78.150,78.630,,THAT
audio06.TextGrid,26,1,I,79.990,80.110,,CAN
audio06.TextGrid,26,2,CAN,80.110,80.340,,ROOT
audio06.TextGrid,26,3,REMEMBER,80.340,80.890,,CAN
audio06.TextGrid,26,4,IT,80.890,81.090,,REMEMBER
audio06.TextGrid,27,1,THE,81.470,81.570,,ROOT
audio06.TextGrid,27,2,OLD,81.570,81.780,,SAID
audio06.TextGrid,27,3,MAN,81.780,82.050,,SAID
audio06.TextGrid,27,4,SAID,82.050,82.460,,ROOT
audio06.TextGrid,28,1,I,83.390,83.490,,LL
audio06.TextGrid,28,2,LL,83.490,83.570,,ROOT
audio06.TextGrid,28,3,WAKEN,83.570,83.860,,TIME
audio06.TextGrid,28,4,YOU,83.860,84.020,,TIME
audio06.TextGrid,28,5,IN,84.020,84.130,,TIME
audio06.TextGrid,28,6,TIME,84.130,84.570,,ROOT
audio06.TextGrid,29,1,I,85.970,86.040,,DO
audio06.TextGrid,29,2,DO,86.040,86.130,,ROOT
audio06.TextGrid,29,3,NOT,86.130,86.350,,ROOT
audio06.TextGrid,29,4,LIKE,86.350,86.520,,IS
audio06.TextGrid,29,5,FOR,86.520,86.670,,IS
audio06.TextGrid,29,6,HIM,86.670,86.800,,IS
audio06.TextGrid,29,7,TO,86.800,86.900,,IS
audio06.TextGrid,29,8,WAKEN,86.900,87.230,,IS
audio06.TextGrid,29,9,ME,87.230,87.440,,IS
audio06.TextGrid,29,10,IT,87.730,87.860,,IS
audio06.TextGrid,29,11,IS,87.860,87.990,,ROOT
audio06.TextGrid,29,12,AS,87.990,88.120,,ROOT
audio06.TextGrid,29,13,THOUGH,88.120,88.280,,AS
audio06.TextGrid,29,14,I,88.280,88.370,,WERE
audio06.TextGrid,29,15,WERE,88.370,88.570,,AS
audio06.TextGrid,29,16,INFERIOR,88.570,89.180,,ROOT
audio06.TextGrid,30,1,I,90.210,90.340,,KNOW
audio06.TextGrid,30,2,KNOW,90.340,90.620,,ROOT
audio06.TextGrid,31,1,SLEEP,92.040,92.340,,MAN
audio06.TextGrid,31,2,WELL,92.340,92.530,,MAN
audio06.TextGrid,31,3,OLD,92.530,92.740,,MAN
audio06.TextGrid,31,4,MAN,92.740,93.030,,ROOT
audio06.TextGrid,32,1,THE,95.230,95.320,,ROOT
audio06.TextGrid,32,2,BOY,95.320,95.570,,OUT
audio06.TextGrid,32,3,WENT,95.570,95.780,,OUT
audio06.TextGrid,32,4,OUT,95.780,96.110,,ROOT
audio06.TextGrid,33,1,THEY,96.580,96.730,,HAD
audio06.TextGrid,33,2,HAD,96.730,96.840,,ROOT
audio06.TextGrid,33,3,EATEN,96.840,97.220,,ROOT
audio06.TextGrid,33,4,WITH,97.220,97.390,,TABLE
audio06.TextGrid,33,5,NO,97.390,97.570,,TABLE
audio06.TextGrid,33,6,LIGHT,97.570,97.810,,TABLE
audio06.TextGrid,33,7,ON,97.810,97.920,,TABLE
audio06.TextGrid,33,8,THE,97.920,98.010,,TABLE
audio06.TextGrid,33,9,TABLE,98.010,98.430,,ROOT
audio06.TextGrid,33,10,AND,98.660,98.760,,ROOT
audio06.TextGrid,33,11,THE,98.760,98.850,,DARK
audio06.TextGrid,33,12,OLD,98.850,99.070,,DARK
audio06.TextGrid,33,13,MAN,99.070,99.290,,DARK
audio06.TextGrid,33,14,TOOK,99.290,99.500,,DARK
audio06.TextGrid,33,15,OFF,99.500,99.670,,DARK
audio06.TextGrid,33,16,HIS,99.670,99.850,,DARK
audio06.TextGrid,33,17,TROUSERS,99.850,100.400,,DARK
audio06.TextGrid,33,18,AND,100.400,100.590,,DARK
audio06.TextGrid,33,19,WENT,100.590,100.740,,DARK
audio06.TextGrid,33,20,TO,100.740,100.840,,DARK
audio06.TextGrid,33,21,BED,100.840,101.110,,DARK
audio06.TextGrid,33,22,IN,101.110,101.190,,DARK
audio06.TextGrid,33,23,THE,101.190,101.290,,DARK
audio06.TextGrid,33,24,DARK,101.290,101.710,,ROOT
audio06.TextGrid,34,1,HE,102.400,102.470,,ROLLED
audio06.TextGrid,34,2,ROLLED,102.470,102.810,,ROOT
audio06.TextGrid,34,3,HIS,102.810,103.030,,THEM
audio06.TextGrid,34,4,TROUSERS,103.030,103.460,,THEM
audio06.TextGrid,34,5,UP,103.460,103.640,,THEM
audio06.TextGrid,34,6,TO,103.640,103.710,,THEM
audio06.TextGrid,34,7,MAKE,103.710,103.870,,THEM
audio06.TextGrid,34,8,A,103.870,103.920,,THEM
audio06.TextGrid,34,9,PILLOW,103.920,104.370,,THEM
audio06.TextGrid,34,10,PUTTING,104.570,104.900,,THEM
audio06.TextGrid,34,11,THE,104.900,105.010,,THEM
audio06.TextGrid,34,12,NEWSPAPER,105.010,105.460,,THEM
audio06.TextGrid,34,13,INSIDE,105.460,105.870,,THEM
audio06.TextGrid,34,14,THEM,105.870,106.100,,ROLLED
audio06.TextGrid,35,1,HE,107.170,107.280,,ROLLED
audio06.TextGrid,35,2,ROLLED,107.280,107.530,,ROOT
audio06.TextGrid,35,3,HIMSELF,107.530,107.920,,THAT
audio06.TextGrid,35,4,IN,107.920,107.990,,THAT
audio06.TextGrid,35,5,THE,107.990,108.060,,THAT
audio06.TextGrid,35,6,BLANKET,108.060,108.590,,THAT
audio06.TextGrid,35,7,AND,108.590,108.690,,THAT
audio06.TextGrid,35,8,SLEPT,108.690,108.990,,THAT
audio06.TextGrid,35,9,ON,108.990,109.100,,THAT
audio06.TextGrid,35,10,THE,109.100,109.230,,THAT
audio06.TextGrid,35,11,OTHER,109.230,109.450,,THAT
audio06.TextGrid,35,12,OLD,109.450,109.690,,THAT
audio06.TextGrid,35,13,NEWSPAPERS,109.690,110.350,,THAT
audio06.TextGrid,35,14,THAT,110.350,110.520,,COVERED
audio06.TextGrid,35,15,COVERED,110.520,110.820,,ROLLED
audio06.TextGrid,35,16,THE,110.820,110.930,,SPRINGS
audio06.TextGrid,35,17,SPRINGS,110.930,111.390,,COVERED
audio06.TextGrid,35,18,OF,111.390,111.460,,SPRINGS
audio06.TextGrid,35,19,THE,111.460,111.550,,BED
audio06.TextGrid,35,20,BED,111.550,111.960,,OF
audio06.TextGrid,36,1,HE,113.760,113.850,,WAS
audio06.TextGrid,36,2,WAS,113.850,114.020,,TIME
audio06.TextGrid,36,3,ASLEEP,114.020,114.430,,TIME
audio06.TextGrid,36,4,IN,114.430,114.520,,TIME
audio06.TextGrid,36,5,A,114.520,114.590,,TIME
audio06.TextGrid,36,6,SHORT,114.590,114.900,,TIME
audio06.TextGrid,36,7,TIME,114.930,115.410,,WAS
audio06.TextGrid,36,8,AND,115.690,115.820,,WAS
audio06.TextGrid,36,9,HE,115.820,115.910,,HE
audio06.TextGrid,36,10,DREAMED,115.910,116.320,,HE
audio06.TextGrid,36,11,OF,116.320,116.430,,HE
audio06.TextGrid,36,12,AFRICA,116.430,116.830,,HE
audio06.TextGrid,36,13,WHEN,116.830,117.170,,HE
audio06.TextGrid,36,14,HE,117.170,117.260,,WAS
audio06.TextGrid,36,15,WAS,117.260,117.430,,ROOT
audio06.TextGrid,36,16,A,117.430,117.490,,ROOT
audio06.TextGrid,36,17,BOY,117.490,117.930,,ROOT
audio06.TextGrid,36,18,AND,118.250,118.370,,ROOT
audio06.TextGrid,36,19,THE,118.370,118.440,,BEACHES
audio06.TextGrid,36,20,LONG,118.440,118.800,,BEACHES
audio06.TextGrid,36,21,GOLDEN,118.800,119.220,,BEACHES
audio06.TextGrid,36,22,BEACHES,119.220,119.860,,ROOT
audio06.TextGrid,36,23,AND,119.860,119.960,,ROOT
audio06.TextGrid,36,24,THE,119.960,120.040,,HURT
audio06.TextGrid,36,25,WHITE,120.040,120.340,,HURT
audio06.TextGrid,36,26,BEACHES,120.380,121.040,,HURT
audio06.TextGrid,36,27,SO,121.350,121.510,,HURT
audio06.TextGrid,36,28,WHITE,121.510,121.780,,HURT
audio06.TextGrid,36,29,THEY,121.780,122.040,,HURT
audio06.TextGrid,36,30,HURT,122.040,122.270,,ROOT
audio06.TextGrid,37,1,YOUR,122.270,122.420,,ROOT
audio06.TextGrid,37,2,EYES,122.420,122.910,,ROOT
audio06.TextGrid,37,3,AND,123.220,123.340,,ROOT
audio06.TextGrid,37,4,THE,123.340,123.450,,CAPES
audio06.TextGrid,37,5,HIGH,123.450,123.680,,CAPES
audio06.TextGrid,37,6,CAPES,123.680,124.290,,ROOT
audio06.TextGrid,37,7,AND,124.290,124.400,,ROOT
audio06.TextGrid,37,8,THE,124.400,124.490,,MOUNTAINS
audio06.TextGrid,37,9,GREAT,124.490,124.770,,MOUNTAINS
audio06.TextGrid,37,10,BROWN,124.810,125.110,,MOUNTAINS
audio06.TextGrid,37,11,MOUNTAINS,125.110,125.820,,ROOT
audio06.TextGrid,38,1,HE,126.800,126.940,,HE
audio06.TextGrid,38,2,LIVED,126.940,127.130,,HE
audio06.TextGrid,38,3,ALONG,127.130,127.430,,HE
audio06.TextGrid,38,4,THAT,127.430,127.620,,HE
audio06.TextGrid,38,5,COAST,127.620,128.030,,HE
audio06.TextGrid,38,6,NOW,128.030,128.320,,HE
audio06.TextGrid,38,7,EVERY,128.320,128.540,,HE
audio06.TextGrid,38,8,NIGHT,128.540,128.910,,HE
audio06.TextGrid,38,9,AND,129.180,129.370,,HE
audio06.TextGrid,38,10,IN,129.370,129.490,,HE
audio06.TextGrid,38,11,HIS,129.490,129.670,,HE
audio06.TextGrid,38,12,DREAMS,129.670,130.210,,HE
audio06.TextGrid,38,13,HE,130.210,130.340,,HEARD
audio06.TextGrid,38,14,HEARD,130.340,130.540,,ROOT
audio06.TextGrid,38,15,THE,130.540,130.630,,RIDING
audio06.TextGrid,38,16,SURF,130.630,131.050,,RIDING
audio06.TextGrid,38,17,ROAR,131.050,131.460,,RIDING
audio06.TextGrid,38,18,AND,131.460,131.620,,RIDING
audio06.TextGrid,38,19,SAW,131.620,131.820,,RIDING
audio06.TextGrid,38,20,THE,131.820,131.920,,RIDING
audio06.TextGrid,38,21,NATIVE,131.920,132.170,,RIDING
audio06.TextGrid,38,22,BOATS,132.170,132.560,,RIDING
audio06.TextGrid,38,23,COME,132.560,132.790,,RIDING
audio06.TextGrid,38,24,RIDING,132.790,133.180,,HEARD
audio06.TextGrid,38,25,THROUGH,133.180,133.460,,RIDING
audio06.TextGrid,38,26,IT,133.460,133.630,,THROUGH
audio06.TextGrid,39,1,HE,134.140,134.260,,SMELLED
audio06.TextGrid,39,2,SMELLED,134.260,134.590,,ROOT
audio06.TextGrid,39,3,THE,134.590,134.670,,OAKUM
audio06.TextGrid,39,4,TAR,134.670,135.100,,OAKUM
audio06.TextGrid,39,5,AND,135.100,135.310,,OAKUM
audio06.TextGrid,39,6,OAKUM,135.310,135.600,,SMELLED
audio06.TextGrid,39,7,OF,135.600,135.680,,OAKUM
audio06.TextGrid,39,8,THE,135.680,135.790,,DECK
audio06.TextGrid,39,9,DECK,135.790,136.190,,OF
audio06.TextGrid,39,10,AS,136.190,136.350,,OAKUM
audio06.TextGrid,39,11,HE,136.350,136.450,,SLEPT
audio06.TextGrid,39,12,SLEPT,136.450,136.900,,AS
audio06.TextGrid,40,1,AND,137.470,137.560,,SMELLED
audio06.TextGrid,40,2,HE,137.560,137.670,,SMELLED
audio06.TextGrid,40,3,SMELLED,137.670,138.140,,ROOT
audio06.TextGrid,40,4,THE,138.140,138.260,,AFRICA
audio06.TextGrid,40,5,SMELL,138.260,138.580,,AFRICA
audio06.TextGrid,40,6,OF,138.580,138.680,,AFRICA
audio06.TextGrid,40,7,AFRICA,138.680,139.050,,SMELLED
audio06.TextGrid,40,8,THAT,139.050,139.290,,AFRICA
audio06.TextGrid,40,9,THE,139.400,139.630,,MORNING
audio06.TextGrid,40,10,LAND,139.630,140.060,,MORNING
audio06.TextGrid,40,11,BREEZE,140.060,140.560,,MORNING
audio06.TextGrid,40,12,BROUGHT,140.560,140.850,,MORNING
audio06.TextGrid,40,13,AT,140.850,141.000,,MORNING
audio06.TextGrid,40,14,MORNING,141.000,141.450,,THAT
audio06.TextGrid,41,1,USUALLY,143.490,144.030,,SMELLED
audio06.TextGrid,41,2,WHEN,144.030,144.190,,HE
audio06.TextGrid,41,3,HE,144.190,144.330,,SMELLED
audio06.TextGrid,41,4,SMELLED,144.330,144.680,,ROOT
audio06.TextGrid,41,5,THE,144.680,144.750,,BUT
audio06.TextGrid,41,6,LAND,144.750,145.060,,BUT
audio06.TextGrid,41,7,BREEZE,145.060,145.620,,BUT
audio06.TextGrid,41,8,HE,145.620,145.710,,BUT
audio06.TextGrid,41,9,WOKE,145.710,145.980,,BUT
audio06.TextGrid,41,10,UP,145.980,146.250,,BUT
audio06.TextGrid,41,11,AND,146.250,146.370,,BUT
audio06.TextGrid,41,12,DRESSED,146.370,146.710,,BUT
audio06.TextGrid,41,13,TO,146.710,146.780,,BUT
audio06.TextGrid,41,14,GO,146.780,146.970,,BUT
audio06.TextGrid,41,15,AND,146.970,147.070,,BUT
audio06.TextGrid,41,16,WAKE,147.070,147.300,,BUT
audio06.TextGrid,41,17,THE,147.300,147.380,,BUT
audio06.TextGrid,41,18,BOY,147.380,147.760,,BUT
audio06.TextGrid,41,19,BUT,147.760,147.920,,SMELLED
audio06.TextGrid,42,1,TONIGHT,148.770,149.280,,ROOT
audio06.TextGrid,42,2,THE,149.280,149.390,,SMELL
audio06.TextGrid,42,3,SMELL,149.390,149.690,,TONIGHT
audio06.TextGrid,42,4,OF,149.690,149.750,,TONIGHT
audio06.TextGrid,42,5,THE,149.750,149.840,,PEAKS
audio06.TextGrid,42,6,LAND,149.840,150.110,,EARLY
audio06.TextGrid,42,7,BREEZE,150.110,150.490,,EARLY
audio06.TextGrid,42,8,CAME,150.490,150.740,,EARLY
audio06.TextGrid,42,9,VERY,150.740,151.060,,EARLY
audio06.TextGrid,42,10,EARLY,151.060,151.530,,PEAKS
audio06.TextGrid,42,11,AND,151.800,151.900,,PEAKS
audio06.TextGrid,42,12,HE,151.900,152.030,,PEAKS
audio06.TextGrid,42,13,KNEW,152.030,152.240,,PEAKS
audio06.TextGrid,42,14,IT,152.240,152.370,,PEAKS
audio06.TextGrid,42,15,WAS,152.370,152.540,,PEAKS
audio06.TextGrid,42,16,TOO,152.540,152.830,,PEAKS
audio06.TextGrid,42,17,EARLY,152.830,153.080,,PEAKS
audio06.TextGrid,42,18,IN,153.080,153.180,,PEAKS
audio06.TextGrid,42,19,HIS,153.180,153.370,,PEAKS
audio06.TextGrid,42,20,DREAM,153.370,153.840,,PEAKS
audio06.TextGrid,42,21,AND,153.900,154.070,,PEAKS
audio06.TextGrid,42,22,WENT,154.070,154.290,,PEAKS
audio06.TextGrid,42,23,ON,154.290,154.530,,PEAKS
audio06.TextGrid,42,24,DREAMING,154.530,155.070,,PEAKS
audio06.TextGrid,42,25,TO,155.070,155.240,,PEAKS
audio06.TextGrid,42,26,SEE,155.240,155.400,,PEAKS
audio06.TextGrid,42,27,THE,155.400,155.490,,PEAKS
audio06.TextGrid,42,28,WHITE,155.490,155.710,,PEAKS
audio06.TextGrid,42,29,PEAKS,155.710,156.090,,OF
audio06.TextGrid,42,30,OF,156.090,156.160,,TONIGHT
audio06.TextGrid,43,1,THE,156.160,156.330,,RISING
audio06.TextGrid,43,2,ISLANDS,156.330,156.790,,RISING
audio06.TextGrid,43,3,RISING,156.790,157.290,,ROOT
audio06.TextGrid,43,4,FROM,157.290,157.460,,RISING
audio06.TextGrid,43,5,THE,157.460,157.540,,SEA
audio06.TextGrid,43,6,SEA,157.540,157.940,,FROM
audio06.TextGrid,44,1,AND,158.600,158.700,,ROOT
audio06.TextGrid,44,2,THEN,158.700,158.830,,DREAMED
audio06.TextGrid,44,3,HE,158.830,158.950,,DREAMED
audio06.TextGrid,44,4,DREAMED,158.950,159.270,,ROOT
audio06.TextGrid,44,5,OF,159.270,159.340,,ROOT
